region_id,centroid_x,centroid_y,Precipitation,Log10 Precipitation,Coal Deposits,Evaporites Deposits,Glacial Deposits,Latitude,Longitude,Abs Latitude,Elevation,Sqrt Elevation,ASinh Elevation Sc50,Dist to Shore,Sqrt Dist,ASinh Dist Sc50,Sin Angle Shore,Cos Angle Shore
44,57.32,-128.55,2.37,0.37,0.0,0.0,0.0,57.32,-128.55,57.32,56.57,7.52,0.97,34.13,5.84,0.64,-0.80,0.60
45,62.55,-128.55,1.58,0.20,0.0,0.0,0.0,62.55,-128.55,62.55,879.72,29.66,3.56,292.65,17.11,2.47,-0.65,-0.76
46,69.02,-128.55,0.48,-0.31,0.0,0.0,0.0,69.02,-128.55,69.02,149.93,12.24,1.82,21.81,4.67,0.42,1.00,-0.09
47,57.32,-126.04,2.28,0.36,0.0,0.0,0.0,57.32,-126.04,57.32,752.91,27.44,3.41,67.94,8.24,1.11,-0.86,-0.51
48,62.55,-126.04,1.26,0.10,0.0,0.0,0.0,62.55,-126.04,62.55,865.31,29.42,3.55,370.72,19.25,2.70,-0.67,-0.74
49,69.02,-126.04,0.52,-0.29,0.0,0.0,0.0,69.02,-126.04,69.02,153.54,12.39,1.84,38.50,6.20,0.71,-1.00,-0.05
50,52.75,-123.53,2.63,0.42,0.0,0.0,0.0,52.75,-123.53,52.75,94.74,9.73,1.40,28.00,5.29,0.53,0.06,-1.00
51,57.32,-123.53,2.18,0.34,1.0,0.0,0.0,57.32,-123.53,57.32,937.52,30.62,3.63,171.79,13.11,1.95,-0.53,-0.85
52,62.55,-123.53,1.03,0.01,1.0,0.0,0.0,62.55,-123.53,62.55,684.82,26.17,3.31,468.16,21.64,2.93,-0.83,-0.56
53,69.02,-123.53,0.50,-0.30,0.0,0.0,0.0,69.02,-123.53,69.02,156.05,12.49,1.86,115.46,10.75,1.57,-0.32,0.95
54,52.75,-121.02,2.42,0.38,1.0,0.0,0.0,52.75,-121.02,52.75,1327.52,36.44,3.97,107.00,10.34,1.50,-0.63,-0.78
55,57.32,-121.02,1.38,0.14,0.0,0.0,0.0,57.32,-121.02,57.32,1168.59,34.18,3.85,284.03,16.85,2.44,-0.87,-0.49
56,62.55,-121.02,0.84,-0.07,0.0,0.0,0.0,62.55,-121.02,62.55,827.40,28.76,3.50,499.35,22.35,3.00,-0.13,0.99
57,69.02,-121.02,0.51,-0.29,0.0,0.0,0.0,69.02,-121.02,69.02,151.27,12.30,1.83,164.65,12.83,1.91,0.00,1.00
58,41.25,-118.51,1.47,0.17,0.0,0.0,0.0,41.25,-118.51,41.25,99.30,9.97,1.44,83.79,9.15,1.29,0.01,-1.00
59,44.82,-118.51,1.81,0.26,0.0,0.0,0.0,44.82,-118.51,44.82,541.14,23.26,3.08,136.56,11.69,1.73,-0.28,0.96
60,48.63,-118.51,1.77,0.25,0.0,0.0,0.0,48.63,-118.51,48.63,97.26,9.86,1.42,39.83,6.31,0.73,0.93,-0.36
61,52.75,-118.51,1.27,0.11,0.0,0.0,0.0,52.75,-118.51,52.75,926.75,30.44,3.61,194.69,13.95,2.07,-0.71,-0.70
62,57.32,-118.51,1.06,0.03,0.0,0.0,0.0,57.32,-118.51,57.32,1034.40,32.16,3.72,422.84,20.56,2.83,-0.95,-0.30
63,62.55,-118.51,0.62,-0.21,0.0,0.0,0.0,62.55,-118.51,62.55,1147.03,33.87,3.83,529.15,23.00,3.05,-0.33,0.94
64,69.02,-118.51,0.51,-0.29,0.0,0.0,0.0,69.02,-118.51,69.02,149.70,12.24,1.82,164.65,12.83,1.91,0.00,1.00
65,37.87,-116.00,1.22,0.09,0.0,0.0,0.0,37.87,-116.00,37.87,938.40,30.63,3.63,89.29,9.45,1.34,-0.99,0.17
66,41.25,-116.00,0.98,-0.01,1.0,0.0,0.0,41.25,-116.00,41.25,1205.36,34.72,3.88,219.22,14.81,2.18,-0.78,-0.63
67,44.82,-116.00,1.07,0.03,0.0,0.0,0.0,44.82,-116.00,44.82,1018.72,31.92,3.71,268.64,16.39,2.38,-0.86,0.50
68,48.63,-116.00,1.14,0.06,0.0,0.0,0.0,48.63,-116.00,48.63,564.03,23.75,3.12,148.23,12.17,1.81,-1.00,-0.08
69,52.75,-116.00,1.69,0.23,0.0,0.0,0.0,52.75,-116.00,52.75,964.28,31.05,3.65,309.48,17.59,2.52,-0.79,-0.61
70,57.32,-116.00,1.04,0.02,0.0,0.0,0.0,57.32,-116.00,57.32,516.31,22.72,3.03,568.99,23.85,3.13,-0.98,-0.19
71,62.55,-116.00,0.61,-0.22,0.0,0.0,0.0,62.55,-116.00,62.55,81.28,9.02,1.26,581.96,24.12,3.15,-0.49,0.87
72,69.02,-116.00,0.55,-0.26,0.0,0.0,0.0,69.02,-116.00,69.02,273.64,16.54,2.40,164.65,12.83,1.91,-0.00,1.00
73,34.64,-113.49,0.71,-0.15,0.0,0.0,0.0,34.64,-113.49,34.64,663.73,25.76,3.28,115.00,10.72,1.57,0.79,-0.61
74,37.87,-113.49,0.53,-0.28,1.0,0.0,0.0,37.87,-113.49,37.87,1275.69,35.72,3.93,308.58,17.57,2.52,-1.00,0.07
75,41.25,-113.49,0.87,-0.06,0.0,0.0,0.0,41.25,-113.49,41.25,1237.33,35.18,3.90,405.67,20.14,2.79,-0.95,-0.32
76,44.82,-113.49,1.13,0.05,1.0,0.0,0.0,44.82,-113.49,44.82,823.72,28.70,3.50,449.88,21.21,2.89,-0.95,0.32
77,48.63,-113.49,1.53,0.18,1.0,0.0,0.0,48.63,-113.49,48.63,643.58,25.37,3.25,332.50,18.23,2.59,-1.00,-0.01
78,52.75,-113.49,1.51,0.18,1.0,0.0,0.0,52.75,-113.49,52.75,1244.11,35.27,3.91,456.35,21.36,2.91,-0.92,-0.39
79,57.32,-113.49,0.78,-0.11,0.0,0.0,0.0,57.32,-113.49,57.32,486.04,22.05,2.97,717.87,26.79,3.36,-0.99,-0.12
80,62.55,-113.49,0.60,-0.22,0.0,0.0,0.0,62.55,-113.49,62.55,478.68,21.88,2.95,652.14,25.54,3.26,-0.60,0.80
81,69.02,-113.49,0.56,-0.25,0.0,0.0,0.0,69.02,-113.49,69.02,342.70,18.51,2.62,115.59,10.75,1.57,0.32,0.95
82,34.64,-110.98,0.78,-0.11,0.0,1.0,0.0,34.64,-110.98,34.64,142.33,11.93,1.77,157.02,12.53,1.86,-0.90,-0.45
83,37.87,-110.98,0.80,-0.10,1.0,1.0,1.0,37.87,-110.98,37.87,1301.39,36.07,3.95,451.82,21.26,2.90,-0.31,-0.95
84,41.25,-110.98,0.87,-0.06,0.0,0.0,1.0,41.25,-110.98,41.25,1317.40,36.30,3.96,608.52,24.67,3.19,-0.93,-0.38
85,44.82,-110.98,1.42,0.15,1.0,1.0,0.0,44.82,-110.98,44.82,1876.57,43.32,4.32,639.69,25.29,3.24,-0.97,0.25
86,48.63,-110.98,1.13,0.05,0.0,0.0,0.0,48.63,-110.98,48.63,880.48,29.67,3.56,515.85,22.71,3.03,-0.99,0.13
87,52.75,-110.98,0.77,-0.12,1.0,0.0,0.0,52.75,-110.98,52.75,1161.72,34.08,3.84,604.86,24.59,3.19,-0.89,-0.46
88,57.32,-110.98,0.71,-0.15,0.0,0.0,0.0,57.32,-110.98,57.32,441.14,21.00,2.87,867.91,29.46,3.55,-0.91,-0.41
89,62.55,-110.98,0.58,-0.24,0.0,0.0,0.0,62.55,-110.98,62.55,96.26,9.81,1.41,666.46,25.82,3.28,0.62,0.79
90,69.02,-110.98,0.53,-0.28,0.0,0.0,0.0,69.02,-110.98,69.02,185.94,13.64,2.02,65.81,8.11,1.09,0.58,0.82
91,31.53,-108.47,0.95,-0.02,0.0,0.0,0.0,31.53,-108.47,31.53,403.22,20.08,2.78,98.16,9.91,1.43,-1.00,-0.03
92,34.64,-108.47,1.05,0.02,0.0,1.0,0.0,34.64,-108.47,34.64,861.59,29.35,3.54,334.35,18.29,2.60,-0.85,-0.53
93,37.87,-108.47,0.81,-0.09,1.0,1.0,0.0,37.87,-108.47,37.87,1236.25,35.16,3.90,563.15,23.73,3.12,-0.66,-0.75
94,41.25,-108.47,0.99,-0.00,0.0,0.0,0.0,41.25,-108.47,41.25,1017.88,31.90,3.71,807.55,28.42,3.48,-0.97,-0.26
95,44.82,-108.47,1.10,0.04,1.0,1.0,0.0,44.82,-108.47,44.82,1485.25,38.54,4.08,832.10,28.85,3.51,-0.98,0.22
96,48.63,-108.47,0.81,-0.09,1.0,0.0,0.0,48.63,-108.47,48.63,1209.67,34.78,3.88,698.93,26.44,3.33,-0.99,0.12
97,52.75,-108.47,0.65,-0.18,0.0,0.0,0.0,52.75,-108.47,52.75,620.76,24.91,3.21,756.44,27.50,3.41,-0.91,-0.42
98,57.32,-108.47,0.66,-0.18,0.0,0.0,0.0,57.32,-108.47,57.32,400.53,20.01,2.78,1002.39,31.66,3.69,-0.77,-0.64
99,62.55,-108.47,0.64,-0.19,0.0,0.0,0.0,62.55,-108.47,62.55,67.72,8.23,1.11,593.68,24.37,3.17,0.51,0.86
100,69.02,-108.47,0.60,-0.22,0.0,0.0,0.0,69.02,-108.47,69.02,55.31,7.44,0.95,53.47,7.31,0.93,-0.03,1.00
101,28.52,-105.96,1.48,0.17,0.0,0.0,0.0,28.52,-105.96,28.52,1347.82,36.71,3.99,117.44,10.84,1.59,-0.87,-0.49
102,31.53,-105.96,1.02,0.01,0.0,0.0,0.0,31.53,-105.96,31.53,893.28,29.89,3.58,336.05,18.33,2.60,-1.00,0.01
103,34.64,-105.96,1.05,0.02,0.0,1.0,0.0,34.64,-105.96,34.64,1846.66,42.97,4.30,480.47,21.92,2.96,-0.70,-0.71
104,37.87,-105.96,0.83,-0.08,0.0,1.0,0.0,37.87,-105.96,37.87,1177.30,34.31,3.85,729.43,27.01,3.37,-0.83,-0.56
105,41.25,-105.96,0.97,-0.01,1.0,0.0,0.0,41.25,-105.96,41.25,1523.01,39.03,4.11,990.66,31.47,3.68,-0.61,-0.79
106,44.82,-105.96,1.00,-0.00,1.0,0.0,0.0,44.82,-105.96,44.82,1843.54,42.94,4.30,1004.63,31.70,3.69,-0.88,0.47
107,48.63,-105.96,0.74,-0.13,0.0,0.0,0.0,48.63,-105.96,48.63,621.91,24.94,3.22,881.92,29.70,3.56,-0.98,0.19
108,52.75,-105.96,0.67,-0.18,0.0,0.0,0.0,52.75,-105.96,52.75,503.71,22.44,3.01,913.60,30.23,3.60,-0.95,-0.32
109,57.32,-105.96,0.66,-0.18,0.0,0.0,0.0,57.32,-105.96,57.32,226.61,15.05,2.22,949.41,30.81,3.64,0.97,0.25
110,62.55,-105.96,0.68,-0.17,0.0,0.0,0.0,62.55,-105.96,62.55,105.61,10.28,1.49,537.27,23.18,3.07,0.36,0.93
111,25.59,-103.45,1.60,0.21,0.0,0.0,0.0,25.59,-103.45,25.59,1382.97,37.19,4.01,124.81,11.17,1.65,-0.85,-0.52
112,28.52,-103.45,1.05,0.02,0.0,0.0,0.0,28.52,-103.45,28.52,1312.87,36.23,3.96,320.54,17.90,2.56,-0.94,-0.34
113,31.53,-103.45,1.03,0.01,0.0,1.0,0.0,31.53,-103.45,31.53,845.13,29.07,3.52,521.11,22.83,3.04,-0.67,-0.74
114,34.64,-103.45,1.07,0.03,0.0,0.0,0.0,34.64,-103.45,34.64,1223.96,34.99,3.89,663.23,25.75,3.28,-0.87,-0.50
115,37.87,-103.45,1.22,0.09,0.0,0.0,0.0,37.87,-103.45,37.87,2476.06,49.76,4.60,898.65,29.98,3.58,-0.64,-0.77
116,41.25,-103.45,1.08,0.03,0.0,0.0,0.0,41.25,-103.45,41.25,1449.72,38.08,4.06,1132.96,33.66,3.81,-0.74,-0.68
117,44.82,-103.45,0.98,-0.01,1.0,0.0,0.0,44.82,-103.45,44.82,1578.84,39.73,4.15,1181.39,34.37,3.86,-0.90,0.43
118,48.63,-103.45,0.66,-0.18,0.0,0.0,0.0,48.63,-103.45,48.63,537.07,23.17,3.07,1063.16,32.61,3.75,-0.98,0.19
119,52.75,-103.45,0.63,-0.20,0.0,0.0,0.0,52.75,-103.45,52.75,464.00,21.54,2.92,958.48,30.96,3.65,0.86,0.52
120,57.32,-103.45,0.69,-0.16,0.0,0.0,0.0,57.32,-103.45,57.32,299.69,17.31,2.49,803.72,28.35,3.47,0.97,0.26
121,62.55,-103.45,0.72,-0.14,0.0,0.0,0.0,62.55,-103.45,62.55,218.97,14.80,2.18,502.86,22.42,3.00,0.17,0.99
122,19.94,-100.94,1.12,0.05,0.0,0.0,0.0,19.94,-100.94,19.94,1069.20,32.70,3.76,152.81,12.36,1.84,-0.73,-0.68
123,22.74,-100.94,0.90,-0.05,0.0,0.0,0.0,22.74,-100.94,22.74,1273.12,35.68,3.93,162.76,12.76,1.90,-0.99,-0.16
124,25.59,-100.94,0.76,-0.12,0.0,0.0,0.0,25.59,-100.94,25.59,1273.63,35.69,3.93,331.76,18.21,2.59,-0.93,-0.36
125,28.52,-100.94,0.99,-0.00,0.0,0.0,0.0,28.52,-100.94,28.52,987.28,31.42,3.68,524.12,22.89,3.05,-0.78,-0.63
126,31.53,-100.94,1.09,0.04,0.0,0.0,0.0,31.53,-100.94,31.53,922.39,30.37,3.61,700.21,26.46,3.33,-0.78,-0.62
127,34.64,-100.94,1.14,0.06,0.0,0.0,0.0,34.64,-100.94,34.64,1015.33,31.86,3.70,870.67,29.51,3.55,-0.93,-0.36
128,37.87,-100.94,1.17,0.07,0.0,1.0,0.0,37.87,-100.94,37.87,1160.96,34.07,3.84,1055.13,32.48,3.74,-0.77,-0.64
129,41.25,-100.94,1.07,0.03,0.0,0.0,0.0,41.25,-100.94,41.25,1387.90,37.25,4.02,1297.19,36.02,3.95,-0.82,-0.57
130,44.82,-100.94,0.86,-0.07,0.0,0.0,0.0,44.82,-100.94,44.82,894.78,29.91,3.58,1361.64,36.90,4.00,-0.92,0.40
131,48.63,-100.94,0.65,-0.19,0.0,0.0,0.0,48.63,-100.94,48.63,552.83,23.51,3.10,1142.82,33.81,3.82,0.59,0.81
132,52.75,-100.94,0.62,-0.21,0.0,0.0,0.0,52.75,-100.94,52.75,325.37,18.04,2.57,816.71,28.58,3.49,0.82,0.57
133,57.32,-100.94,0.71,-0.15,0.0,0.0,0.0,57.32,-100.94,57.32,338.07,18.39,2.61,654.58,25.58,3.27,0.99,0.11
134,62.55,-100.94,0.70,-0.15,0.0,0.0,0.0,62.55,-100.94,62.55,227.04,15.07,2.22,494.83,22.24,2.99,0.04,1.00
135,19.94,-98.43,0.68,-0.17,0.0,0.0,0.0,19.94,-98.43,19.94,1350.86,36.75,3.99,243.38,15.60,2.29,-0.47,-0.88
136,22.74,-98.43,1.20,0.08,0.0,0.0,0.0,22.74,-98.43,22.74,1466.26,38.29,4.07,301.37,17.36,2.50,1.00,-0.08
137,25.59,-98.43,1.06,0.03,0.0,0.0,0.0,25.59,-98.43,25.59,1018.95,31.92,3.71,343.75,18.54,2.63,1.00,-0.02
138,28.52,-98.43,0.87,-0.06,0.0,0.0,0.0,28.52,-98.43,28.52,475.70,21.81,2.95,354.76,18.83,2.66,0.95,-0.31
139,31.53,-98.43,1.12,0.05,0.0,0.0,0.0,31.53,-98.43,31.53,580.12,24.09,3.15,506.06,22.50,3.01,0.76,-0.65
140,34.64,-98.43,1.17,0.07,0.0,1.0,0.0,34.64,-98.43,34.64,765.70,27.67,3.42,757.51,27.52,3.41,0.81,-0.58
141,37.87,-98.43,1.16,0.06,0.0,0.0,0.0,37.87,-98.43,37.87,725.62,26.94,3.37,1009.87,31.78,3.70,0.61,-0.79
142,41.25,-98.43,0.98,-0.01,0.0,1.0,0.0,41.25,-98.43,41.25,806.95,28.41,3.48,1239.60,35.21,3.90,0.71,-0.70
143,44.82,-98.43,0.77,-0.12,0.0,0.0,0.0,44.82,-98.43,44.82,585.76,24.20,3.16,1425.40,37.75,4.04,0.36,0.93
144,48.63,-98.43,0.63,-0.20,1.0,0.0,0.0,48.63,-98.43,48.63,466.25,21.59,2.93,1042.51,32.29,3.73,0.50,0.87
145,52.75,-98.43,0.64,-0.19,0.0,0.0,0.0,52.75,-98.43,52.75,348.47,18.67,2.64,683.23,26.14,3.31,0.76,0.66
146,57.32,-98.43,0.70,-0.15,0.0,0.0,0.0,57.32,-98.43,57.32,318.52,17.85,2.55,504.72,22.47,3.01,0.99,0.10
147,62.55,-98.43,0.72,-0.14,0.0,0.0,0.0,62.55,-98.43,62.55,175.89,13.26,1.97,469.86,21.68,2.94,0.86,0.52
148,17.19,-95.92,1.68,0.23,0.0,0.0,0.0,17.19,-95.92,17.19,874.91,29.58,3.56,77.24,8.79,1.22,-0.12,-0.99
149,19.94,-95.92,2.17,0.34,0.0,0.0,0.0,19.94,-95.92,19.94,1884.05,43.41,4.32,160.31,12.66,1.88,0.92,0.39
150,22.74,-95.92,0.92,-0.04,0.0,0.0,0.0,22.74,-95.92,22.74,137.76,11.74,1.74,50.01,7.07,0.88,0.85,-0.52
151,25.59,-95.92,0.57,-0.25,0.0,0.0,0.0,25.59,-95.92,25.59,83.25,9.12,1.28,92.36,9.61,1.37,0.99,-0.11
152,28.52,-95.92,0.74,-0.13,0.0,0.0,0.0,28.52,-95.92,28.52,64.00,8.00,1.07,138.28,11.76,1.74,1.00,-0.01
153,31.53,-95.92,1.12,0.05,0.0,1.0,0.0,31.53,-95.92,31.53,296.61,17.22,2.48,358.89,18.94,2.67,0.79,-0.62
154,34.64,-95.92,1.27,0.10,0.0,1.0,0.0,34.64,-95.92,34.64,275.19,16.59,2.41,588.41,24.26,3.16,0.64,-0.77
155,37.87,-95.92,1.23,0.09,0.0,1.0,0.0,37.87,-95.92,37.87,466.04,21.59,2.93,827.73,28.77,3.50,0.78,-0.63
156,41.25,-95.92,0.96,-0.02,1.0,1.0,0.0,41.25,-95.92,41.25,583.97,24.17,3.15,1102.80,33.21,3.79,0.59,-0.81
157,44.82,-95.92,0.76,-0.12,0.0,1.0,0.0,44.82,-95.92,44.82,388.94,19.72,2.75,1360.90,36.89,4.00,0.44,0.90
158,48.63,-95.92,0.66,-0.18,0.0,0.0,0.0,48.63,-95.92,48.63,329.52,18.15,2.58,961.38,31.01,3.65,0.38,0.93
159,52.75,-95.92,0.63,-0.20,0.0,0.0,0.0,52.75,-95.92,52.75,151.48,12.31,1.83,564.17,23.75,3.12,0.64,0.77
160,57.32,-95.92,0.72,-0.14,0.0,0.0,0.0,57.32,-95.92,57.32,208.98,14.46,2.14,354.77,18.84,2.66,0.99,0.10
161,62.55,-95.92,0.72,-0.14,0.0,0.0,0.0,62.55,-95.92,62.55,233.59,15.28,2.25,364.19,19.08,2.68,0.78,0.63
162,69.02,-95.92,0.51,-0.29,0.0,0.0,0.0,69.02,-95.92,69.02,14.23,3.77,0.28,43.27,6.58,0.78,-1.00,-0.04
163,17.19,-93.41,0.85,-0.07,1.0,0.0,0.0,17.19,-93.41,17.19,800.69,28.30,3.47,90.65,9.52,1.36,-0.11,0.99
164,19.94,-93.41,0.60,-0.22,1.0,0.0,0.0,19.94,-93.41,19.94,0.00,0.00,0.00,0.00,0.00,0.00,0.79,0.61
165,31.53,-93.41,1.07,0.03,0.0,0.0,0.0,31.53,-93.41,31.53,78.54,8.86,1.23,176.04,13.27,1.97,0.76,-0.64
166,34.64,-93.41,1.34,0.13,0.0,0.0,0.0,34.64,-93.41,34.64,170.36,13.05,1.94,445.81,21.11,2.88,0.92,-0.39
167,37.87,-93.41,1.33,0.12,0.0,1.0,0.0,37.87,-93.41,37.87,261.38,16.17,2.36,672.61,25.93,3.29,0.61,-0.79
168,41.25,-93.41,1.01,0.00,0.0,1.0,0.0,41.25,-93.41,41.25,303.54,17.42,2.50,985.08,31.39,3.67,0.51,-0.86
169,44.82,-93.41,0.85,-0.07,0.0,0.0,0.0,44.82,-93.41,44.82,366.58,19.15,2.69,1283.67,35.83,3.94,0.34,0.94
170,48.63,-93.41,0.71,-0.15,0.0,0.0,0.0,48.63,-93.41,48.63,236.58,15.38,2.26,897.11,29.95,3.58,0.49,0.87
171,52.75,-93.41,0.70,-0.15,0.0,0.0,0.0,52.75,-93.41,52.75,112.75,10.62,1.55,470.82,21.70,2.94,0.44,0.90
172,57.32,-93.41,0.75,-0.13,0.0,0.0,0.0,57.32,-93.41,57.32,234.78,15.32,2.25,204.96,14.32,2.12,0.99,0.13
173,62.55,-93.41,0.70,-0.15,0.0,0.0,0.0,62.55,-93.41,62.55,239.99,15.49,2.27,274.38,16.56,2.40,0.59,0.80
174,17.19,-90.90,0.59,-0.23,0.0,0.0,0.0,17.19,-90.90,17.19,3.12,1.77,0.06,36.25,6.02,0.67,-0.31,0.95
175,31.53,-90.90,1.07,0.03,0.0,0.0,0.0,31.53,-90.90,31.53,29.87,5.47,0.57,142.61,11.94,1.77,0.60,-0.80
