region_id,centroid_x,centroid_y,Precipitation,Log10 Precipitation,Coal Deposits,Evaporites Deposits,Glacial Deposits,Latitude,Longitude,Abs Latitude,Elevation,Sqrt Elevation,ASinh Elevation Sc50,Dist to Shore,Sqrt Dist,ASinh Dist Sc50,Sin Angle Shore,Cos Angle Shore
251,57.32,127.47,0.95,-0.02,1,0,0,57.32,127.47,57.32,252.44,15.89,2.32,740.2,27.21,3.39,1,0.09
252,-48.63,129.98,0.94,-0.03,1,0,0,-48.63,129.98,48.63,200,14.14,2.09,998.23,31.59,3.69,-0.19,-0.98
253,-17.19,129.98,3,0.48,1,0,0,-17.19,129.98,17.19,0,0,0,0,0,0,-0.08,-1
254,41.25,129.98,2.16,0.33,1,0,0,41.25,129.98,41.25,188,13.71,2.03,0,0,0,-0.46,0.89
255,48.63,129.98,1.34,0.13,1,0,0,48.63,129.98,48.63,200,14.14,2.09,492.61,22.19,2.98,0.88,-0.47
256,52.75,129.98,1.4,0.15,1,0,0,52.75,129.98,52.75,840.09,28.98,3.52,589.37,24.28,3.16,0.98,0.18
257,62.55,129.98,1.17,0.07,1,0,0,62.55,129.98,62.55,212.06,14.56,2.15,794.35,28.18,3.46,0.74,-0.67
258,-41.25,132.49,1.01,0.01,1,0,0,-41.25,132.49,41.25,200,14.14,2.09,766.05,27.68,3.42,0.04,1
259,41.25,132.49,2.66,0.43,1,0,0,41.25,132.49,41.25,200,14.14,2.09,79.13,8.9,1.24,-0.98,0.21
260,44.82,132.49,1.5,0.18,1,0,0,44.82,132.49,44.82,276.28,16.62,2.41,100.16,10.01,1.45,0.88,-0.47
261,52.75,132.49,1.18,0.07,1,0,0,52.75,132.49,52.75,252.9,15.9,2.32,423.44,20.58,2.83,0.98,0.2
262,-44.82,135,0.75,-0.13,1,0,0,-44.82,135,44.82,200,14.14,2.09,915.88,30.26,3.6,0.77,0.64
263,-31.53,135,1.42,0.15,1,0,0,-31.53,135,31.53,0,0,0,0,0,0,-0.66,0.76
264,44.82,135,1.98,0.3,1,0,0,44.82,135,44.82,0,0,0,0,0,0,0.86,-0.51
265,52.75,135,1.52,0.18,1,0,0,52.75,135,52.75,200,14.14,2.09,259.43,16.11,2.35,0.96,0.29
266,-48.63,137.51,0.97,-0.01,1,0,0,-48.63,137.51,48.63,200,14.14,2.09,1077.98,32.83,3.76,0.69,0.73
267,3.91,137.51,3.89,0.59,1,0,0,3.91,137.51,3.91,0,0,0,0,0,0,0.73,0.68
268,-52.75,140.02,1.49,0.17,1,0,0,-52.75,140.02,52.75,200,14.14,2.09,617.62,24.85,3.21,-0.04,-1
269,-48.63,140.02,1.07,0.03,1,0,0,-48.63,140.02,48.63,200,14.14,2.09,963.44,31.04,3.65,0.55,0.84
270,44.82,140.02,3.58,0.55,1,0,0,44.82,140.02,44.82,0,0,0,0,0,0,0.97,-0.25
271,-48.63,142.53,0.84,-0.07,1,0,0,-48.63,142.53,48.63,200,14.14,2.09,878.56,29.64,3.56,0.36,0.93
272,-48.63,145.04,0.92,-0.04,1,0,0,-48.63,145.04,48.63,200,14.14,2.09,769.43,27.74,3.43,0.88,0.47
273,48.63,145.04,1.8,0.25,1,0,0,48.63,145.04,48.63,0,0,0,0,0,0,1,0.04
274,52.75,145.04,1.27,0.1,1,0,0,52.75,145.04,52.75,0,0,0,0,0,0,-0.99,0.16
275,57.32,145.04,0.97,-0.01,1,0,1,57.32,145.04,57.32,0,0,0,0,0,0,0.02,-1
276,-57.32,150.06,1.45,0.16,0,0,1,-57.32,150.06,57.32,200,14.14,2.09,389.38,19.73,2.75,1,0.04
277,-52.75,150.06,1.48,0.17,1,0,0,-52.75,150.06,52.75,200,14.14,2.09,500.66,22.38,3,0.95,-0.32
278,-37.87,150.06,1.83,0.26,1,0,0,-37.87,150.06,37.87,0,0,0,0,0,0,-0.09,1
279,-52.75,152.57,1.06,0.02,1,0,0,-52.75,152.57,52.75,200,14.14,2.09,343.58,18.54,2.63,0.9,-0.43
280,-52.75,155.08,1.1,0.04,1,0,0,-52.75,155.08,52.75,200,14.14,2.09,201.92,14.21,2.1,0.73,-0.69
281,-41.25,155.08,2.01,0.3,1,0,0,-41.25,155.08,41.25,0,0,0,0,0,0,0.91,0.41
282,69.02,165.12,1.23,0.09,1,0,0,69.02,165.12,69.02,801.16,28.3,3.47,186.86,13.67,2.03,0.21,-0.98
