region_id,centroid_x,centroid_y,Precipitation,Log10 Precipitation,Coal Deposits,Evaporites Deposits,Glacial Deposits,Latitude,Longitude,Abs Latitude,Elevation,Sqrt Elevation,ASinh Elevation Sc50,Dist to Shore,Sqrt Dist,ASinh Dist Sc50,Sin Angle Shore,Cos Angle Shore
71,-6.53,-65.8,1.92,0.28,1,0,0,-6.53,-65.8,6.53,400,20,2.78,556.54,23.59,3.1,-0.94,-0.34
72,6.53,-65.8,0.8,-0.1,0,1,0,6.53,-65.8,6.53,470.69,21.7,2.94,252.54,15.89,2.32,0.11,0.99
73,14.48,-65.8,0.35,-0.46,1,0,0,14.48,-65.8,14.48,0,0,0,0,0,0,-0.37,0.93
74,41.25,-65.8,1.4,0.15,1,0,0,41.25,-65.8,41.25,923.31,30.39,3.61,0,0,0,0.74,0.67
75,-31.53,-63.29,0.79,-0.1,0,1,0,-31.53,-63.29,31.53,0,0,0,0,0,0,-0.91,0.42
76,-28.52,-63.29,0.7,-0.15,0,1,0,-28.52,-63.29,28.52,0,0,0,0,0,0,-0.91,0.42
77,-25.59,-63.29,0.67,-0.17,0,1,0,-25.59,-63.29,25.59,0,0,0,0,0,0,-0.97,0.25
78,-6.53,-63.29,1.98,0.3,1,0,0,-6.53,-63.29,6.53,200,14.14,2.09,801.49,28.31,3.47,-0.86,-0.52
79,6.53,-63.29,0.68,-0.17,1,0,0,6.53,-63.29,6.53,200,14.14,2.09,354.03,18.82,2.66,-0.7,0.71
80,14.48,-63.29,0.32,-0.49,1,0,0,14.48,-63.29,14.48,0,0,0,0,0,0,0.12,0.99
81,-69.02,-60.78,0.47,-0.33,0,0,1,-69.02,-60.78,69.02,0,0,0,0,0,0,1,0.05
82,-62.55,-60.78,0.84,-0.07,0,0,1,-62.55,-60.78,62.55,0,0,0,58.23,7.63,0.99,-0.18,0.98
83,-19.94,-60.78,1.13,0.05,0,1,0,-19.94,-60.78,19.94,2275.2,47.7,4.51,84.81,9.21,1.3,-0.93,-0.36
84,-37.87,-58.27,0.63,-0.2,1,0,0,-37.87,-58.27,37.87,200,14.14,2.09,469.28,21.66,2.94,-0.99,0.13
