,MapNumber,LithologyCode,ModernLatitude,ModernLongitude,Continent,Country,PlateID,FromAge,ToAge,Period,LMU,Stage,Paleolatitude,Paleolongitude,ReconstructionTime
2604,15,CA,49,19,Europe,Hungary,334,290,252.01,Permian,M - U?,,7.68199011,21.83214971,271.005
2605,15,CA,46.5,11.5,Europe,Italy,307,290,252.01,Permian,Upper,,2.849726334,21.86534208,271.005
2606,15,CA,51,20,Europe,Poland,302,290,252.01,Permian,M - U?,,19.58066883,26.08960313,271.005
2607,15,CA,43,0,Europe,Spain,304,290,252.01,Permian,M - U?,,4.243970149,13.18741034,271.005
2608,15,CA,43,-1,Europe,Spain,304,290,252.01,Permian,M  -  U,,4.54596166,12.51935725,271.005
2609,15,CA,39,2,Europe,Spain,3203,290,252.01,Permian,M  -  U,,0.320006838,12.90525951,271.005
2610,15,CA,42.5,1,Europe,Spain,304,290,252.01,Permian,Middle,,3.490583919,13.65925377,271.005
2611,15,CA,43,4,Europe,Spain,305,290,252.01,Permian,Middle,,7.12102967,20.78118471,271.005
2612,15,CA,78,18,Europe,Svalbard,311,290,252.01,Permian,Middle,,39.64701915,5.132010784,271.005
2613,15,CA,78,-80,North America,Canada,121,290,252.01,Permian,Middle,,35.75242533,-3.48824372,271.005
2614,15,CA,36,-112,North America,United States,101,290,252.01,Permian,Middle,,11.29102341,-43.20188499,271.005
2615,15,CA,32,-112,North America,United States,101,290,252.01,Permian,M - U?,,8.030357169,-45.55247004,271.005
2616,15,CA,35,-98,North America,United States,101,290,252.01,Permian,M - U?,,4.373392285,-34.00927018,271.005
2617,15,CA,34,-98.5,North America,United States,101,290,252.01,Permian,M - U?,,3.69585157,-34.85441408,271.005
2618,15,CA,38,-112,North America,United States,101,290,252.01,Permian,M - U?,,12.91463505,-42.00743546,271.005
2619,15,CA,-21,-64,South America,Bolivia,201,290,252.01,Permian,M - U?,,-34.81578104,-43.46926066,271.005
2620,15,CA,-16,-69,South America,Bolivia,201,290,252.01,Permian,Middle,,-28.4773219,-46.64366775,271.005
2621,15,D,-77,160,Antarctica,nan,802,290,252.01,Permian,Upper,,-81.59645661,123.0845638,271.005
2622,15,D,-70.5,68,Antarctica,nan,802,290,252.01,Permian,Upper,,-66.33815951,42.66821503,271.005
2623,15,D,65,130,Asia,C. I. S.(frm USSR),43101,290,252.01,Permian,M - U?,,71.56056747,7.102395845,271.005
2624,15,D,65,140,Asia,C. I. S.(frm USSR),43101,290,252.01,Permian,M - U?,,72.42265584,-6.296986981,271.005
2625,15,D,65,150,Asia,C. I. S.(frm USSR),43205,290,252.01,Permian,M - U?,,70.36403203,-29.31259076,271.005
2626,15,D,65,160,Asia,C. I. S.(frm USSR),43201,290,252.01,Permian,M - U?,,66.73055137,-42.08658372,271.005
2627,15,D,-24,150,Australia,nan,801,290,252.01,Permian,M  -  U,,-56.61428611,146.3004483,271.005
2628,15,D,-25.5,151,Australia,nan,801,290,252.01,Permian,M  -  U,,-57.85079039,148.5980261,271.005
2629,15,D,-20,123,Australia,nan,801,290,252.01,Permian,Middle,,-52.50858646,102.4393314,271.005
2630,15,D,78,-85,North America,Canada,122,290,252.01,Permian,M - U?,,37.03365093,-4.938066563,271.005
2631,15,G,-34,151,Australia,nan,801,290,252.01,Permian,L  - U,,-65.98425013,153.8964361,271.005
2632,15,G,-35,150,Australia,nan,801,290,252.01,Permian,Upper,,-67.19953338,152.7641247,271.005
2633,15,G,-25,150,Australia,nan,801,290,252.01,Permian,M - U?,,-57.58708618,146.7269664,271.005
2634,15,I,-34,150,Australia,nan,801,290,252.01,Permian,Middle,,-66.25159837,151.958,271.005
2635,15,C,-23,25,Africa,Botswana,701,290,252.01,Permian,Upper,,-58.34519269,-20.91853853,271.005
2636,15,C,-20,45,Africa,Madagascar,702,290,252.01,Permian,Upper,,-53.42169502,23.08493305,271.005
2637,15,C,-16,35,Africa,Malawi,713,290,252.01,Permian,Upper,,-60.34341666,1.880693739,271.005
2638,15,C,-26,29,Africa,South Africa,701,290,252.01,Permian,Upper,,-63.04372578,-21.75446252,271.005
2639,15,C,-27,17,nan,nan,701,290,252.01,nan,nan,,-54.28257477,-33.96232969,271.005
2640,15,C,-20,13,nan,nan,701,290,252.01,nan,nan,,-47.48768729,-27.54807552,271.005
2641,15,C,-18,17,nan,nan,701,290,252.01,nan,nan,,-49.35326945,-21.74455329,271.005
2642,15,C,-22,29,Africa,South Africa,701,290,252.01,Permian,M - U?,,-60.6704679,-14.91917075,271.005
2643,15,C,-30,30,Africa,South Africa,701,290,252.01,Permian,M - U?,,-65.80846191,-28.76932272,271.005
2644,15,C,-28,27,Africa,South Africa,701,290,252.01,Permian,M - U?,,-62.55469062,-27.51798179,271.005
2645,15,C,-26,30,Africa,South Africa,701,290,252.01,Permian,Middle,,-63.79250586,-20.6433441,271.005
2646,15,C,-27,32,Africa,Swaziland,701,290,252.01,Permian,Middle,,-65.8367127,-20.2741772,271.005
2647,15,C,-26,33,Africa,Swaziland,701,290,252.01,Permian,Middle,,-66.00627111,-17.01092707,271.005
2648,15,C,-8,36,Africa,Tanzania,713,290,252.01,Permian,Middle,,-54.23444348,11.655315,271.005
2649,15,C,-11.5,38,Africa,Tanzania,713,290,252.01,Permian,Middle,,-58.25080712,11.56028825,271.005
2650,15,C,-11,36,Africa,Tanzania,713,290,252.01,Permian,M  -  U,,-56.80483911,8.920913206,271.005
2651,15,C,0,32,Africa,Uganda,712,290,252.01,Permian,Middle,,-45.30797219,12.37533368,271.005
2652,15,C,-5,26,Africa,Zaire,701,290,252.01,Permian,M - U?,,-46.24007075,1.256690289,271.005
2653,15,C,-15,25,Africa,Zambia,701,290,252.01,Permian,Middle,,-53.16097006,-10.05279029,271.005
2654,15,C,-17.5,27,Africa,Zambia,701,290,252.01,Permian,Middle,,-56.27955288,-10.84777588,271.005
2655,15,C,-10.5,35,Africa,Zambia,713,290,252.01,Permian,L - M?,,-55.85506043,7.911501443,271.005
2656,15,C,-17.5,27,Africa,Zambia,701,290,252.01,Permian,L - M?,,-56.27955288,-10.84777588,271.005
2657,15,C,-18,28,Africa,Zimbabwe,701,290,252.01,Permian,M  -  U,,-57.31426821,-10.31090969,271.005
2658,15,C,-22,30,Africa,Zimbabwe,701,290,252.01,Permian,Middle,,-61.38402931,-13.69686375,271.005
2659,15,C,-17,27,Africa,Zimbabwe,701,290,252.01,Permian,Middle,,-55.93374899,-10.20016008,271.005
2660,15,C,-85,-100,Antarctica,nan,802,290,252.01,Permian,M - U?,,-83.64635093,-46.95407312,271.005
2661,15,C,-74,-10,Antarctica,nan,802,290,252.01,Permian,M - U?,,-68.03940154,-17.00515728,271.005
2662,15,C,-85,-180,Antarctica,nan,802,290,252.01,Permian,M - U?,,-88.17959238,37.05765396,271.005
2663,15,C,-87,-145,Antarctica,nan,802,290,252.01,Permian,M - U?,,-86.2803531,-18.1440083,271.005
2664,15,C,-69,150,Antarctica,nan,802,290,252.01,Permian,M - U?,,-73.10757124,122.658184,271.005
2665,15,C,-72,170,Antarctica,nan,802,290,252.01,Permian,M - U?,,-77.59083603,145.7176721,271.005
2666,15,C,-77,170,Antarctica,nan,802,290,252.01,Permian,M - U?,,-82.42684803,138.1700733,271.005
2667,15,C,-71,65,Antarctica,nan,802,290,252.01,Permian,M - U?,,-66.60584816,39.97433426,271.005
2668,15,C,-80,-30,Antarctica,nan,802,290,252.01,Permian,M - U?,,-74.75132209,-27.06116039,271.005
2669,15,C,-86,-80,Antarctica,nan,802,290,252.01,Permian,M - U?,,-82.69129188,-33.61105483,271.005
2670,15,C,-77,-86,Antarctica,nan,804,290,252.01,Permian,M - U?,,-77.5819002,-72.15248394,271.005
2671,15,C,-72,163,Antarctica,nan,802,290,252.01,Permian,M - U?,,-77.10913105,136.0813975,271.005
2672,15,C,-71,68,Antarctica,nan,802,290,252.01,Permian,M  -  U,,-66.8250514,42.38202599,271.005
2673,15,C,-77,160,Antarctica,nan,802,290,252.01,Permian,Middle,,-81.59645661,123.0845638,271.005
2674,15,C,-75,58,Antarctica,nan,802,290,252.01,Permian,M  -  U,,-70.04651989,32.14985906,271.005
2675,15,C,25,89,Asia,Bangladesh,501,290,252.01,Permian,M - U?,,-58.37709987,62.45239942,271.005
2676,15,C,44,88,Asia,China,450,290,252.01,Permian,Upper,,51.72119981,66.20565444,271.005
2677,15,C,40,80,Asia,China,580,290,252.01,Permian,Upper,,48.44861744,72.70671114,271.005
2678,15,C,32,96,Asia,China,616,290,252.01,Permian,Upper,,-36.67313897,81.90112628,271.005
2679,15,C,34,87,Asia,China,616,290,252.01,Permian,Upper,,-32.863361,73.6018816,271.005
2680,15,C,45.9,83.6,Asia,China,450,290,252.01,Permian,Upper,,49.70301781,61.40613037,271.005
2681,15,C,47,89.4,Asia,China,401,290,252.01,Permian,Upper,,56.01809741,64.58638454,271.005
2682,15,C,44,89.5,Asia,China,450,290,252.01,Permian,Upper,,52.69806601,66.95348565,271.005
2683,15,C,42.9,89.1,Asia,China,451,290,252.01,Permian,Upper,,47.38844304,83.82497369,271.005
2684,15,C,42.9,89.1,Asia,China,451,290,252.01,Permian,Upper,,47.38844304,83.82497369,271.005
2685,15,C,36,96,Asia,China,456,290,252.01,Permian,M - U?,,39.19108448,79.763534,271.005
2686,15,C,30,90,Asia,China,606,290,252.01,Permian,Upper,,-43.16731534,72.72701874,271.005
2687,15,C,31.1,97.1,Asia,China,616,290,252.01,Permian,M - U?,,-37.70771365,82.88825064,271.005
2688,15,C,30.6,97.5,Asia,China,616,290,252.01,Permian,M - U?,,-38.25127236,83.22978026,271.005
2689,15,C,29.6,98.5,Asia,China,616,290,252.01,Permian,M - U?,,-39.35415055,84.16585486,271.005
2690,15,C,34,113.5,Asia,China,601,290,252.01,Permian,Upper,,26.74341718,88.56201136,271.005
2691,15,C,34,117,Asia,China,601,290,252.01,Permian,Upper,,24.58006748,90.7073681,271.005
2692,15,C,31,112,Asia,China,602,290,252.01,Permian,Upper,,7.428104418,131.3629867,271.005
2693,15,C,34,110.1,Asia,China,601,290,252.01,Permian,Upper,,28.87674381,86.47909231,271.005
2694,15,C,33.8,95.8,Asia,China,616,290,252.01,Permian,Upper,,-34.87015706,82.06395336,271.005
2695,15,C,31,118,Asia,China,602,290,252.01,Permian,M - U?,,10.89431331,135.2113318,271.005
2696,15,C,27,117,Asia,China,602,290,252.01,Permian,M - U?,,7.378849561,137.3376846,271.005
2697,15,C,26,117,Asia,China,602,290,252.01,Permian,M - U?,,6.644342869,138.0214042,271.005
2698,15,C,27,107,Asia,China,602,290,252.01,Permian,Upper,,1.555516412,130.5734997,271.005
2699,15,C,24,108,Asia,China,602,290,252.01,Permian,M - U?,,-0.210060444,133.1616526,271.005
2700,15,C,29,114,Asia,China,602,290,252.01,Permian,M - U?,,7.075932748,134.0062166,271.005
2701,15,C,29,120,Asia,China,602,290,252.01,Permian,M - U?,,10.65205252,137.8931157,271.005
2702,15,C,32,120,Asia,China,601,290,252.01,Permian,M - U?,,21.37662771,90.98732174,271.005
2703,15,C,30,104,Asia,China,602,290,252.01,Permian,M - U?,,2.288683422,126.6457064,271.005
2704,15,C,30,104,Asia,China,602,290,252.01,Permian,M - U?,,2.288683422,126.6457064,271.005
2705,15,C,33,106,Asia,China,602,290,252.01,Permian,M - U?,,5.702482131,126.1419468,271.005
2706,15,C,30,103,Asia,China,602,290,252.01,Permian,M - U?,,1.76486669,125.9556265,271.005
2707,15,C,29,107,Asia,China,602,290,252.01,Permian,M - U?,,3.114658389,129.319792,271.005
2708,15,C,31,108,Asia,China,602,290,252.01,Permian,M - U?,,5.213153232,128.7298458,271.005
2709,15,C,25,100,Asia,China,60301,290,252.01,Permian,Upper,,-39.22056363,83.11146628,271.005
2710,15,C,31,120,Asia,China,602,290,252.01,Permian,M - U?,,12.08499895,136.4699207,271.005
2711,15,C,32,119,Asia,China,601,290,252.01,Permian,Upper,,21.98986262,90.3569448,271.005
2712,15,C,31,120,Asia,China,602,290,252.01,Permian,M - U?,,12.08499895,136.4699207,271.005
2713,15,C,30,107,Asia,China,602,290,252.01,Permian,M - U?,,3.893716726,128.6916613,271.005
2714,15,C,27,101,Asia,China,602,290,252.01,Permian,M - U?,,-1.692015316,126.3269554,271.005
2715,15,C,26,105,Asia,China,602,290,252.01,Permian,M - U?,,-0.338718361,129.7890105,271.005
2716,15,C,28,107,Asia,China,602,290,252.01,Permian,M - U?,,2.335227005,129.9469937,271.005
2717,15,C,29,117,Asia,China,602,290,252.01,Permian,M - U?,,8.84462613,135.9631945,271.005
2718,15,C,25.5,112.5,Asia,China,602,290,252.01,Permian,M - U?,,3.568145537,135.3246294,271.005
2719,15,C,29.5,119.5,Asia,China,602,290,252.01,Permian,M - U?,,10.70822732,137.2202839,271.005
2720,15,C,25,117,Asia,China,602,290,252.01,Permian,M - U?,,5.90890129,138.7030835,271.005
2721,15,C,23,113,Asia,China,602,290,252.01,Permian,M - U?,,1.981454774,137.312014,271.005
2722,15,C,30,115,Asia,China,602,290,252.01,Permian,M - U?,,8.401429768,133.982888,271.005
2723,15,C,30,108,Asia,China,602,290,252.01,Permian,M - U?,,4.439562185,129.3657908,271.005
2724,15,C,32,106,Asia,China,602,290,252.01,Permian,M - U?,,4.919944148,126.7672393,271.005
2725,15,C,31,104,Asia,China,602,290,252.01,Permian,M - U?,,3.082364633,126.0366987,271.005
2726,15,C,24.5,108.5,Asia,China,602,290,252.01,Permian,M - U?,,0.465578041,133.1982288,271.005
2727,15,C,30,104,Asia,China,602,290,252.01,Permian,M - U?,,2.288683422,126.6457064,271.005
2728,15,C,32,111,Asia,China,602,290,252.01,Permian,M - U?,,7.624652677,130.0523403,271.005
2729,15,C,32,112,Asia,China,602,290,252.01,Permian,M - U?,,8.180919795,130.6985957,271.005
2730,15,C,31.5,113.5,Asia,China,602,290,252.01,Permian,M - U?,,8.651909272,131.9991105,271.005
2731,15,C,31,110.5,Asia,China,602,290,252.01,Permian,M - U?,,6.588050474,130.3822853,271.005
2732,15,C,30.5,111,Asia,China,602,290,252.01,Permian,M - U?,,6.4875831,131.0381242,271.005
2733,15,C,29.5,111,Asia,China,602,290,252.01,Permian,M - U?,,5.728462519,131.6927958,271.005
2734,15,C,29.5,111,Asia,China,602,290,252.01,Permian,M - U?,,5.728462519,131.6927958,271.005
2735,15,C,28,110,Asia,China,602,290,252.01,Permian,M - U?,,4.017551721,131.9961387,271.005
2736,15,C,30,115,Asia,China,602,290,252.01,Permian,M - U?,,8.401429768,133.982888,271.005
2737,15,C,28,114,Asia,China,602,290,252.01,Permian,M - U?,,6.329845397,134.6766522,271.005
2738,15,C,27.5,111.5,Asia,China,602,290,252.01,Permian,M - U?,,4.496538118,133.3350284,271.005
2739,15,C,28,112.5,Asia,China,602,290,252.01,Permian,M - U?,,5.453831442,133.6780546,271.005
2740,15,C,25,112.5,Asia,China,602,290,252.01,Permian,M - U?,,3.190607107,135.6530192,271.005
2741,15,C,26,113.5,Asia,China,602,290,252.01,Permian,M - U?,,4.537520923,135.6741566,271.005
2742,15,C,25,114,Asia,China,602,290,252.01,Permian,M - U?,,4.086854987,136.6772771,271.005
2743,15,C,24,114,Asia,China,602,290,252.01,Permian,M - U?,,3.337958694,137.3413626,271.005
2744,15,C,22,113,Asia,China,602,290,252.01,Permian,M - U?,,1.227627894,137.9693496,271.005
2745,15,C,25,116,Asia,China,602,290,252.01,Permian,M - U?,,5.297298061,138.0310407,271.005
2746,15,C,25,106,Asia,China,602,290,252.01,Permian,Upper,,-0.568885906,131.1163225,271.005
2747,15,C,25,107.5,Asia,China,602,290,252.01,Permian,Upper,,0.279852675,132.1782961,271.005
2748,15,C,24.5,108.5,Asia,China,602,290,252.01,Permian,Upper,,0.465578041,133.1982288,271.005
2749,15,C,25,111,Asia,China,602,290,252.01,Permian,Upper,,2.304693308,134.6206702,271.005
2750,15,C,24,109,Asia,China,602,290,252.01,Permian,Upper,,0.369297341,133.8679893,271.005
2751,15,C,23.5,108.5,Asia,China,602,290,252.01,Permian,Upper,,-0.307594113,133.8324304,271.005
2752,15,C,23,109.5,Asia,China,602,290,252.01,Permian,Upper,,-0.107893001,134.8592216,271.005
2753,15,C,23,107,Asia,China,602,290,252.01,Permian,Upper,,-1.564252006,133.0772157,271.005
2754,15,C,29.5,116,Asia,China,602,290,252.01,Permian,Upper,,8.618633752,134.9718249,271.005
2755,15,C,29.5,115.5,Asia,China,602,290,252.01,Permian,Upper,,8.324443547,134.6476134,271.005
2756,15,C,28,114.5,Asia,China,602,290,252.01,Permian,Upper,,6.624146972,135.007834,271.005
2757,15,C,28,118,Asia,China,602,290,252.01,Permian,Upper,,8.715122801,137.3038609,271.005
2758,15,C,26,115.5,Asia,China,602,290,252.01,Permian,Upper,,5.734912302,137.020301,271.005
2759,15,C,27,115,Asia,China,602,290,252.01,Permian,Upper,,6.177167188,136.0125467,271.005
2760,15,C,25.5,115,Asia,China,602,290,252.01,Permian,Upper,,5.061999372,137.0206031,271.005
2761,15,C,29.5,117,Asia,China,602,290,252.01,Permian,Upper,,9.210316102,135.6179321,271.005
2762,15,C,29,117,Asia,China,602,290,252.01,Permian,Upper,,8.84462613,135.9631945,271.005
2763,15,C,28.5,116.5,Asia,China,602,290,252.01,Permian,Upper,,8.179936663,135.9820507,271.005
2764,15,C,28,116.5,Asia,China,602,290,252.01,Permian,Upper,,7.812500688,136.3244836,271.005
2765,15,C,29,117.5,Asia,China,602,290,252.01,Permian,Upper,,9.143244081,136.286651,271.005
2766,15,C,28.5,117.5,Asia,China,602,290,252.01,Permian,Upper,,8.778375251,136.6327393,271.005
2767,15,C,28.5,118,Asia,China,602,290,252.01,Permian,Upper,,9.079188239,136.9569672,271.005
2768,15,C,28.5,118,Asia,China,602,290,252.01,Permian,Upper,,9.079188239,136.9569672,271.005
2769,15,C,25.5,117,Asia,China,602,290,252.01,Permian,M - U?,,6.276732253,138.3624844,271.005
2770,15,C,31.5,119.25,Asia,China,601,290,252.01,Permian,Upper,,21.49091995,90.12541935,271.005
2771,15,C,26,105,Asia,China,602,290,252.01,Permian,Upper,,-0.338718361,129.7890105,271.005
2772,15,C,24.5,116,Asia,China,602,290,252.01,Permian,Upper,,4.927169643,138.368546,271.005
2773,15,C,25,114,Asia,China,602,290,252.01,Permian,Upper,,4.086854987,136.6772771,271.005
2774,15,C,25,112.5,Asia,China,602,290,252.01,Permian,Upper,,3.190607107,135.6530192,271.005
2775,15,C,24,113,Asia,China,602,290,252.01,Permian,Upper,,2.735020825,136.6540799,271.005
2776,15,C,24,114,Asia,China,602,290,252.01,Permian,Upper,,3.337958694,137.3413626,271.005
2777,15,C,27,106,Asia,China,602,290,252.01,Permian,Upper,,1.00039907,129.8763779,271.005
2778,15,C,26.4,106.2,Asia,China,602,290,252.01,Permian,Upper,,0.640796187,130.388886,271.005
2779,15,C,26.6,106.7,Asia,China,602,290,252.01,Permian,Upper,,1.075911214,130.6145247,271.005
2780,15,C,32.6,116.9,Asia,China,601,290,252.01,Permian,Upper,,23.6952968,89.51488985,271.005
2781,15,C,33.9,116.7,Asia,China,601,290,252.01,Permian,Upper,,24.69689973,90.44177436,271.005
2782,15,C,30,118.4,Asia,China,602,290,252.01,Permian,Upper,,10.40802877,136.1671142,271.005
2783,15,C,30.5,117,Asia,China,602,290,252.01,Permian,Upper,,9.940693826,134.9252323,271.005
2784,15,C,30.9,119.4,Asia,China,602,290,252.01,Permian,Upper,,11.65427345,136.1646333,271.005
2785,15,C,31.3,120.6,Asia,China,602,290,252.01,Permian,Upper,,12.65892919,136.6294259,271.005
2786,15,C,34,119.8,Asia,China,601,290,252.01,Permian,Upper,,22.87535043,92.42840851,271.005
2787,15,C,34,117.1,Asia,China,601,290,252.01,Permian,Upper,,24.51877551,90.76873999,271.005
2788,15,C,28.9,118.8,Asia,China,602,290,252.01,Permian,M - U?,,9.852240166,137.1942766,271.005
2789,15,C,28.7,118.6,Asia,China,602,290,252.01,Permian,M - U?,,9.58654095,137.2054089,271.005
2790,15,C,27.3,114.6,Asia,China,602,290,252.01,Permian,M - U?,,6.162280005,135.5445824,271.005
2791,15,C,28.9,117.1,Asia,China,602,290,252.01,Permian,M - U?,,8.831133512,136.0969757,271.005
2792,15,C,27.1,113.9,Asia,China,602,290,252.01,Permian,M - U?,,5.598496361,135.2115183,271.005
2793,15,C,27.6,113.9,Asia,China,602,290,252.01,Permian,M - U?,,5.972257246,134.8776987,271.005
2794,15,C,28.2,115.7,Asia,China,602,290,252.01,Permian,M - U?,,7.482778761,135.6633961,271.005
2795,15,C,25.3,114.9,Asia,China,602,290,252.01,Permian,M - U?,,4.852811973,137.0871905,271.005
2796,15,C,24.9,114.7,Asia,China,602,290,252.01,Permian,M - U?,,4.43397257,137.2194411,271.005
2797,15,C,29,114.5,Asia,China,602,290,252.01,Permian,M - U?,,7.367914132,134.334376,271.005
2798,15,C,29.6,115.6,Asia,China,602,290,252.01,Permian,M - U?,,8.456944992,134.6442504,271.005
2799,15,C,24.1,115.7,Asia,China,602,290,252.01,Permian,M - U?,,4.447148115,138.4346295,271.005
2800,15,C,24,114.1,Asia,China,602,290,252.01,Permian,M - U?,,3.398495264,137.4098987,271.005
2801,15,C,23,112.4,Asia,China,602,290,252.01,Permian,M - U?,,1.619282656,136.8948309,271.005
2802,15,C,22.1,111.7,Asia,China,602,290,252.01,Permian,M - U?,,0.515448632,136.9921898,271.005
2803,15,C,23.7,108.8,Asia,China,602,290,252.01,Permian,M - U?,,0.021476408,133.9177965,271.005
2804,15,C,24.7,108,Asia,China,602,290,252.01,Permian,M - U?,,0.332739131,132.7196455,271.005
2805,15,C,24.6,109.2,Asia,China,602,290,252.01,Permian,M - U?,,0.947776918,133.6259245,271.005
2806,15,C,23.7,108.1,Asia,China,602,290,252.01,Permian,M - U?,,-0.384841951,133.4220721,271.005
2807,15,C,24,108.6,Asia,China,602,290,252.01,Permian,M - U?,,0.136954431,133.5859454,271.005
2808,15,C,23.7,109.2,Asia,China,602,290,252.01,Permian,M - U?,,0.254750959,134.2001678,271.005
2809,15,C,23.6,109.6,Asia,China,602,290,252.01,Permian,M - U?,,0.411982194,134.5459063,271.005
2810,15,C,22.1,107,Asia,China,602,290,252.01,Permian,M - U?,,-2.266000258,133.6410494,271.005
2811,15,C,22.3,107.3,Asia,China,602,290,252.01,Permian,M - U?,,-1.936033674,133.7320678,271.005
2812,15,C,22.6,107.9,Asia,China,602,290,252.01,Permian,M - U?,,-1.353874212,133.9742224,271.005
2813,15,C,23.3,107.5,Asia,China,602,290,252.01,Permian,M - U?,,-1.042209797,133.247058,271.005
2814,15,C,23.1,108.2,Asia,China,602,290,252.01,Permian,Upper,,-0.791646617,133.8725772,271.005
2815,15,C,23.6,109.6,Asia,China,602,290,252.01,Permian,M - U?,,0.411982194,134.5459063,271.005
2816,15,C,24.4,108.6,Asia,China,602,290,252.01,Permian,M - U?,,0.446042945,133.3320436,271.005
2817,15,C,27,113.3,Asia,China,602,290,252.01,Permian,Upper,,5.169597621,134.8759829,271.005
2818,15,C,29.3,110.1,Asia,China,602,290,252.01,Permian,M - U?,,5.068130048,131.222994,271.005
2819,15,C,28,110.1,Asia,China,602,290,252.01,Permian,M - U?,,4.074416738,132.0638525,271.005
2820,15,C,26.4,112.8,Asia,China,602,290,252.01,Permian,Upper,,4.423976342,134.9359727,271.005
2821,15,C,25.7,113,Asia,China,602,290,252.01,Permian,Upper,,4.015202037,135.5335708,271.005
2822,15,C,25.4,112.9,Asia,China,602,290,252.01,Permian,Upper,,3.72994593,135.6633615,271.005
2823,15,C,26.7,113.5,Asia,China,602,290,252.01,Permian,Upper,,5.062545265,135.2095466,271.005
2824,15,C,29.3,110.1,Asia,China,602,290,252.01,Permian,M - U?,,5.068130048,131.222994,271.005
2825,15,C,26.2,104.1,Asia,China,602,290,252.01,Permian,M - U?,,-0.674340187,129.0270205,271.005
2826,15,C,27.3,103.7,Asia,China,602,290,252.01,Permian,M - U?,,-0.017030955,128.0754081,271.005
2827,15,C,27.8,105,Asia,China,602,290,252.01,Permian,M - U?,,1.082151534,128.6839119,271.005
2828,15,C,28,104.2,Asia,China,602,290,252.01,Permian,M - U?,,0.808063902,128.0021002,271.005
2829,15,C,24.3,103.4,Asia,China,602,290,252.01,Permian,M - U?,,-2.56909121,129.6759206,271.005
2830,15,C,27.4,104.8,Asia,China,602,290,252.01,Permian,M - U?,,0.65751599,128.7892746,271.005
2831,15,C,25.6,104.2,Asia,China,602,290,252.01,Permian,Upper,,-1.095635338,129.4636538,271.005
2832,15,C,23.3,103.1,Asia,China,602,290,252.01,Permian,Upper,,-3.531993203,130.0613873,271.005
2833,15,C,23.5,105.6,Asia,China,602,290,252.01,Permian,Upper,,-1.972799994,131.7583864,271.005
2834,15,C,26.7,100.7,Asia,China,602,290,252.01,Permian,Upper,,-2.09201458,126.2864257,271.005
2835,15,C,27.2,100.8,Asia,China,602,290,252.01,Permian,M - U?,,-1.634751689,126.065273,271.005
2836,15,C,26.8,100.2,Asia,China,602,290,252.01,Permian,M - U?,,-2.271849234,125.8653923,271.005
2837,15,C,27.4,104.8,Asia,China,602,290,252.01,Permian,M - U?,,0.65751599,128.7892746,271.005
2838,15,C,23.5,99.3,Asia,China,603,290,252.01,Permian,M - U?,,-39.73909845,85.11380354,271.005
2839,15,C,22.3,99.5,Asia,China,603,290,252.01,Permian,M - U?,,-39.44019884,86.64075048,271.005
2840,15,C,25.9,99.3,Asia,China,603,290,252.01,Permian,M - U?,,-39.90652586,81.99637191,271.005
2841,15,C,21.4,99.7,Asia,China,603,290,252.01,Permian,M - U?,,-39.15473143,87.76948012,271.005
2842,15,C,23.4,101.7,Asia,China,60401,290,252.01,Permian,M - U?,,-3.07738831,94.63394629,271.005
2843,15,C,27.7,99.7,Asia,China,602,290,252.01,Permian,M - U?,,-1.797531877,124.9801829,271.005
2844,15,C,39.9,106.3,Asia,China,601,290,252.01,Permian,M - U?,,34.92048792,89.7043589,271.005
2845,15,C,31,109.8,Asia,China,602,290,252.01,Permian,M - U?,,6.199858465,129.9218987,271.005
2846,15,C,31.4,109.6,Asia,China,602,290,252.01,Permian,M - U?,,6.395443681,129.5309365,271.005
2847,15,C,29.3,107.7,Asia,China,602,290,252.01,Permian,M - U?,,3.732375825,129.6069467,271.005
2848,15,C,28.8,108.4,Asia,China,602,290,252.01,Permian,M - U?,,3.732707532,130.3988554,271.005
2849,15,C,29.5,106.5,Asia,China,602,290,252.01,Permian,Upper,,3.232076078,128.6657018,271.005
2850,15,C,29,106.6,Asia,China,602,290,252.01,Permian,Upper,,2.895835912,129.0464505,271.005
2851,15,C,28.2,105.4,Asia,China,602,290,252.01,Permian,Upper,,1.614778061,128.7162222,271.005
2852,15,C,27.4,101.4,Asia,China,602,290,252.01,Permian,Upper,,-1.159188681,126.3785911,271.005
2853,15,C,28.9,103.9,Asia,China,602,290,252.01,Permian,M - U?,,1.362153048,127.2452865,271.005
2854,15,C,28.7,104.5,Asia,China,602,290,252.01,Permian,M - U?,,1.523797528,127.7842699,271.005
2855,15,C,28.3,104.8,Asia,China,602,290,252.01,Permian,M - U?,,1.36876103,128.2377046,271.005
2856,15,C,28.1,104.5,Asia,China,602,290,252.01,Permian,M - U?,,1.048797205,128.1509349,271.005
2857,15,C,25.8,104.6,Asia,China,602,290,252.01,Permian,M - U?,,-0.717241075,129.6271611,271.005
2858,15,C,25.1,104.8,Asia,China,602,290,252.01,Permian,M - U?,,-1.160231728,130.1985291,271.005
2859,15,C,26.8,104.6,Asia,China,602,290,252.01,Permian,M - U?,,0.074055156,129.0157136,271.005
2860,15,C,26.5,104.8,Asia,China,602,290,252.01,Permian,M - U?,,-0.053789961,129.3406875,271.005
