,MapNumber,LithologyCode,ModernLatitude,ModernLongitude,Continent,Country,PlateID,FromAge,ToAge,Period,LMU,Stage,Paleolatitude,Paleolongitude,ReconstructionTime
59,06,CA,51,-3,United Kingdom,England andWales,315,419,393.01,Devonian,Lower,,-29.31550813,-86.03053403,406.005
60,06,CA,56,-5,United Kingdom,Scotland,315,419,393.01,Devonian,Lower,,-26.9323653,-91.19417548,406.005
61,06,CA,57,-3,United Kingdom,Scotland,315,419,393.01,Devonian,Lower,,-25.44300005,-91.19379373,406.005
62,06,CA,56,-4,United Kingdom,Scotland,315,419,393.01,Devonian,Lower,,-26.52013767,-90.77114403,406.005
63,06,CA,49,-64.5,N. America,Canada,101,419,393.01,Devonian,Lower,,-38.91884629,-105.4775115,406.005
64,06,C,56,86,Asia,C. I. S.(frm USSR),401,419,393.01,Devonian,Lower,,30.86251345,-19.78400687,406.005
65,06,C,46.5,-60,nan,Nova Scotia,108,419,393.01,nan,nan,,-40.98199538,-101.1227583,406.005
66,06,C,49,-64.5,N. America,Canada,101,419,393.01,Devonian,Lower,,-38.91884629,-105.4775115,406.005
67,06,B,60,60,Asia,Russia,390,419,393.01,Devonian,Lower,,6.008173553,-86.39758504,406.005
68,06,B,52.5,84,Asia,Russia,401,419,393.01,Devonian,Lower,,33.11618212,-16.33916638,406.005
69,06,K,29,8,Africa,Algeria,714,419,393.01,Devonian,Lower,,-37.17447367,21.6876214,406.005
70,06,K,24.5,11,Africa,Libya,715,419,393.01,Devonian,Lower,,-41.79680355,25.38522583,406.005
71,06,K,54,-3,Europe,Great Britain,315,419,393.01,Devonian,Lower,,-27.40301282,-88.65739442,406.005
72,06,K,42,-2,Europe,Spain,304,419,393.01,Devonian,Lower,,-24.80626997,-7.972512957,406.005
73,06,K,48.5,-65.5,N. America,Canada,101,419,393.01,Devonian,Lower,,-39.465266,-106.2793013,406.005
74,06,K,-24,-53,S. America,Brazil,201,419,393.01,Devonian,Lower,,-82.98268321,-19.63353773,406.005
75,06,K,-2,-58,S. America,Brazil,201,419,393.01,Devonian,Lower,,-60.51468978,-26.10799401,406.005
76,07,E,35,69,Asia,Afghanistan,50601,393,388.01,Devonian,Middle,,-26.43255841,95.35481936,390.505
77,07,E,30,102,Asia,China,602,393,388.01,Devonian,Middle,,1.399630017,104.7983531,390.505
78,07,E,80,101,Asia,C. I. S.(frm USSR),404,393,388.01,Devonian,Middle,,4.544335302,-102.8910332,390.505
79,07,E,72,90,Asia,C. I. S.(frm USSR),401,393,388.01,Devonian,Middle,,20.61758938,-29.59554581,390.505
80,07,E,68,100,Asia,C. I. S.(frm USSR),401,393,388.01,Devonian,Middle,,25.75523845,-30.7698299,390.505
81,07,E,73,115,Asia,C. I. S.(frm USSR),401,393,388.01,Devonian,Middle,,22.29231246,-37.4816931,390.505
82,07,E,65,130,Asia,C. I. S.(frm USSR),43101,393,388.01,Devonian,Middle,,30.09284637,-43.68588677,390.505
83,07,E,62,138,Asia,C. I. S.(frm USSR),43101,393,388.01,Devonian,Middle,,32.08118684,-48.60417337,390.505
84,07,E,65,147,Asia,C. I. S.(frm USSR),43200,393,388.01,Devonian,Middle,,26.26302762,-54.86348858,390.505
85,07,E,69,87,Asia,C. I. S.(frm USSR),401,393,388.01,Devonian,Middle,,22.47376778,-26.84345,390.505
86,07,E,74,112,Asia,C. I. S.(frm USSR),401,393,388.01,Devonian,Middle,,21.17786756,-36.73335199,390.505
87,07,E,62,118,Asia,C. I. S.(frm USSR),401,393,388.01,Devonian,Middle,,33.34827449,-37.58575697,390.505
88,07,E,54,92,Asia,C. I. S.(frm USSR),401,393,388.01,Devonian,Middle,,35.8687092,-18.63469811,390.505
89,07,E,67,135,Asia,C. I. S.(frm USSR),43101,393,388.01,Devonian,Middle,,27.69904485,-45.45440035,390.505
90,07,E,52,95,Asia,C. I. S.(frm USSR),401,393,388.01,Devonian,Middle,,38.54647242,-19.0044093,390.505
91,07,E,36,52,Asia,Iran,505,393,388.01,Devonian,L - M,,-29.72995981,72.39106234,390.505
92,07,E,-25,144,Australia,Queensland,801,393,388.01,Devonian,Middle,,-14.41114197,157.4913822,390.505
93,07,E,-30,142,Australia,nan,801,393,388.01,Devonian,Middle,,-19.67353175,158.1938874,390.505
94,07,E,-15,129,Australia,nan,801,393,388.01,Devonian,Middle,,-11.8895524,139.9535604,390.505
95,07,E,-18,124,Australia,nan,801,393,388.01,Devonian,Middle,,-16.77652862,137.0162544,390.505
96,07,E,-26,113,Australia,nan,801,393,388.01,Devonian,Middle,,-28.71758286,131.5646023,390.505
97,07,E,43,27,Europe,Bulgaria,319,393,388.01,Devonian,Middle,,-13.95334412,-61.48483332,390.505
98,07,E,58.5,-3.75,United Kingdom,Scotland,315,393,388.01,Devonian,Middle,,-25.72054424,-84.41319241,390.505
99,07,E,56,2.5,nan,North Sea,315,393,388.01,nan,nan,,-24.48668803,-79.97681925,390.505
100,07,E,56,35,Asia,Rumania,302,393,388.01,Devonian,Middle,,-7.396770865,-74.0551815,390.505
101,07,E,45,27,Asia,C. I. S.(frm USSR),302,393,388.01,Devonian,Middle,,-13.67058151,-63.52370723,390.505
102,07,E,54,17,Europe,Poland,302,393,388.01,Devonian,Middle,,-17.88075112,-74.17314725,390.505
103,07,E,51,22,Europe,Poland,302,393,388.01,Devonian,Middle,,-15.80397775,-70.27252674,390.505
104,07,E,51,20,Europe,Poland,302,393,388.01,Devonian,Middle,,-17.02174725,-70.60403182,390.505
105,07,E,44,25,Europe,Rumania,319,393,388.01,Devonian,Middle,,-15.2355778,-62.73356526,390.505
106,07,E,78,-80,N. America,Canada,121,393,388.01,Devonian,Middle,,-11.52360999,-103.0610736,390.505
107,07,E,77.5,-86.5,N. America,Canada,122,393,388.01,Devonian,Middle,,-10.95281748,-105.0159053,390.505
108,07,E,60,-116,N. America,Canada,101,393,388.01,Devonian,Middle,,-20.31478859,-124.1220278,390.505
109,07,E,55,-115,N. America,Canada,101,393,388.01,Devonian,Middle,,-23.92984829,-127.8963383,390.505
110,07,E,50,-120,N. America,Canada,16107,393,388.01,Devonian,Middle,,-24.42650258,-134.2865615,390.505
111,07,E,60,-85,N. America,Canada,101,393,388.01,Devonian,Middle,,-28.82728897,-110.0394778,390.505
112,07,E,53,-80,N. America,Canada,101,393,388.01,Devonian,Middle,,-36.29194562,-108.9653522,390.505
113,07,E,50,-103,N. America,Canada,101,393,388.01,Devonian,Middle,,-32.61836046,-126.0814233,390.505
114,07,E,42,-93,N. America,United States,101,393,388.01,Devonian,Middle,,-43.15576263,-124.9267691,390.505
115,07,E,42,-85,N. America,United States,101,393,388.01,Devonian,Middle,,-45.84565353,-117.4915189,390.505
116,07,E,43,-85,N. America,United States,101,393,388.01,Devonian,Middle,,-44.91451798,-116.9723133,390.505
117,07,E,38,-115,N. America,United States,178,393,388.01,Devonian,Middle,,-31.04051661,-146.6044962,390.505
118,07,E,48,-115,N. America,United States,154,393,388.01,Devonian,L - M,,-27.11497482,-135.4337315,390.505
119,07,E,31,-104,N. America,United States,101,393,388.01,Devonian,Middle,,-45.33825394,-144.4062433,390.505
120,07,CA,61,5.5,Europe,Norway,302,393,388.01,Devonian,Middle,,-20.48701038,-83.63950206,390.505
121,07,CA,59,-3,United Kingdom,Scotland,315,393,388.01,Devonian,Middle,,-25.10164896,-84.56313036,390.505
122,07,C,23,23,Africa,Libya,715,393,388.01,Devonian,M - L,,-54.04834647,52.55176987,390.505
123,07,C,56,86,Asia,C. I. S.(frm USSR),401,393,388.01,Devonian,Middle,,32.12594624,-17.00697594,390.505
124,07,C,41,75,Asia,C. I. S.(frm USSR),466,393,388.01,Devonian,Middle,,27.45161845,5.064716507,390.505
125,07,C,78,18,Europe,Svalbard,311,393,388.01,Devonian,Middle,,-8.504243822,-96.70757525,390.505
126,07,C,46.5,-60,nan,Nova Scotia,108,393,388.01,nan,nan,,-42.57844498,-92.14306325,390.505
127,07,B,50,90,Asia,C. I. S.(frm USSR),401,393,388.01,Devonian,Middle,,38.18991841,-14.2718747,390.505
128,07,B,53,60,Asia,C. I. S.(frm USSR),390,393,388.01,Devonian,Middle,,7.277572826,-72.68307955,390.505
129,07,B,65,60,Asia,C. I. S.(frm USSR),302,393,388.01,Devonian,Middle,,3.771408184,-84.2150257,390.505
130,07,B,68,65,Asia,C. I. S.(frm USSR),302,393,388.01,Devonian,Middle,,4.625352324,-87.72137835,390.505
131,07,B,54,85,Asia,C. I. S.(frm USSR),401,393,388.01,Devonian,Middle,,33.168466,-14.86850122,390.505
132,07,B,43,80,Asia,C. I. S.(frm USSR),459,393,388.01,Devonian,Middle,,31.64408269,4.523953723,390.505
133,07,B,67,50,Europe,C. I. S.(frm USSR),302,393,388.01,Devonian,Middle,,-0.634860304,-85.24822483,390.505
134,07,K,29,8,Africa,Algeria,714,393,388.01,Devonian,Middle,,-48.68752213,30.04881936,390.505
135,07,K,-32,143,Australia,New South Wales,801,393,388.01,Devonian,L - U,,-21.05361113,159.9883483,390.505
136,07,K,65,61,Europe,C. I. S.(frm USSR),302,393,388.01,Devonian,Middle,,4.173465395,-84.34554118,390.505
137,07,K,58.5,-3.5,United Kingdom,Scotland,315,393,388.01,Devonian,Middle,,-25.62037625,-84.3201712,390.505
138,07,K,-2,-58,S. America,Brazil,201,393,388.01,Devonian,Middle,,-62.67319191,-36.18232349,390.505
139,08,E,28,-8.5,Africa,Morocco,714,388,383.01,Devonian,Middle,,-47.70833184,9.115157098,385.505
140,08,E,30,102,Asia,China,602,388,383.01,Devonian,Middle,,0.227811251,105.7490727,385.505
141,08,E,80,101,Asia,C. I. S.(frm USSR),404,388,383.01,Devonian,Middle,,6.201118767,-98.822449,385.505
142,08,E,72,90,Asia,C. I. S.(frm USSR),401,388,383.01,Devonian,Middle,,21.65917146,-29.46315275,385.505
143,08,E,68,100,Asia,C. I. S.(frm USSR),401,388,383.01,Devonian,Middle,,26.85904564,-30.25508583,385.505
144,08,E,73,115,Asia,C. I. S.(frm USSR),401,388,383.01,Devonian,Middle,,23.82044129,-37.28269461,385.505
145,08,E,65,130,Asia,C. I. S.(frm USSR),43101,388,383.01,Devonian,Middle,,31.97128889,-42.98513825,385.505
146,08,E,62,138,Asia,C. I. S.(frm USSR),43101,388,383.01,Devonian,Middle,,34.23227908,-47.84634044,385.505
147,08,E,65,147,Asia,C. I. S.(frm USSR),43200,388,383.01,Devonian,Middle,,28.75345993,-54.65556064,385.505
148,08,E,69,87,Asia,C. I. S.(frm USSR),401,388,383.01,Devonian,Middle,,23.33492041,-26.56091048,385.505
149,08,E,74,112,Asia,C. I. S.(frm USSR),401,388,383.01,Devonian,Middle,,22.66292308,-36.60710007,385.505
150,08,E,62,188,Asia,C. I. S.(frm USSR),16140,388,383.01,Devonian,Middle,,62,-172,385.505
151,08,E,54,92,Asia,C. I. S.(frm USSR),401,388,383.01,Devonian,Middle,,36.15675025,-17.16768467,385.505
152,08,E,67,135,Asia,C. I. S.(frm USSR),43101,388,383.01,Devonian,Middle,,29.68369333,-44.96644536,385.505
153,08,E,52,95,Asia,C. I. S.(frm USSR),401,388,383.01,Devonian,Middle,,38.84968096,-17.25861866,385.505
154,08,E,-25,144,Australia,Queensland,801,388,383.01,Devonian,Middle,,-13.58726413,160.9704996,385.505
155,08,E,-30,142,Australia,nan,801,388,383.01,Devonian,Middle,,-18.79564143,162.0206929,385.505
156,08,E,-15,129,Australia,nan,801,388,383.01,Devonian,Middle,,-12.17306622,143.3225348,385.505
157,08,E,-18,124,Australia,nan,801,388,383.01,Devonian,Middle,,-17.2348024,140.7153536,385.505
158,08,E,-26,113,Australia,nan,801,388,383.01,Devonian,Middle,,-29.48904668,136.1372805,385.505
159,08,E,51,5,Europe,"Belgium, N. France",315,388,383.01,Devonian,Middle,,-24.96406111,-71.41766893,385.505
160,08,E,58.5,-3.5,United Kingdom,Scotland,315,388,383.01,Devonian,Middle,,-24.48511307,-81.2554886,385.505
161,08,E,59,-3,United Kingdom,Scotland,315,388,383.01,Devonian,Middle,,-23.95886931,-81.47574,385.505
162,08,E,59.5,1,United Kingdom,nan,301,388,383.01,Devonian,Middle,,-22.0647891,-80.47773394,385.505
163,08,E,56,2.5,nan,N,315,388,383.01,nan,nan,,-23.49581441,-76.90635789,385.505
164,08,E,45,27,Asia,C. I. S.(frm USSR),302,388,383.01,Devonian,Middle,,-13.27716288,-60.10252231,385.505
165,08,E,49,17,Europe,Czech Republic,302,388,383.01,Devonian,Middle,,-18.82983955,-65.94883695,385.505
166,08,E,55,3,Europe,nan,315,388,383.01,Devonian,Middle,,-23.83086322,-75.83220316,385.505
167,08,E,51,22,Europe,Poland,302,388,383.01,Devonian,Middle,,-15.1600289,-66.91453296,385.505
168,08,E,51,20,Europe,Poland,302,388,383.01,Devonian,Middle,,-16.36490701,-67.29255325,385.505
169,08,E,44,25,Europe,Rumania,319,388,383.01,Devonian,Middle,,-14.8705727,-59.37668554,385.505
170,08,E,60,-116,N. America,Canada,101,388,383.01,Devonian,Middle,,-18.26324105,-120.4448373,385.505
171,08,E,55,-115,N. America,Canada,101,388,383.01,Devonian,Middle,,-21.83545074,-124.2133716,385.505
172,08,E,50,-120,N. America,Canada,16107,388,383.01,Devonian,Middle,,-22.28057511,-130.5078078,385.505
173,08,E,60,-85,N. America,Canada,101,388,383.01,Devonian,Middle,,-27.00836426,-106.741561,385.505
174,08,E,53,-80,N. America,Canada,101,388,383.01,Devonian,Middle,,-34.49311082,-105.9039401,385.505
175,08,E,50,-103,N. America,Canada,101,388,383.01,Devonian,Middle,,-30.5426005,-122.5496472,385.505
176,08,E,42,-93,N. America,United States,101,388,383.01,Devonian,Middle,,-41.09209692,-121.616187,385.505
177,08,E,42,-94,N. America,United States,101,388,383.01,Devonian,Middle,,-40.6800629,-122.4342436,385.505
178,08,E,38,-115,N. America,United States,178,388,383.01,Devonian,Middle,,-28.86960132,-142.6098798,385.505
179,08,E,48,-103,N. America,United States,101,388,383.01,Devonian,L - M,,-32.04664031,-124.0924905,385.505
180,08,E,31,-104,N. America,United States,101,388,383.01,Devonian,Middle,,-43.1645735,-140.4468195,385.505
181,08,CA,-75,160,Antarctica,nan,802,388,383.01,Devonian,Upper,,-33.71494437,168.7455178,385.505
182,08,CA,21,107,Asia,Vietnam,602,388,383.01,Devonian,M - U,,6.149087114,113.903685,385.505
183,08,CA,51,5,Europe,Belgium,315,388,383.01,Devonian,Middle,,-24.96406111,-71.41766893,385.505
184,08,CA,61.5,5.5,Europe,Norway,302,388,383.01,Devonian,Middle,,-19.09874045,-80.82509157,385.505
185,08,CA,58.5,-3.5,United Kingdom,Scotland,315,388,383.01,Devonian,Middle,,-24.48511307,-81.2554886,385.505
186,08,CA,58,-118,N. America,Canada,101,388,383.01,Devonian,Middle,,-18.68680839,-122.7741056,385.505
187,08,CA,73,-24,N. America,Greenland,102,388,383.01,Devonian,Middle,,-16.95416947,-85.71940818,385.505
188,08,C,23,23,Africa,Libya,715,388,383.01,Devonian,M  - U,,-57.67498563,54.92715218,385.505
189,08,C,26,103,Asia,China,602,388,383.01,Devonian,Middle,,1.702969528,109.5710971,385.505
190,08,C,27,102,Asia,China,602,388,383.01,Devonian,Middle,,0.667975215,108.7167043,385.505
191,08,C,24,108,Asia,China,602,388,383.01,Devonian,Middle,,6.510101579,110.7663902,385.505
192,08,C,23,110.5,Asia,China,602,388,383.01,Devonian,Middle,,8.954640556,111.3005649,385.505
193,08,C,56,86,Asia,C. I. S.(frm USSR),401,388,383.01,Devonian,Middle,,32.31866518,-15.90023524,385.505
194,08,C,78,18,Europe,Svalbard,311,388,383.01,Devonian,Middle,,-7.005010671,-92.98808967,385.505
195,08,C,78,-95,N. America,Artic Canada,120,388,383.01,Devonian,Middle,,-7.052737122,-103.5535115,385.505
196,08,C,75,-108,N. America,Artic Canada,141,388,383.01,Devonian,Middle,,-8.279395826,-106.9325315,385.505
197,08,C,40,-89,N. America,United States,101,388,383.01,Devonian,Middle,,-44.36184464,-119.4985183,385.505
198,08,C,42,-91.5,N. America,United States,101,388,383.01,Devonian,Middle,,-41.68533415,-120.358251,385.505
199,08,B,65,60,Asia,C. I. S.(frm USSR),302,388,383.01,Devonian,Middle,,4.886706325,-80.13794775,385.505
200,08,B,68,65,nan,nan,302,388,383.01,nan,nan,,5.852814825,-83.62087494,385.505
201,08,B,43,80,Asia,C. I. S.(frm USSR),459,388,383.01,Devonian,Middle,,30.69031476,5.769159811,385.505
202,08,B,52.5,84,Asia,C. I. S.(frm USSR),401,388,383.01,Devonian,Middle,,33.71387352,-11.82645446,385.505
203,08,B,67,50,Europe,C. I. S.(frm USSR),302,388,383.01,Devonian,Middle,,0.516375027,-81.3149493,385.505
204,08,K,29,8,Africa,Algeria,714,388,383.01,Devonian,Middle,,-51.95835584,30.74676711,385.505
205,08,K,65,61,Europe,C. I. S.(frm USSR),302,388,383.01,Devonian,Middle,,5.292815973,-80.2553615,385.505
206,08,K,53,45,Europe,C. I. S.(frm USSR),302,388,383.01,Devonian,Middle,,-0.924588416,-67.17735917,385.505
207,08,K,52,39,Europe,C. I. S.(frm USSR),302,388,383.01,Devonian,Middle,,-4.578812799,-66.18702738,385.505
208,08,K,57,37,Europe,C. I. S.(frm USSR),302,388,383.01,Devonian,Middle,,-5.43003555,-71.26790713,385.505
209,08,K,59,-3,United Kingdom,Scotland,315,388,383.01,Devonian,Middle,,-23.95886931,-81.47574,385.505
210,08,K,42,-75,N. America,United States,101,388,383.01,Devonian,Middle,,-45.93679736,-104.4098796,385.505
211,08,K,-2,-58,S. America,Brazil,201,388,383.01,Devonian,Middle,,-62.38882927,-40.55202219,385.505
212,08,K,-6,-47,S. America,Brazil,201,388,383.01,Devonian,Middle,,-72.22500308,-23.81031659,385.505
213,09,E,32,-5,Africa,Morocco,714,383,359.01,Devonian,Upper,,-46.15891997,22.29538579,371.005
214,09,E,41.2,79.2,Asia,China,580,383,359.01,Devonian,Upper,,28.12109072,30.56164176,371.005
215,09,E,40.9,78.4,Asia,China,580,383,359.01,Devonian,Upper,,27.50815042,30.87798128,371.005
216,09,E,25.9,111,Asia,China,602,383,359.01,Devonian,Upper,,8.550850147,114.7895208,371.005
217,09,E,80,101,Asia,C. I. S.(frm USSR),404,383,359.01,Devonian,Upper,,10.77319789,-87.98517005,371.005
218,09,E,72,90,Asia,C. I. S.(frm USSR),401,383,359.01,Devonian,Upper,,24.63549903,-26.77101305,371.005
219,09,E,68,100,Asia,C. I. S.(frm USSR),401,383,359.01,Devonian,Upper,,29.86847551,-26.29967371,371.005
220,09,E,73,115,Asia,C. I. S.(frm USSR),401,383,359.01,Devonian,Upper,,28.26074539,-34.14197585,371.005
221,09,E,65,130,Asia,C. I. S.(frm USSR),43101,383,359.01,Devonian,Upper,,37.2932841,-37.9431891,371.005
222,09,E,62,138,Asia,C. I. S.(frm USSR),43101,383,359.01,Devonian,Upper,,40.38185012,-42.41986509,371.005
223,09,E,65,147,Asia,C. I. S.(frm USSR),43200,383,359.01,Devonian,Upper,,36.17030655,-51.06131106,371.005
224,09,E,69,87,Asia,C. I. S.(frm USSR),401,383,359.01,Devonian,Upper,,25.69832926,-23.48072544,371.005
225,09,E,74,112,Asia,C. I. S.(frm USSR),401,383,359.01,Devonian,Upper,,26.99998426,-33.72622448,371.005
226,09,E,62,118,Asia,C. I. S.(frm USSR),401,383,359.01,Devonian,Upper,,38.87755059,-30.42514228,371.005
227,09,E,57,86,Asia,C. I. S.(frm USSR),401,383,359.01,Devonian,Upper,,31.82041638,-11.6812262,371.005
228,09,E,49,72,Asia,C. I. S.(frm USSR),461,383,359.01,Devonian,Upper,,28.0703397,2.77547011,371.005
229,09,E,50,64,Asia,C. I. S.(frm USSR),465,383,359.01,Devonian,Upper,,23.98708509,-0.965713767,371.005
230,09,E,49,63,Asia,C. I. S.(frm USSR),466,383,359.01,Devonian,Upper,,22.91248322,-0.402511671,371.005
231,09,E,44,68,Asia,C. I. S.(frm USSR),466,383,359.01,Devonian,Upper,,23.26008735,6.182469918,371.005
232,09,E,34,57,Asia,Iran,505,383,359.01,Devonian,Upper,,-35.91573818,90.88226683,371.005
233,09,E,32,58,Asia,nan,505,383,359.01,Devonian,Upper,,-36.66272114,93.40829211,371.005
234,09,E,37,31,Asia,Turkey,522,383,359.01,Devonian,Upper,,-44.0041968,65.09703346,371.005
235,09,E,-30,142,Australia,Queensland,801,383,359.01,Devonian,Upper,,-20.67758019,174.4501478,371.005
236,09,E,-28,135,Australia,nan,801,383,359.01,Devonian,Upper,,-22.64488392,167.8518554,371.005
237,09,E,-15,129,Australia,nan,801,383,359.01,Devonian,Upper,,-15.25416305,155.0904948,371.005
238,09,E,-18,124,Australia,nan,801,383,359.01,Devonian,Upper,,-20.44967545,152.7444291,371.005
239,09,E,-26,113,Australia,nan,801,383,359.01,Devonian,Upper,,-32.91960106,148.8175546,371.005
