region_id,centroid_x,centroid_y,Coal Deposits,Evaporites Deposits,Glacial Deposits,Elevation,Sqrt Elevation,Dist to Shore,Sqrt Dist,Sin Angle Shore,Cos Angle Shore
1,-62.55,-166.20,1.0,0.0,0.0,0.00,0.00,0.00,0.00,0.94,0.34
2,-69.02,-161.18,1.0,0.0,0.0,0.00,0.00,0.00,0.00,-0.19,0.98
3,-62.55,-161.18,1.0,0.0,0.0,0.00,0.00,0.00,0.00,-0.43,0.90
4,-69.02,-158.67,1.0,0.0,0.0,0.00,0.00,0.00,0.00,-0.55,0.84
5,-62.55,-158.67,1.0,0.0,0.0,0.00,0.00,0.00,0.00,-0.38,0.93
6,-62.55,-156.16,1.0,0.0,0.0,0.00,0.00,0.00,0.00,-0.31,0.95
7,-62.55,-153.65,1.0,0.0,0.0,0.00,0.00,0.00,0.00,-0.23,0.97
8,-62.55,-146.12,1.0,0.0,0.0,0.00,0.00,0.00,0.00,0.03,1.00
9,69.02,-141.10,0.0,0.0,0.0,0.00,0.00,56.01,7.48,-0.95,-0.30
10,69.02,-126.04,1.0,0.0,0.0,0.00,0.00,0.00,0.00,0.36,-0.93
11,69.02,-121.02,1.0,0.0,0.0,0.00,0.00,0.00,0.00,0.37,-0.93
12,-69.02,-95.92,0.0,0.0,0.0,132.00,11.49,41.38,6.43,0.77,-0.63
13,69.02,-90.90,0.0,0.0,0.0,0.00,0.00,86.90,9.32,0.98,-0.18
14,-69.02,-85.88,0.0,0.0,0.0,701.76,26.49,87.99,9.38,-0.97,-0.26
15,48.63,-85.88,0.0,0.0,0.0,1242.98,35.26,60.73,7.79,-0.90,0.43
16,52.75,-85.88,0.0,0.0,0.0,0.00,0.00,52.61,7.25,-0.97,0.24
17,62.55,-85.88,1.0,0.0,0.0,0.00,0.00,0.00,0.00,-0.97,-0.24
18,69.02,-85.88,1.0,0.0,0.0,2734.56,52.29,114.75,10.71,-0.99,-0.13
19,-69.02,-83.37,0.0,0.0,0.0,1629.77,40.37,142.08,11.92,-0.78,0.62
20,48.63,-83.37,0.0,0.0,0.0,3050.08,55.23,187.50,13.69,-0.90,-0.44
21,52.75,-83.37,1.0,0.0,0.0,3164.40,56.25,195.49,13.98,-0.76,0.65
22,57.32,-83.37,1.0,0.0,0.0,0.00,0.00,0.00,0.00,-0.91,0.42
23,62.55,-83.37,1.0,0.0,0.0,0.00,0.00,0.00,0.00,-0.69,-0.72
24,69.02,-83.37,0.0,0.0,0.0,3400.00,58.31,214.35,14.64,-1.00,-0.04
25,-69.02,-80.86,0.0,0.0,0.0,1700.00,41.23,229.61,15.15,-0.93,0.36
26,44.82,-80.86,0.0,0.0,0.0,2672.51,51.70,217.97,14.76,-1.00,0.04
27,48.63,-80.86,0.0,0.0,0.0,3275.62,57.23,343.08,18.52,-0.83,-0.55
28,52.75,-80.86,0.0,0.0,0.0,3389.07,58.22,341.22,18.47,-0.92,0.39
29,57.32,-80.86,1.0,0.0,0.0,2818.15,53.09,120.06,10.96,-0.92,-0.40
30,62.55,-80.86,0.0,0.0,0.0,3226.23,56.80,148.87,12.20,-0.97,0.26
31,69.02,-80.86,0.0,0.0,0.0,3400.00,58.31,308.03,17.55,-0.93,-0.37
32,-69.02,-78.35,0.0,0.0,0.0,1700.00,41.23,312.90,17.69,-0.79,0.61
33,41.25,-78.35,0.0,0.0,0.0,2796.36,52.88,187.20,13.68,-0.58,-0.82
34,44.82,-78.35,0.0,0.0,0.0,751.82,27.42,375.96,19.39,-0.50,-0.87
35,48.63,-78.35,0.0,0.0,0.0,2545.52,50.45,508.41,22.55,-0.94,-0.35
36,52.75,-78.35,0.0,0.0,0.0,3400.00,58.31,475.81,21.81,-0.85,0.53
37,57.32,-78.35,1.0,0.0,0.0,3394.06,58.26,264.92,16.28,-0.96,0.26
38,62.55,-78.35,0.0,0.0,0.0,3400.00,58.31,274.84,16.58,-0.99,0.17
39,69.02,-78.35,0.0,0.0,0.0,3400.00,58.31,403.25,20.08,-0.97,-0.25
40,-69.02,-75.84,0.0,0.0,0.0,1682.59,41.02,275.69,16.60,1.00,-0.08
41,37.87,-75.84,0.0,1.0,0.0,2250.15,47.44,130.02,11.40,-0.53,-0.85
42,41.25,-75.84,0.0,0.0,0.0,2915.81,54.00,354.16,18.82,-0.91,-0.41
43,44.82,-75.84,0.0,0.0,0.0,468.44,21.64,506.95,22.52,-0.78,-0.62
44,48.63,-75.84,0.0,0.0,0.0,641.87,25.34,685.16,26.18,-0.97,-0.23
45,52.75,-75.84,0.0,0.0,0.0,3344.26,57.83,613.87,24.78,-0.79,0.61
46,57.32,-75.84,0.0,0.0,0.0,3400.00,58.31,411.74,20.29,-0.98,0.20
47,62.55,-75.84,0.0,0.0,0.0,3368.36,58.04,401.93,20.05,-0.99,0.15
48,69.02,-75.84,0.0,0.0,0.0,3400.00,58.31,501.11,22.39,-0.99,-0.16
49,-69.02,-73.33,0.0,0.0,0.0,1029.71,32.09,176.09,13.27,1.00,-0.08
50,25.59,-73.33,1.0,0.0,0.0,0.00,0.00,0.00,0.00,-0.91,-0.41
51,28.52,-73.33,0.0,0.0,0.0,1678.19,40.97,130.32,11.42,-0.95,0.32
52,31.53,-73.33,0.0,0.0,0.0,2641.62,51.40,140.94,11.87,-0.86,-0.50
53,34.64,-73.33,0.0,0.0,0.0,3190.14,56.48,210.27,14.50,-0.99,0.14
54,37.87,-73.33,1.0,0.0,0.0,3209.33,56.65,300.60,17.34,-0.69,-0.73
55,41.25,-73.33,1.0,0.0,0.0,1616.44,40.20,478.04,21.86,0.98,0.18
56,44.82,-73.33,1.0,0.0,0.0,400.00,20.00,562.92,23.73,0.84,-0.55
57,48.63,-73.33,0.0,0.0,0.0,542.26,23.29,674.68,25.97,0.97,-0.23
58,52.75,-73.33,0.0,0.0,0.0,1522.97,39.03,752.47,27.43,-0.75,0.66
59,57.32,-73.33,0.0,0.0,0.0,3400.00,58.31,559.82,23.66,-0.98,0.18
60,62.55,-73.33,0.0,0.0,0.0,2615.32,51.14,527.08,22.96,-0.96,-0.29
61,69.02,-73.33,0.0,0.0,0.0,3370.60,58.06,456.67,21.37,0.95,0.31
62,-69.02,-70.82,0.0,0.0,0.0,499.95,22.36,76.57,8.75,0.99,-0.12
63,22.74,-70.82,0.0,0.0,0.0,752.23,27.43,97.15,9.86,0.25,-0.97
