region_id,centroid_x,centroid_y,Coal Deposits,Evaporites Deposits,Glacial Deposits,Elevation,Sqrt Elevation,Dist to Shore,Sqrt Dist,Sin Angle Shore,Cos Angle Shore
216,25.59,69.74,0.0,1.0,0.0,200.00,14.14,541.70,23.27,-0.86,0.51
217,28.52,69.74,0.0,1.0,0.0,211.98,14.56,468.26,21.64,-0.99,-0.10
218,6.53,72.25,1.0,0.0,0.0,0.00,0.00,0.00,0.00,-0.96,-0.27
219,11.81,72.25,1.0,0.0,0.0,1288.20,35.89,163.55,12.79,-0.84,-0.55
220,31.53,72.25,0.0,1.0,0.0,2100.00,45.83,802.39,28.33,-0.89,-0.46
221,6.53,74.76,1.0,0.0,0.0,348.80,18.68,148.54,12.19,0.92,-0.39
222,28.52,74.76,0.0,1.0,0.0,2028.91,45.04,957.87,30.95,-1.00,-0.02
223,44.82,74.76,0.0,1.0,0.0,200.00,14.14,1309.23,36.18,-0.99,-0.14
224,52.75,74.76,0.0,1.0,0.0,200.00,14.14,1608.56,40.11,-0.94,-0.34
225,-69.02,77.27,0.0,0.0,1.0,1442.75,37.98,223.28,14.94,0.88,0.47
226,6.53,77.27,1.0,0.0,0.0,0.00,0.00,0.00,0.00,0.94,-0.35
227,9.16,77.27,1.0,0.0,0.0,0.00,0.00,0.00,0.00,0.99,0.12
228,25.59,77.27,1.0,0.0,0.0,1635.95,40.45,894.32,29.91,-0.73,-0.68
229,44.82,77.27,0.0,1.0,0.0,558.63,23.64,1505.74,38.80,-1.00,-0.10
230,-69.02,79.78,0.0,0.0,1.0,599.48,24.48,144.85,12.04,0.64,0.77
231,22.74,79.78,0.0,1.0,0.0,200.00,14.14,685.70,26.19,0.65,-0.76
232,25.59,79.78,1.0,0.0,0.0,1931.73,43.95,949.51,30.81,0.47,-0.88
233,41.25,82.29,0.0,1.0,0.0,600.00,24.49,1932.01,43.95,-0.98,0.18
234,62.55,82.29,0.0,1.0,0.0,200.00,14.14,1252.91,35.40,-0.55,0.83
235,44.82,84.80,0.0,1.0,0.0,802.41,28.33,2098.86,45.81,-1.00,0.01
