region_id,centroid_x,centroid_y,Precipitation,Log Precipitation,Coal Deposits,Evaporites Deposits,Glacial Deposits,Latitude,Longitude,Abs Latitude,Elevation,Sqrt Elevation,ASinh Elevation Sc50,Dist to Shore,Sqrt Dist,ASinh Dist Sc50,Sin Angle Shore,Cos Angle Shore
171,37.87,29.58,0.31,-0.51,1.0,1.0,0.0,37.87,29.58,37.87,983.65,31.36,3.67,214.48,14.65,2.16,-0.25,-0.97
172,22.74,32.09,0.24,-0.62,0.0,1.0,0.0,22.74,32.09,22.74,366.63,19.15,2.69,359.55,18.96,2.67,0.98,-0.22
173,25.59,32.09,0.12,-0.92,0.0,1.0,0.0,25.59,32.09,25.59,152.68,12.36,1.84,148.88,12.20,1.81,-0.73,0.68
174,31.53,32.09,0.10,-0.99,0.0,1.0,0.0,31.53,32.09,31.53,0.00,0.00,0.00,0.00,0.00,0.00,-0.92,0.40
175,34.64,32.09,0.25,-0.61,1.0,0.0,0.0,34.64,32.09,34.64,0.00,0.00,0.00,0.00,0.00,0.00,0.54,-0.84
176,37.87,32.09,0.27,-0.56,1.0,0.0,0.0,37.87,32.09,37.87,1657.63,40.71,4.19,157.40,12.55,1.86,0.79,-0.61
177,44.82,32.09,0.52,-0.29,1.0,0.0,0.0,44.82,32.09,44.82,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.60
178,-3.91,34.60,1.59,0.20,0.0,1.0,0.0,-3.91,34.60,3.91,602.02,24.54,3.18,432.19,20.79,2.85,1.00,-0.03
179,22.74,34.60,0.28,-0.55,0.0,1.0,0.0,22.74,34.60,22.74,193.12,13.90,2.06,123.13,11.10,1.63,0.75,-0.66
180,37.87,34.60,0.30,-0.52,1.0,0.0,0.0,37.87,34.60,37.87,442.61,21.04,2.88,79.78,8.93,1.25,0.98,0.18
181,-25.59,37.11,0.66,-0.18,0.0,1.0,0.0,-25.59,37.11,25.59,0.00,0.00,0.00,0.00,0.00,0.00,1.00,-0.02
182,-1.30,37.11,1.30,0.11,0.0,1.0,0.0,-1.30,37.11,1.30,168.21,12.97,1.93,266.03,16.31,2.37,1.00,-0.08
183,9.16,37.11,0.90,-0.05,1.0,0.0,0.0,9.16,37.11,9.16,686.56,26.20,3.31,482.65,21.97,2.96,1.00,0.09
184,11.81,37.11,0.87,-0.06,1.0,0.0,0.0,11.81,37.11,11.81,334.36,18.29,2.60,543.45,23.31,3.08,0.89,-0.47
185,17.19,37.11,0.77,-0.12,1.0,0.0,0.0,17.19,37.11,17.19,166.90,12.92,1.92,174.85,13.22,1.96,-0.98,0.20
186,37.87,37.11,0.31,-0.51,1.0,0.0,0.0,37.87,37.11,37.87,0.00,0.00,0.00,0.00,0.00,0.00,0.97,-0.26
187,41.25,37.11,0.44,-0.35,1.0,0.0,0.0,41.25,37.11,41.25,0.00,0.00,0.00,0.00,0.00,0.00,-0.94,0.35
188,-9.16,39.62,1.87,0.27,1.0,0.0,0.0,-9.16,39.62,9.16,0.00,0.00,0.00,0.00,0.00,0.00,1.00,-0.07
189,-3.91,39.62,1.45,0.16,1.0,1.0,0.0,-3.91,39.62,3.91,0.00,0.00,0.00,0.00,0.00,0.00,0.84,-0.55
190,11.81,39.62,1.13,0.05,0.0,1.0,0.0,11.81,39.62,11.81,190.95,13.82,2.05,328.23,18.12,2.58,0.63,-0.78
191,31.53,39.62,0.14,-0.85,0.0,1.0,0.0,31.53,39.62,31.53,152.46,12.35,1.83,373.86,19.34,2.71,0.46,0.89
192,37.87,39.62,0.30,-0.53,1.0,0.0,0.0,37.87,39.62,37.87,745.24,27.30,3.40,68.78,8.29,1.12,-0.80,-0.60
193,28.52,42.13,0.16,-0.80,0.0,1.0,0.0,28.52,42.13,28.52,150.00,12.25,1.82,393.18,19.83,2.76,0.82,0.57
194,31.53,42.13,0.13,-0.90,0.0,1.0,0.0,31.53,42.13,31.53,150.00,12.25,1.82,206.40,14.37,2.13,0.85,0.53
195,41.25,42.13,0.29,-0.54,1.0,0.0,0.0,41.25,42.13,41.25,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.93
196,9.16,47.15,1.55,0.19,0.0,1.0,0.0,9.16,47.15,9.16,422.02,20.54,2.83,118.12,10.87,1.59,-0.61,0.79
197,22.74,47.15,0.51,-0.29,0.0,1.0,0.0,22.74,47.15,22.74,150.00,12.25,1.82,532.31,23.07,3.06,0.72,0.69
198,34.64,47.15,0.13,-0.90,0.0,1.0,0.0,34.64,47.15,34.64,750.00,27.39,3.40,191.99,13.86,2.06,-0.32,-0.95
199,6.53,49.66,2.14,0.33,0.0,1.0,0.0,6.53,49.66,6.53,0.00,0.00,0.00,0.00,0.00,0.00,0.76,-0.64
200,34.64,49.66,0.16,-0.80,0.0,1.0,0.0,34.64,49.66,34.64,750.00,27.39,3.40,273.15,16.53,2.40,0.27,0.96
201,52.75,49.66,0.94,-0.03,1.0,0.0,0.0,52.75,49.66,52.75,117.55,10.84,1.59,146.36,12.10,1.80,-0.31,-0.95
202,11.81,52.17,1.67,0.22,0.0,1.0,0.0,11.81,52.17,11.81,0.00,0.00,0.00,0.00,0.00,0.00,0.69,-0.72
203,17.19,52.17,0.79,-0.10,0.0,1.0,0.0,17.19,52.17,17.19,150.00,12.25,1.82,311.20,17.64,2.53,0.80,-0.60
204,19.94,52.17,0.77,-0.11,0.0,1.0,0.0,19.94,52.17,19.94,214.21,14.64,2.16,483.98,22.00,2.97,0.70,0.71
205,34.64,52.17,0.21,-0.68,0.0,1.0,0.0,34.64,52.17,34.64,703.42,26.52,3.34,269.53,16.42,2.39,-0.22,0.97
206,52.75,52.17,1.01,0.00,1.0,0.0,0.0,52.75,52.17,52.75,142.62,11.94,1.77,257.53,16.05,2.34,-0.85,-0.52
207,14.48,54.68,1.03,0.01,0.0,1.0,0.0,14.48,54.68,14.48,0.00,0.00,0.00,0.00,0.00,0.00,0.79,-0.62
208,25.59,57.19,0.44,-0.36,0.0,1.0,0.0,25.59,57.19,25.59,0.00,0.00,0.00,0.00,0.00,0.00,-0.19,-0.98
209,48.63,57.19,0.49,-0.31,1.0,0.0,0.0,48.63,57.19,48.63,107.80,10.38,1.51,170.21,13.05,1.94,1.00,-0.07
210,48.63,59.70,0.45,-0.34,0.0,1.0,0.0,48.63,59.70,48.63,28.05,5.30,0.54,0.00,0.00,0.00,-0.84,0.55
211,31.53,62.21,0.49,-0.31,1.0,0.0,0.0,31.53,62.21,31.53,556.01,23.58,3.10,636.97,25.24,3.24,-0.27,-0.96
212,22.74,64.72,0.83,-0.08,0.0,1.0,0.0,22.74,64.72,22.74,0.00,0.00,0.00,0.00,0.00,0.00,-0.69,-0.72
213,25.59,67.23,0.56,-0.25,0.0,1.0,0.0,25.59,67.23,25.59,50.00,7.07,0.88,361.40,19.01,2.68,-0.77,-0.64
214,34.64,67.23,0.58,-0.23,0.0,1.0,0.0,34.64,67.23,34.64,3715.28,60.95,5.00,1157.11,34.02,3.84,-0.58,-0.81
215,41.25,67.23,0.25,-0.60,0.0,1.0,0.0,41.25,67.23,41.25,1078.79,32.84,3.77,814.36,28.54,3.48,-0.91,0.42
216,25.59,69.74,0.63,-0.20,0.0,1.0,0.0,25.59,69.74,25.59,50.00,7.07,0.88,579.19,24.07,3.14,-0.92,-0.38
217,28.52,69.74,0.62,-0.20,0.0,1.0,0.0,28.52,69.74,28.52,50.00,7.07,0.88,765.32,27.66,3.42,-0.70,-0.71
218,6.53,72.25,2.63,0.42,1.0,0.0,0.0,6.53,72.25,6.53,707.08,26.59,3.34,101.95,10.10,1.46,-0.82,-0.57
219,11.81,72.25,1.99,0.30,1.0,0.0,0.0,11.81,72.25,11.81,356.62,18.88,2.66,361.68,19.02,2.68,-0.83,-0.55
220,31.53,72.25,1.94,0.29,0.0,1.0,0.0,31.53,72.25,31.53,2521.77,50.22,4.61,1174.65,34.27,3.85,-0.67,-0.74
221,6.53,74.76,2.15,0.33,1.0,0.0,0.0,6.53,74.76,6.53,14.78,3.85,0.29,0.00,0.00,0.00,0.99,0.10
222,28.52,74.76,1.89,0.28,0.0,1.0,0.0,28.52,74.76,28.52,50.00,7.07,0.88,1016.52,31.88,3.71,0.59,-0.81
223,44.82,74.76,0.18,-0.75,0.0,1.0,0.0,44.82,74.76,44.82,888.56,29.81,3.57,1232.09,35.10,3.90,-0.91,0.42
224,52.75,74.76,0.39,-0.41,0.0,1.0,0.0,52.75,74.76,52.75,105.23,10.26,1.49,704.55,26.54,3.34,-0.52,0.85
225,-69.02,77.27,0.69,-0.16,0.0,0.0,1.0,-69.02,77.27,69.02,1009.64,31.77,3.70,77.28,8.79,1.22,-0.67,0.74
226,6.53,77.27,2.78,0.44,1.0,0.0,0.0,6.53,77.27,6.53,0.00,0.00,0.00,0.00,0.00,0.00,0.92,-0.40
227,9.16,77.27,2.56,0.41,1.0,0.0,0.0,9.16,77.27,9.16,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.07
228,25.59,77.27,0.89,-0.05,1.0,0.0,0.0,25.59,77.27,25.59,50.00,7.07,0.88,607.52,24.65,3.19,0.55,-0.83
229,44.82,77.27,0.16,-0.80,0.0,1.0,0.0,44.82,77.27,44.82,720.64,26.84,3.36,1413.06,37.59,4.03,-0.92,0.39
230,-69.02,79.78,0.58,-0.24,0.0,0.0,1.0,-69.02,79.78,69.02,1537.08,39.21,4.12,146.64,12.11,1.80,-0.65,0.76
231,22.74,79.78,1.26,0.10,0.0,1.0,0.0,22.74,79.78,22.74,50.00,7.07,0.88,206.62,14.37,2.13,0.36,-0.93
232,25.59,79.78,1.00,-0.00,1.0,0.0,0.0,25.59,79.78,25.59,50.00,7.07,0.88,515.77,22.71,3.03,0.14,-0.99
233,41.25,82.29,0.05,-1.28,0.0,1.0,0.0,41.25,82.29,41.25,861.13,29.35,3.54,1630.93,40.38,4.18,0.26,-0.97
234,62.55,82.29,0.67,-0.17,0.0,1.0,0.0,62.55,82.29,62.55,109.09,10.44,1.52,164.64,12.83,1.91,0.21,0.98
235,44.82,84.80,0.08,-1.10,0.0,1.0,0.0,44.82,84.80,44.82,949.01,30.81,3.64,1685.99,41.06,4.21,-0.21,0.98
236,28.52,87.31,2.55,0.41,1.0,0.0,0.0,28.52,87.31,28.52,2504.44,50.04,4.61,169.76,13.03,1.94,0.11,-0.99
237,37.87,87.31,0.52,-0.29,0.0,1.0,0.0,37.87,87.31,37.87,4239.37,65.11,5.13,1208.97,34.77,3.88,0.02,-1.00
238,41.25,87.31,0.07,-1.16,0.0,1.0,0.0,41.25,87.31,41.25,732.52,27.07,3.38,1585.01,39.81,4.15,0.01,-1.00
239,17.19,89.82,1.45,0.16,1.0,0.0,0.0,17.19,89.82,17.19,0.00,0.00,0.00,0.00,0.00,0.00,0.93,-0.37
240,22.74,89.82,1.22,0.08,1.0,0.0,0.0,22.74,89.82,22.74,0.00,0.00,0.00,0.00,0.00,0.00,0.79,0.62
241,22.74,92.33,1.16,0.06,1.0,0.0,0.0,22.74,92.33,22.74,450.89,21.23,2.90,139.51,11.81,1.75,-0.98,-0.18
242,28.52,94.84,3.44,0.54,1.0,0.0,0.0,28.52,94.84,28.52,1790.95,42.32,4.27,483.65,21.99,2.97,-0.89,-0.45
243,41.25,94.84,0.15,-0.82,0.0,1.0,0.0,41.25,94.84,41.25,1450.87,38.09,4.06,1547.31,39.34,4.13,1.00,-0.02
244,11.81,97.35,2.06,0.31,0.0,1.0,0.0,11.81,97.35,11.81,0.00,0.00,0.00,0.00,0.00,0.00,0.87,-0.49
245,19.94,97.35,1.42,0.15,1.0,0.0,0.0,19.94,97.35,19.94,369.64,19.23,2.70,124.33,11.15,1.64,0.55,-0.84
246,25.59,97.35,1.79,0.25,1.0,0.0,0.0,25.59,97.35,25.59,1899.03,43.58,4.33,635.56,25.21,3.24,-0.71,-0.70
247,28.52,97.35,3.01,0.48,1.0,0.0,0.0,28.52,97.35,28.52,3302.57,57.47,4.88,712.18,26.69,3.35,-0.96,-0.29
248,6.53,99.86,3.12,0.49,1.0,0.0,0.0,6.53,99.86,6.53,634.53,25.19,3.24,109.05,10.44,1.52,-0.88,0.48
249,9.16,99.86,2.31,0.36,1.0,0.0,0.0,9.16,99.86,9.16,0.00,0.00,0.00,0.00,0.00,0.00,0.79,0.61
250,11.81,99.86,2.01,0.30,1.0,0.0,0.0,11.81,99.86,11.81,0.00,0.00,0.00,0.00,0.00,0.00,-0.80,-0.60
251,14.48,99.86,1.85,0.27,1.0,0.0,0.0,14.48,99.86,14.48,24.50,4.95,0.47,39.35,6.27,0.72,-1.00,0.05
252,22.74,99.86,1.40,0.15,1.0,0.0,0.0,22.74,99.86,22.74,957.22,30.94,3.65,373.57,19.33,2.71,1.00,0.09
253,28.52,99.86,1.42,0.15,1.0,0.0,0.0,28.52,99.86,28.52,1900.91,43.60,4.33,713.29,26.71,3.35,0.52,-0.85
254,31.53,99.86,1.80,0.26,1.0,0.0,0.0,31.53,99.86,31.53,3129.51,55.94,4.83,959.26,30.97,3.65,0.99,0.10
255,37.87,99.86,0.70,-0.15,0.0,1.0,0.0,37.87,99.86,37.87,1397.14,37.38,4.02,1130.14,33.62,3.81,0.85,-0.53
256,41.25,99.86,0.31,-0.50,0.0,1.0,0.0,41.25,99.86,41.25,1304.74,36.12,3.96,1128.46,33.59,3.81,1.00,-0.10
257,3.91,102.37,3.03,0.48,1.0,0.0,0.0,3.91,102.37,3.91,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.74
258,6.53,102.37,3.12,0.49,1.0,0.0,0.0,6.53,102.37,6.53,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.03
259,9.16,102.37,2.40,0.38,1.0,0.0,0.0,9.16,102.37,9.16,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.66
260,22.74,102.37,1.43,0.15,1.0,0.0,0.0,22.74,102.37,22.74,770.24,27.75,3.43,118.41,10.88,1.60,0.98,-0.22
261,25.59,102.37,1.59,0.20,1.0,0.0,0.0,25.59,102.37,25.59,1477.57,38.44,4.08,309.91,17.60,2.52,0.37,-0.93
262,28.52,102.37,1.37,0.14,1.0,0.0,0.0,28.52,102.37,28.52,2135.37,46.21,4.45,623.80,24.98,3.22,0.18,-0.98
263,37.87,102.37,0.86,-0.07,0.0,1.0,0.0,37.87,102.37,37.87,1706.83,41.31,4.22,917.78,30.29,3.60,0.95,-0.30
264,41.25,102.37,0.42,-0.38,0.0,1.0,0.0,41.25,102.37,41.25,1334.64,36.53,3.98,920.27,30.34,3.61,0.99,-0.15
265,-1.30,104.88,2.50,0.40,1.0,0.0,0.0,-1.30,104.88,1.30,52.31,7.23,0.91,36.00,6.00,0.67,0.36,0.93
266,1.30,104.88,2.20,0.34,1.0,0.0,0.0,1.30,104.88,1.30,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.98
267,6.53,104.88,3.43,0.54,1.0,0.0,0.0,6.53,104.88,6.53,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
268,9.16,104.88,2.92,0.46,1.0,0.0,0.0,9.16,104.88,9.16,0.00,0.00,0.00,0.00,0.00,0.00,0.54,-0.84
269,22.74,104.88,1.41,0.15,1.0,0.0,0.0,22.74,104.88,22.74,72.37,8.51,1.17,0.00,0.00,0.00,-0.37,-0.93
270,25.59,104.88,1.58,0.20,1.0,0.0,0.0,25.59,104.88,25.59,548.40,23.42,3.09,284.21,16.86,2.44,0.58,-0.81
271,6.53,107.39,3.62,0.56,1.0,0.0,0.0,6.53,107.39,6.53,0.00,0.00,0.00,0.00,0.00,0.00,-0.17,0.99
272,14.48,107.39,2.88,0.46,1.0,0.0,0.0,14.48,107.39,14.48,0.00,0.00,0.00,0.00,0.00,0.00,1.00,-0.05
273,19.94,107.39,1.87,0.27,1.0,0.0,0.0,19.94,107.39,19.94,230.21,15.17,2.23,49.97,7.07,0.88,0.22,-0.98
274,22.74,107.39,1.32,0.12,1.0,0.0,0.0,22.74,107.39,22.74,0.00,0.00,0.00,0.00,0.00,0.00,0.43,-0.90
275,25.59,107.39,1.23,0.09,1.0,0.0,0.0,25.59,107.39,25.59,75.01,8.66,1.19,121.85,11.04,1.62,0.09,-1.00
276,28.52,107.39,1.27,0.10,1.0,0.0,0.0,28.52,107.39,28.52,486.88,22.07,2.97,334.83,18.30,2.60,0.75,0.67
277,31.53,107.39,1.28,0.11,1.0,0.0,0.0,31.53,107.39,31.53,719.67,26.83,3.36,246.96,15.71,2.30,1.00,-0.00
278,57.32,107.39,0.88,-0.06,1.0,0.0,0.0,57.32,107.39,57.32,1074.02,32.77,3.76,1289.80,35.91,3.94,-0.87,0.50
279,-3.91,109.90,3.59,0.56,1.0,0.0,0.0,-3.91,109.90,3.91,0.00,0.00,0.00,0.00,0.00,0.00,-0.06,1.00
280,11.81,109.90,3.76,0.57,1.0,0.0,0.0,11.81,109.90,11.81,0.00,0.00,0.00,0.00,0.00,0.00,0.92,-0.39
281,22.74,109.90,1.46,0.16,1.0,0.0,0.0,22.74,109.90,22.74,0.00,0.00,0.00,0.00,0.00,0.00,-0.11,-0.99
282,25.59,109.90,1.20,0.08,1.0,0.0,0.0,25.59,109.90,25.59,132.87,11.53,1.70,128.25,11.32,1.67,0.86,-0.51
283,57.32,109.90,0.87,-0.06,1.0,0.0,0.0,57.32,109.90,57.32,1110.57,33.33,3.79,1213.28,34.83,3.88,0.52,0.85
284,-34.64,112.41,0.82,-0.09,1.0,0.0,0.0,-34.64,112.41,34.64,511.92,22.63,3.02,276.95,16.64,2.41,-0.97,0.24
285,-3.91,112.41,3.80,0.58,1.0,0.0,0.0,-3.91,112.41,3.91,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.97
286,3.91,112.41,3.21,0.51,1.0,0.0,0.0,3.91,112.41,3.91,152.29,12.34,1.83,158.00,12.57,1.87,-0.64,0.77
287,6.53,112.41,3.75,0.57,1.0,0.0,0.0,6.53,112.41,6.53,0.00,0.00,0.00,0.00,0.00,0.00,-0.74,0.67
288,-1.30,114.92,2.33,0.37,1.0,0.0,0.0,-1.30,114.92,1.30,0.00,0.00,0.00,0.00,0.00,0.00,0.81,-0.58
289,3.91,114.92,3.36,0.53,1.0,0.0,0.0,3.91,114.92,3.91,759.20,27.55,3.41,136.04,11.66,1.73,0.88,0.48
290,6.53,114.92,3.74,0.57,1.0,0.0,0.0,6.53,114.92,6.53,1369.65,37.01,4.00,70.51,8.40,1.14,-0.67,0.75
291,28.52,114.92,1.08,0.03,1.0,0.0,0.0,28.52,114.92,28.52,441.99,21.02,2.88,169.89,13.03,1.94,-0.24,0.97
292,-1.30,117.43,2.32,0.37,1.0,0.0,0.0,-1.30,117.43,1.30,0.00,0.00,0.00,34.42,5.87,0.64,0.21,0.98
293,1.30,117.43,2.16,0.33,1.0,0.0,0.0,1.30,117.43,1.30,0.00,0.00,0.00,0.00,0.00,0.00,0.34,-0.94
294,3.91,117.43,2.92,0.47,1.0,0.0,0.0,3.91,117.43,3.91,0.00,0.00,0.00,0.00,0.00,0.00,0.72,0.70
295,6.53,117.43,3.69,0.57,1.0,0.0,0.0,6.53,117.43,6.53,0.00,0.00,0.00,0.00,0.00,0.00,0.63,0.77
296,28.52,117.43,1.13,0.05,1.0,0.0,0.0,28.52,117.43,28.52,504.33,22.46,3.01,79.86,8.94,1.25,0.69,-0.72
297,34.64,117.43,1.17,0.07,1.0,0.0,0.0,34.64,117.43,34.64,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.95
298,41.25,117.43,1.32,0.12,1.0,0.0,0.0,41.25,117.43,41.25,0.00,0.00,0.00,0.00,0.00,0.00,0.80,-0.60
299,-31.53,119.94,1.09,0.04,1.0,0.0,0.0,-31.53,119.94,31.53,421.39,20.53,2.83,578.80,24.06,3.14,-0.50,0.86
300,6.53,119.94,3.56,0.55,1.0,0.0,0.0,6.53,119.94,6.53,0.00,0.00,0.00,0.00,0.00,0.00,0.22,-0.98
301,17.19,119.94,2.85,0.45,1.0,0.0,0.0,17.19,119.94,17.19,0.00,0.00,0.00,0.00,0.00,0.00,-0.99,0.12
302,28.52,119.94,1.02,0.01,1.0,0.0,0.0,28.52,119.94,28.52,0.00,0.00,0.00,0.00,0.00,0.00,0.93,-0.36
303,34.64,119.94,0.99,-0.00,1.0,0.0,0.0,34.64,119.94,34.64,0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.41
304,-1.30,122.45,2.33,0.37,1.0,0.0,0.0,-1.30,122.45,1.30,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.93
305,9.16,122.45,4.03,0.61,1.0,0.0,0.0,9.16,122.45,9.16,0.00,0.00,0.00,0.00,0.00,0.00,-0.96,0.28
306,28.52,122.45,1.07,0.03,1.0,0.0,0.0,28.52,122.45,28.52,0.00,0.00,0.00,0.00,0.00,0.00,0.78,-0.62
307,37.87,122.45,1.09,0.04,1.0,0.0,0.0,37.87,122.45,37.87,0.00,0.00,0.00,0.00,0.00,0.00,0.49,-0.87
308,57.32,124.96,0.88,-0.05,1.0,0.0,0.0,57.32,124.96,57.32,481.70,21.95,2.96,545.57,23.36,3.09,1.00,0.00
309,37.87,127.47,1.34,0.13,1.0,0.0,0.0,37.87,127.47,37.87,301.50,17.36,2.50,58.76,7.67,1.00,-0.71,-0.70
310,41.25,127.47,1.18,0.07,1.0,0.0,0.0,41.25,127.47,41.25,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,1.00
311,44.82,127.47,1.14,0.06,1.0,0.0,0.0,44.82,127.47,44.82,453.23,21.29,2.90,88.62,9.41,1.34,0.92,-0.40
312,57.32,127.47,1.02,0.01,1.0,0.0,0.0,57.32,127.47,57.32,783.09,27.98,3.45,394.89,19.87,2.76,1.00,-0.04
313,-11.81,129.98,2.48,0.39,1.0,0.0,0.0,-11.81,129.98,11.81,0.00,0.00,0.00,0.00,0.00,0.00,0.93,0.38
314,-1.30,129.98,2.11,0.32,1.0,0.0,0.0,-1.30,129.98,1.30,0.00,0.00,0.00,0.00,0.00,0.00,0.99,-0.12
315,3.91,129.98,2.47,0.39,1.0,0.0,0.0,3.91,129.98,3.91,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.83
316,6.53,129.98,3.70,0.57,1.0,0.0,0.0,6.53,129.98,6.53,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.60
317,9.16,129.98,4.02,0.60,1.0,0.0,0.0,9.16,129.98,9.16,0.00,0.00,0.00,0.00,0.00,0.00,0.99,-0.16
318,34.64,129.98,1.61,0.21,1.0,0.0,0.0,34.64,129.98,34.64,194.37,13.94,2.07,49.61,7.04,0.88,0.95,-0.31
319,37.87,129.98,1.46,0.17,1.0,0.0,0.0,37.87,129.98,37.87,0.00,0.00,0.00,0.00,0.00,0.00,-0.68,0.73
320,44.82,129.98,0.90,-0.05,1.0,0.0,0.0,44.82,129.98,44.82,0.00,0.00,0.00,0.00,0.00,0.00,0.89,-0.46
321,48.63,129.98,0.95,-0.02,1.0,0.0,0.0,48.63,129.98,48.63,76.43,8.74,1.21,103.11,10.15,1.47,-0.34,0.94
322,52.75,129.98,1.07,0.03,1.0,0.0,0.0,52.75,129.98,52.75,708.10,26.61,3.34,307.32,17.53,2.52,0.90,-0.43
323,69.02,129.98,0.44,-0.36,1.0,0.0,0.0,69.02,129.98,69.02,298.16,17.27,2.49,346.36,18.61,2.63,-1.00,-0.10
324,3.91,132.49,2.44,0.39,1.0,0.0,0.0,3.91,132.49,3.91,0.00,0.00,0.00,0.00,0.00,0.00,0.84,0.54
325,6.53,132.49,3.77,0.58,1.0,0.0,0.0,6.53,132.49,6.53,0.00,0.00,0.00,0.00,0.00,0.00,0.63,0.77
326,37.87,132.49,1.65,0.22,1.0,0.0,0.0,37.87,132.49,37.87,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,1.00
327,48.63,132.49,0.99,-0.00,1.0,0.0,0.0,48.63,132.49,48.63,138.78,11.78,1.74,103.62,10.18,1.48,0.35,0.94
328,-34.64,135.00,0.76,-0.12,0.0,1.0,0.0,-34.64,135.00,34.64,18.67,4.32,0.37,131.81,11.48,1.70,0.68,-0.73
329,-28.52,135.00,1.09,0.04,1.0,0.0,0.0,-28.52,135.00,28.52,167.06,12.93,1.92,296.74,17.23,2.48,0.34,0.94
330,-19.94,135.00,1.27,0.10,1.0,0.0,0.0,-19.94,135.00,19.94,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.04
331,37.87,135.00,1.72,0.24,1.0,0.0,0.0,37.87,135.00,37.87,248.85,15.77,2.31,46.54,6.82,0.83,-0.95,0.31
332,69.02,135.00,0.52,-0.28,1.0,0.0,0.0,69.02,135.00,69.02,388.13,19.70,2.75,311.20,17.64,2.53,0.91,0.41
333,-37.87,137.51,0.82,-0.09,1.0,0.0,0.0,-37.87,137.51,37.87,0.00,0.00,0.00,0.00,0.00,0.00,-0.72,-0.69
334,6.53,137.51,3.90,0.59,1.0,0.0,0.0,6.53,137.51,6.53,0.00,0.00,0.00,0.00,0.00,0.00,0.87,0.50
335,41.25,137.51,1.69,0.23,1.0,0.0,0.0,41.25,137.51,41.25,0.00,0.00,0.00,0.00,0.00,0.00,-0.95,0.32
336,48.63,137.51,1.12,0.05,1.0,0.0,0.0,48.63,137.51,48.63,0.00,0.00,0.00,0.00,0.00,0.00,0.67,-0.74
337,52.75,137.51,1.21,0.08,1.0,0.0,0.0,52.75,137.51,52.75,891.12,29.85,3.57,104.05,10.20,1.48,0.97,-0.26
338,-28.52,140.02,1.11,0.05,1.0,0.0,0.0,-28.52,140.02,28.52,184.46,13.58,2.02,344.15,18.55,2.63,-0.59,0.81
339,41.25,140.02,1.70,0.23,1.0,0.0,0.0,41.25,140.02,41.25,433.31,20.82,2.86,48.76,6.98,0.86,0.82,-0.58
340,44.82,140.02,1.57,0.20,1.0,0.0,0.0,44.82,140.02,44.82,0.00,0.00,0.00,35.87,5.99,0.67,-0.06,-1.00
341,48.63,140.02,1.07,0.03,1.0,0.0,0.0,48.63,140.02,48.63,0.00,0.00,0.00,0.00,0.00,0.00,-0.93,0.38
342,-41.25,142.53,0.99,-0.00,1.0,0.0,0.0,-41.25,142.53,41.25,29.11,5.40,0.55,229.00,15.13,2.23,-0.94,0.35
343,44.82,142.53,1.76,0.25,1.0,0.0,0.0,44.82,142.53,44.82,0.00,0.00,0.00,35.92,5.99,0.67,-0.08,-1.00
344,48.63,142.53,1.30,0.11,1.0,0.0,1.0,48.63,142.53,48.63,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.08
345,52.75,142.53,1.04,0.02,1.0,0.0,1.0,52.75,142.53,52.75,0.00,0.00,0.00,0.00,0.00,0.00,0.79,0.62
346,57.32,142.53,0.94,-0.03,1.0,0.0,1.0,57.32,142.53,57.32,0.00,0.00,0.00,0.00,0.00,0.00,0.74,0.67
347,-41.25,145.04,1.13,0.05,1.0,0.0,0.0,-41.25,145.04,41.25,233.84,15.29,2.25,355.53,18.86,2.66,0.91,-0.41
348,-11.81,145.04,3.53,0.55,1.0,0.0,0.0,-11.81,145.04,11.81,0.00,0.00,0.00,0.00,0.00,0.00,0.14,-0.99
349,9.16,145.04,3.77,0.58,1.0,0.0,0.0,9.16,145.04,9.16,0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.42
350,48.63,145.04,1.61,0.21,1.0,0.0,0.0,48.63,145.04,48.63,0.00,0.00,0.00,0.00,0.00,0.00,-0.99,0.12
351,-28.52,147.55,1.18,0.07,1.0,0.0,0.0,-28.52,147.55,28.52,0.00,0.00,0.00,0.00,0.00,0.00,1.00,-0.01
352,-14.48,147.55,2.74,0.44,1.0,0.0,0.0,-14.48,147.55,14.48,0.00,0.00,0.00,0.00,0.00,0.00,0.46,-0.89
