region_id,centroid_x,centroid_y,Precipitation,Log Precipitation,Coal Deposits,Evaporites Deposits,Glacial Deposits,Latitude,Longitude,Abs Latitude,Squared Abs Latitude,Elevation,Sqrt Elevation,ASinh Elevation Sc50,ASinh Elevation Sc70,Dist to Shore,Sqrt Dist,ASinh Dist Sc50,ASinh Dist Sc70,Sin Angle Shore,Cos Angle Shore
46,49.80,-112.50,1.53,0.42,0.0,0.0,0.0,49.80,-112.50,49.80,2480.01,1896.16,43.54,4.33,3.99,537.41,23.18,3.07,2.74,-1.00,0.09
47,54.75,-112.50,1.18,0.17,1.0,0.0,0.0,54.75,-112.50,54.75,2997.53,717.74,26.79,3.36,3.02,583.51,24.16,3.15,2.82,-0.88,-0.48
48,60.42,-112.50,0.63,-0.46,0.0,0.0,0.0,60.42,-112.50,60.42,3650.44,200.00,14.14,2.09,1.77,1028.90,32.08,3.72,3.38,-0.93,-0.37
49,67.40,-112.50,0.58,-0.54,0.0,0.0,0.0,67.40,-112.50,67.40,4542.96,200.00,14.14,2.09,1.77,823.83,28.70,3.50,3.16,-0.57,0.82
50,30.02,-109.50,0.81,-0.22,0.0,0.0,0.0,30.02,-109.50,30.02,900.92,0.00,0.00,0.00,0.00,183.89,13.56,2.01,1.69,-0.79,-0.61
51,33.57,-109.50,0.74,-0.31,0.0,1.0,0.0,33.57,-109.50,33.57,1126.72,1899.55,43.58,4.33,3.99,327.02,18.08,2.58,2.25,-0.99,0.16
52,37.27,-109.50,0.80,-0.23,1.0,1.0,1.0,37.27,-109.50,37.27,1389.17,1239.39,35.21,3.90,3.57,476.47,21.83,2.95,2.62,-0.86,-0.51
53,41.17,-109.50,0.87,-0.14,0.0,0.0,0.0,41.17,-109.50,41.17,1694.98,1245.28,35.29,3.91,3.57,658.90,25.67,3.27,2.94,-0.86,-0.50
54,45.32,-109.50,1.42,0.35,0.0,1.0,0.0,45.32,-109.50,45.32,2053.75,1609.40,40.12,4.16,3.83,839.46,28.97,3.51,3.18,-0.85,-0.53
55,49.80,-109.50,1.13,0.12,0.0,0.0,0.0,49.80,-109.50,49.80,2480.01,1014.14,31.85,3.70,3.37,751.76,27.42,3.40,3.07,-1.00,0.10
56,54.75,-109.50,0.76,-0.28,0.0,0.0,0.0,54.75,-109.50,54.75,2997.53,200.00,14.14,2.09,1.77,759.72,27.56,3.42,3.08,-0.94,-0.33
57,60.42,-109.50,0.60,-0.50,0.0,0.0,0.0,60.42,-109.50,60.42,3650.44,200.00,14.14,2.09,1.77,1136.37,33.71,3.82,3.48,-0.63,-0.77
58,67.40,-109.50,0.57,-0.56,0.0,0.0,0.0,67.40,-109.50,67.40,4542.96,200.00,14.14,2.09,1.77,900.39,30.01,3.58,3.25,-0.62,0.78
59,26.59,-106.50,1.01,0.01,0.0,0.0,0.0,26.59,-106.50,26.59,706.89,0.00,0.00,0.00,0.00,183.47,13.55,2.01,1.69,-0.27,-0.96
60,30.02,-106.50,0.93,-0.07,0.0,0.0,0.0,30.02,-106.50,30.02,900.92,1900.00,43.59,4.33,3.99,449.83,21.21,2.89,2.56,-0.97,-0.23
61,33.57,-106.50,1.00,0.00,0.0,1.0,0.0,33.57,-106.50,33.57,1126.72,1900.00,43.59,4.33,3.99,602.55,24.55,3.18,2.85,-0.99,0.11
62,37.27,-106.50,0.81,-0.21,0.0,1.0,0.0,37.27,-106.50,37.27,1389.17,1900.00,43.59,4.33,3.99,690.68,26.28,3.32,2.98,-0.87,-0.50
63,41.17,-106.50,0.99,-0.01,1.0,0.0,0.0,41.17,-106.50,41.17,1694.98,1900.00,43.59,4.33,3.99,867.26,29.45,3.55,3.21,-0.87,-0.49
64,45.32,-106.50,1.10,0.10,1.0,0.0,0.0,45.32,-106.50,45.32,2053.75,1190.53,34.50,3.86,3.53,1047.76,32.37,3.74,3.40,-0.92,-0.39
65,49.80,-106.50,0.81,-0.21,0.0,0.0,0.0,49.80,-106.50,49.80,2480.01,200.00,14.14,2.09,1.77,964.73,31.06,3.65,3.32,-0.97,0.23
66,54.75,-106.50,0.66,-0.41,0.0,0.0,0.0,54.75,-106.50,54.75,2997.53,200.00,14.14,2.09,1.77,944.51,30.73,3.63,3.30,-0.97,-0.23
67,60.42,-106.50,0.63,-0.47,0.0,0.0,0.0,60.42,-106.50,60.42,3650.44,200.00,14.14,2.09,1.77,1249.59,35.35,3.91,3.58,-0.74,-0.68
68,67.40,-106.50,0.66,-0.42,0.0,0.0,0.0,67.40,-106.50,67.40,4542.96,200.00,14.14,2.09,1.77,968.26,31.12,3.66,3.32,-0.55,0.84
69,26.59,-103.50,1.36,0.31,0.0,0.0,0.0,26.59,-103.50,26.59,706.89,1900.00,43.59,4.33,3.99,382.00,19.54,2.73,2.40,-0.66,-0.75
70,30.02,-103.50,0.98,-0.02,0.0,1.0,0.0,30.02,-103.50,30.02,900.92,1900.00,43.59,4.33,3.99,655.75,25.61,3.27,2.93,-0.54,-0.84
71,33.57,-103.50,1.05,0.05,0.0,1.0,0.0,33.57,-103.50,33.57,1126.72,1067.01,32.67,3.75,3.42,874.67,29.57,3.56,3.22,-0.83,-0.55
72,37.27,-103.50,1.22,0.20,0.0,0.0,0.0,37.27,-103.50,37.27,1389.17,404.85,20.12,2.79,2.46,931.85,30.53,3.62,3.28,-0.94,-0.34
73,41.17,-103.50,1.08,0.08,0.0,0.0,0.0,41.17,-103.50,41.17,1694.98,397.33,19.93,2.77,2.44,1094.35,33.08,3.78,3.44,-0.93,-0.36
74,45.32,-103.50,0.98,-0.02,0.0,0.0,0.0,45.32,-103.50,45.32,2053.75,200.00,14.14,2.09,1.77,1268.07,35.61,3.93,3.59,-0.96,-0.29
75,49.80,-103.50,0.66,-0.42,0.0,0.0,0.0,49.80,-103.50,49.80,2480.01,200.00,14.14,2.09,1.77,1174.58,34.27,3.85,3.51,-0.97,0.22
76,54.75,-103.50,0.64,-0.45,0.0,0.0,0.0,54.75,-103.50,54.75,2997.53,200.00,14.14,2.09,1.77,1133.45,33.67,3.81,3.48,-0.99,-0.15
77,60.42,-103.50,0.74,-0.30,0.0,0.0,0.0,60.42,-103.50,60.42,3650.44,200.00,14.14,2.09,1.77,1377.75,37.12,4.01,3.67,-0.81,-0.58
78,67.40,-103.50,0.62,-0.48,0.0,0.0,0.0,67.40,-103.50,67.40,4542.96,200.00,14.14,2.09,1.77,1041.49,32.27,3.73,3.39,-0.59,0.81
79,23.26,-100.50,0.90,-0.11,0.0,0.0,0.0,23.26,-100.50,23.26,541.01,1882.19,43.38,4.32,3.99,256.49,16.02,2.34,2.01,-0.20,-0.98
80,26.59,-100.50,0.84,-0.17,0.0,0.0,0.0,26.59,-100.50,26.59,706.89,1900.00,43.59,4.33,3.99,471.56,21.72,2.94,2.61,0.94,0.35
81,30.02,-100.50,1.05,0.05,0.0,0.0,0.0,30.02,-100.50,30.02,900.92,1632.27,40.40,4.18,3.84,491.59,22.17,2.98,2.65,0.90,-0.44
82,33.57,-100.50,1.11,0.11,0.0,0.0,0.0,33.57,-100.50,33.57,1126.72,200.00,14.14,2.09,1.77,653.69,25.57,3.27,2.93,0.81,-0.59
83,37.27,-100.50,1.17,0.16,0.0,1.0,0.0,37.27,-100.50,37.27,1389.17,200.00,14.14,2.09,1.77,901.89,30.03,3.59,3.25,0.78,-0.62
84,41.17,-100.50,1.07,0.07,0.0,0.0,0.0,41.17,-100.50,41.17,1694.98,200.00,14.14,2.09,1.77,1218.77,34.91,3.89,3.55,0.58,-0.81
85,45.32,-100.50,0.86,-0.15,1.0,0.0,0.0,45.32,-100.50,45.32,2053.75,200.00,14.14,2.09,1.77,1494.86,38.66,4.09,3.75,-0.98,-0.22
86,49.80,-100.50,0.65,-0.44,0.0,0.0,0.0,49.80,-100.50,49.80,2480.01,200.00,14.14,2.09,1.77,1384.47,37.21,4.01,3.68,-0.97,0.23
87,54.75,-100.50,0.64,-0.44,0.0,0.0,0.0,54.75,-100.50,54.75,2997.53,200.00,14.14,2.09,1.77,1324.50,36.39,3.97,3.63,-1.00,-0.09
88,60.42,-100.50,0.73,-0.32,0.0,0.0,0.0,60.42,-100.50,60.42,3650.44,200.00,14.14,2.09,1.77,1516.84,38.95,4.11,3.77,-0.87,-0.49
89,67.40,-100.50,0.59,-0.54,0.0,0.0,0.0,67.40,-100.50,67.40,4542.96,200.00,14.14,2.09,1.77,1119.88,33.46,3.80,3.47,-0.63,0.78
90,20.01,-97.50,0.68,-0.38,0.0,0.0,0.0,20.01,-97.50,20.01,400.54,1187.61,34.46,3.86,3.53,124.27,11.15,1.64,1.34,-0.42,-0.91
91,23.26,-97.50,1.20,0.18,0.0,0.0,0.0,23.26,-97.50,23.26,541.01,1900.00,43.59,4.33,3.99,319.06,17.86,2.55,2.22,0.79,0.61
92,26.59,-97.50,0.93,-0.07,0.0,0.0,0.0,26.59,-97.50,26.59,706.89,1382.81,37.19,4.01,3.68,215.96,14.70,2.17,1.85,0.68,0.73
93,30.02,-97.50,0.95,-0.05,0.0,0.0,0.0,30.02,-97.50,30.02,900.92,200.00,14.14,2.09,1.77,240.73,15.52,2.28,1.95,1.00,0.00
94,33.57,-97.50,1.14,0.13,0.0,0.0,0.0,33.57,-97.50,33.57,1126.72,200.00,14.14,2.09,1.77,435.50,20.87,2.86,2.53,0.77,-0.64
95,37.27,-97.50,1.16,0.15,0.0,1.0,0.0,37.27,-97.50,37.27,1389.17,200.00,14.14,2.09,1.77,716.09,26.76,3.36,3.02,0.59,-0.81
96,41.17,-97.50,0.98,-0.02,0.0,1.0,0.0,41.17,-97.50,41.17,1694.98,200.00,14.14,2.09,1.77,1075.23,32.79,3.76,3.43,0.57,-0.82
97,45.32,-97.50,0.77,-0.27,0.0,0.0,0.0,45.32,-97.50,45.32,2053.75,200.00,14.14,2.09,1.77,1478.68,38.45,4.08,3.74,0.41,-0.91
98,49.80,-97.50,0.63,-0.45,0.0,0.0,0.0,49.80,-97.50,49.80,2480.01,200.00,14.14,2.09,1.77,1590.15,39.88,4.15,3.82,-0.95,0.30
99,54.75,-97.50,0.65,-0.42,0.0,0.0,0.0,54.75,-97.50,54.75,2997.53,200.00,14.14,2.09,1.77,1516.59,38.94,4.11,3.77,-1.00,-0.04
100,60.42,-97.50,0.74,-0.30,0.0,0.0,0.0,60.42,-97.50,60.42,3650.44,200.00,14.14,2.09,1.77,1663.90,40.79,4.20,3.86,-0.91,-0.41
101,67.40,-97.50,0.61,-0.50,0.0,0.0,0.0,67.40,-97.50,67.40,4542.96,200.00,14.14,2.09,1.77,1202.27,34.67,3.87,3.54,-0.66,0.76
102,16.83,-94.50,1.68,0.52,1.0,0.0,0.0,16.83,-94.50,16.83,283.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.38,-0.93
103,20.01,-94.50,2.17,0.77,1.0,0.0,0.0,20.01,-94.50,20.01,400.54,764.28,27.65,3.42,3.09,190.89,13.82,2.05,1.73,0.82,0.58
104,33.57,-94.50,1.20,0.18,0.0,0.0,0.0,33.57,-94.50,33.57,1126.72,200.00,14.14,2.09,1.77,223.63,14.95,2.20,1.88,0.63,-0.77
105,37.27,-94.50,1.23,0.21,0.0,0.0,0.0,37.27,-94.50,37.27,1389.17,200.00,14.14,2.09,1.77,571.65,23.91,3.13,2.80,0.57,-0.82
106,41.17,-94.50,0.96,-0.04,0.0,0.0,0.0,41.17,-94.50,41.17,1694.98,200.00,14.14,2.09,1.77,959.83,30.98,3.65,3.31,0.34,-0.94
107,45.32,-94.50,0.76,-0.27,0.0,1.0,0.0,45.32,-94.50,45.32,2053.75,200.00,14.14,2.09,1.77,1402.21,37.45,4.03,3.69,0.23,-0.97
108,49.80,-94.50,0.66,-0.42,0.0,0.0,0.0,49.80,-94.50,49.80,2480.01,200.00,14.14,2.09,1.77,1795.46,42.37,4.27,3.94,-0.95,0.30
109,54.75,-94.50,0.66,-0.42,0.0,0.0,0.0,54.75,-94.50,54.75,2997.53,200.00,14.14,2.09,1.77,1709.07,41.34,4.23,3.89,-1.00,0.00
110,60.42,-94.50,0.76,-0.28,0.0,0.0,0.0,60.42,-94.50,60.42,3650.44,200.00,14.14,2.09,1.77,1816.74,42.62,4.29,3.95,-0.94,-0.34
111,67.40,-94.50,0.56,-0.57,0.0,0.0,0.0,67.40,-94.50,67.40,4542.96,200.00,14.14,2.09,1.77,1276.93,35.73,3.93,3.60,0.60,0.80
112,16.83,-91.50,0.85,-0.16,0.0,0.0,0.0,16.83,-91.50,16.83,283.35,68.23,8.26,1.12,0.86,106.88,10.34,1.50,1.21,0.50,-0.87
113,33.57,-91.50,1.21,0.19,0.0,0.0,0.0,33.57,-91.50,33.57,1126.72,200.00,14.14,2.09,1.77,78.30,8.85,1.23,0.96,0.60,-0.80
114,37.27,-91.50,1.33,0.29,0.0,0.0,0.0,37.27,-91.50,37.27,1389.17,200.00,14.14,2.09,1.77,477.15,21.84,2.95,2.62,0.10,-1.00
115,41.17,-91.50,1.01,0.01,0.0,0.0,0.0,41.17,-91.50,41.17,1694.98,200.00,14.14,2.09,1.77,909.56,30.16,3.59,3.26,0.05,-1.00
116,45.32,-91.50,0.85,-0.16,0.0,0.0,0.0,45.32,-91.50,45.32,2053.75,200.00,14.14,2.09,1.77,1370.41,37.02,4.00,3.67,0.03,-1.00
117,49.80,-91.50,0.71,-0.34,0.0,0.0,0.0,49.80,-91.50,49.80,2480.01,200.00,14.14,2.09,1.77,1868.50,43.23,4.31,3.98,0.03,-1.00
118,54.75,-91.50,0.71,-0.34,0.0,0.0,0.0,54.75,-91.50,54.75,2997.53,200.00,14.14,2.09,1.77,1901.53,43.61,4.33,4.00,-1.00,0.04
119,60.42,-91.50,0.74,-0.30,0.0,0.0,0.0,60.42,-91.50,60.42,3650.44,200.00,14.14,2.09,1.77,1817.82,42.64,4.29,3.95,0.91,0.41
120,67.40,-91.50,0.59,-0.54,0.0,0.0,0.0,67.40,-91.50,67.40,4542.96,200.00,14.14,2.09,1.77,1201.70,34.67,3.87,3.54,0.57,0.82
121,16.83,-88.50,0.61,-0.50,0.0,0.0,0.0,16.83,-88.50,16.83,283.35,610.11,24.70,3.20,2.86,184.87,13.60,2.02,1.70,-0.87,-0.50
122,33.57,-88.50,1.21,0.19,0.0,0.0,0.0,33.57,-88.50,33.57,1126.72,200.00,14.14,2.09,1.77,78.30,8.85,1.23,0.96,0.60,-0.80
123,37.27,-88.50,1.53,0.42,0.0,0.0,0.0,37.27,-88.50,37.27,1389.17,200.00,14.14,2.09,1.77,477.15,21.84,2.95,2.62,0.10,-1.00
124,41.17,-88.50,1.16,0.15,0.0,0.0,0.0,41.17,-88.50,41.17,1694.98,200.00,14.14,2.09,1.77,909.56,30.16,3.59,3.26,0.05,-1.00
125,45.32,-88.50,1.01,0.01,0.0,0.0,0.0,45.32,-88.50,45.32,2053.75,200.00,14.14,2.09,1.77,1370.41,37.02,4.00,3.67,0.03,-1.00
126,49.80,-88.50,0.94,-0.07,0.0,0.0,0.0,49.80,-88.50,49.80,2480.01,200.00,14.14,2.09,1.77,1689.42,41.10,4.21,3.88,0.83,-0.56
127,54.75,-88.50,0.82,-0.20,0.0,0.0,0.0,54.75,-88.50,54.75,2997.53,200.00,14.14,2.09,1.77,1964.76,44.33,4.36,4.03,0.83,0.55
128,60.42,-88.50,0.74,-0.30,0.0,0.0,0.0,60.42,-88.50,60.42,3650.44,200.00,14.14,2.09,1.77,1667.09,40.83,4.20,3.86,0.92,0.40
129,67.40,-88.50,0.65,-0.44,0.0,0.0,0.0,67.40,-88.50,67.40,4542.96,200.00,14.14,2.09,1.77,1130.48,33.62,3.81,3.48,0.54,0.84
130,13.71,-85.50,0.83,-0.19,1.0,0.0,0.0,13.71,-85.50,13.71,187.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.85,-0.52
131,16.83,-85.50,0.67,-0.39,0.0,0.0,0.0,16.83,-85.50,16.83,283.35,312.33,17.67,2.53,2.20,140.19,11.84,1.75,1.44,0.38,0.93
132,23.26,-85.50,0.83,-0.18,0.0,0.0,0.0,23.26,-85.50,23.26,541.01,0.00,0.00,0.00,0.00,96.81,9.84,1.41,1.13,0.52,0.85
133,30.02,-85.50,0.97,-0.03,1.0,0.0,0.0,30.02,-85.50,30.02,900.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.14,-0.99
134,33.57,-85.50,1.24,0.21,0.0,0.0,0.0,33.57,-85.50,33.57,1126.72,200.00,14.14,2.09,1.77,180.37,13.43,1.99,1.68,-0.26,-0.97
135,37.27,-85.50,1.42,0.35,0.0,0.0,0.0,37.27,-85.50,37.27,1389.17,200.00,14.14,2.09,1.77,526.53,22.95,3.05,2.72,-0.44,-0.90
136,41.17,-85.50,1.21,0.19,0.0,0.0,0.0,41.17,-85.50,41.17,1694.98,200.00,14.14,2.09,1.77,935.03,30.58,3.62,3.29,-0.25,-0.97
137,45.32,-85.50,1.03,0.03,0.0,0.0,0.0,45.32,-85.50,45.32,2053.75,200.00,14.14,2.09,1.77,1244.82,35.28,3.91,3.57,0.87,-0.50
138,49.80,-85.50,0.93,-0.08,0.0,0.0,0.0,49.80,-85.50,49.80,2480.01,200.00,14.14,2.09,1.77,1518.04,38.96,4.11,3.77,0.76,-0.65
139,54.75,-85.50,0.84,-0.18,0.0,0.0,0.0,54.75,-85.50,54.75,2997.53,200.00,14.14,2.09,1.77,1804.69,42.48,4.28,3.94,0.83,0.56
140,60.42,-85.50,0.76,-0.27,0.0,0.0,0.0,60.42,-85.50,60.42,3650.44,200.00,14.14,2.09,1.77,1515.89,38.93,4.11,3.77,0.92,0.39
141,67.40,-85.50,0.66,-0.41,0.0,0.0,0.0,67.40,-85.50,67.40,4542.96,200.00,14.14,2.09,1.77,1064.29,32.62,3.75,3.42,0.49,0.87
142,10.62,-82.50,0.48,-0.74,1.0,0.0,0.0,10.62,-82.50,10.62,112.76,843.54,29.04,3.52,3.18,69.12,8.31,1.13,0.87,-0.79,0.61
143,33.57,-82.50,1.26,0.23,0.0,0.0,0.0,33.57,-82.50,33.57,1126.72,535.24,23.14,3.07,2.73,78.30,8.85,1.23,0.96,0.60,-0.80
144,37.27,-82.50,1.42,0.35,0.0,0.0,0.0,37.27,-82.50,37.27,1389.17,200.00,14.14,2.09,1.77,476.47,21.83,2.95,2.62,0.86,-0.51
145,41.17,-82.50,1.22,0.20,0.0,0.0,0.0,41.17,-82.50,41.17,1694.98,200.00,14.14,2.09,1.77,790.81,28.12,3.46,3.12,0.52,-0.85
146,45.32,-82.50,0.99,-0.01,0.0,0.0,0.0,45.32,-82.50,45.32,2053.75,200.00,14.14,2.09,1.77,1041.21,32.27,3.73,3.39,0.86,-0.51
147,49.80,-82.50,0.93,-0.07,0.0,0.0,0.0,49.80,-82.50,49.80,2480.01,200.00,14.14,2.09,1.77,1365.20,36.95,4.00,3.66,0.66,-0.75
148,54.75,-82.50,0.83,-0.19,0.0,0.0,0.0,54.75,-82.50,54.75,2997.53,200.00,14.14,2.09,1.77,1646.31,40.57,4.19,3.85,0.82,0.58
149,60.42,-82.50,0.78,-0.25,0.0,0.0,0.0,60.42,-82.50,60.42,3650.44,200.00,14.14,2.09,1.77,1364.47,36.94,4.00,3.66,0.92,0.39
