region_id,centroid_x,centroid_y,Precipitation,Log Precipitation,Coal Deposits,Evaporites Deposits,Glacial Deposits,Latitude,Longitude,Abs Latitude,Squared Abs Latitude,Elevation,Sqrt Elevation,ASinh Elevation Sc50,ASinh Elevation Sc70,Dist to Shore,Sqrt Dist,ASinh Dist Sc50,ASinh Dist Sc70,Sin Angle Shore,Cos Angle Shore
150,67.40,-82.50,0.62,-0.48,0.0,0.0,0.0,67.40,-82.50,67.40,4542.96,200.00,14.14,2.09,1.77,992.01,31.50,3.68,3.35,0.56,0.83
151,37.27,-79.50,1.27,0.24,0.0,0.0,0.0,37.27,-79.50,37.27,1389.17,673.41,25.95,3.29,2.96,286.26,16.92,2.45,2.12,0.48,-0.88
152,41.17,-79.50,1.22,0.20,0.0,0.0,0.0,41.17,-79.50,41.17,1694.98,200.00,14.14,2.09,1.77,588.36,24.26,3.16,2.83,0.82,-0.57
153,45.32,-79.50,1.07,0.07,0.0,0.0,0.0,45.32,-79.50,45.32,2053.75,200.00,14.14,2.09,1.77,851.26,29.18,3.53,3.19,0.75,-0.66
154,49.80,-79.50,1.00,-0.00,0.0,0.0,0.0,49.80,-79.50,49.80,2480.01,200.00,14.14,2.09,1.77,1218.16,34.90,3.89,3.55,0.83,-0.55
155,54.75,-79.50,0.86,-0.15,0.0,0.0,0.0,54.75,-79.50,54.75,2997.53,200.00,14.14,2.09,1.77,1490.54,38.61,4.09,3.75,0.80,0.60
156,60.42,-79.50,0.80,-0.23,0.0,0.0,0.0,60.42,-79.50,60.42,3650.44,200.00,14.14,2.09,1.77,1211.38,34.80,3.88,3.55,0.95,0.31
157,67.40,-79.50,0.62,-0.48,0.0,0.0,0.0,67.40,-79.50,67.40,4542.96,200.00,14.14,2.09,1.77,903.11,30.05,3.59,3.25,0.73,0.68
158,-4.53,-76.50,3.07,1.12,0.0,0.0,0.0,-4.53,-76.50,4.53,20.52,1218.27,34.90,3.89,3.55,174.25,13.20,1.96,1.64,-0.95,-0.30
159,-1.51,-76.50,2.40,0.88,0.0,0.0,0.0,-1.51,-76.50,1.51,2.28,1189.66,34.49,3.86,3.53,175.44,13.25,1.97,1.65,-0.95,-0.31
160,20.01,-76.50,0.42,-0.87,1.0,0.0,0.0,20.01,-76.50,20.01,400.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.42
161,37.27,-76.50,1.23,0.20,0.0,0.0,0.0,37.27,-76.50,37.27,1389.17,1045.50,32.33,3.73,3.40,136.35,11.68,1.73,1.42,0.98,-0.21
162,41.17,-76.50,1.13,0.13,0.0,0.0,0.0,41.17,-76.50,41.17,1694.98,200.00,14.14,2.09,1.77,383.20,19.58,2.73,2.40,0.79,-0.61
163,45.32,-76.50,1.09,0.09,0.0,0.0,0.0,45.32,-76.50,45.32,2053.75,200.00,14.14,2.09,1.77,696.24,26.39,3.33,2.99,0.55,-0.83
164,49.80,-76.50,1.01,0.01,0.0,0.0,0.0,49.80,-76.50,49.80,2480.01,200.00,14.14,2.09,1.77,1048.35,32.38,3.74,3.40,0.74,-0.68
165,54.75,-76.50,0.91,-0.10,0.0,0.0,0.0,54.75,-76.50,54.75,2997.53,200.00,14.14,2.09,1.77,1338.66,36.59,3.98,3.64,0.78,0.63
166,60.42,-76.50,0.82,-0.20,0.0,0.0,0.0,60.42,-76.50,60.42,3650.44,200.00,14.14,2.09,1.77,1054.79,32.48,3.74,3.41,0.95,0.31
167,67.40,-76.50,0.69,-0.38,0.0,0.0,0.0,67.40,-76.50,67.40,4542.96,200.00,14.14,2.09,1.77,811.90,28.49,3.48,3.15,0.69,0.72
168,-10.62,-73.50,1.84,0.61,0.0,0.0,0.0,-10.62,-73.50,10.62,112.76,1243.68,35.27,3.91,3.57,169.22,13.01,1.93,1.62,-0.97,-0.25
169,-7.56,-73.50,2.14,0.76,1.0,0.0,0.0,-7.56,-73.50,7.56,57.21,200.00,14.14,2.09,1.77,318.09,17.84,2.55,2.22,-0.86,-0.50
170,-4.53,-73.50,3.14,1.14,0.0,1.0,0.0,-4.53,-73.50,4.53,20.52,200.00,14.14,2.09,1.77,474.73,21.79,2.95,2.61,-0.81,-0.58
171,-1.51,-73.50,3.81,1.34,0.0,0.0,0.0,-1.51,-73.50,1.51,2.28,200.00,14.14,2.09,1.77,423.75,20.59,2.83,2.50,-0.92,0.40
172,1.51,-73.50,3.51,1.26,0.0,0.0,0.0,1.51,-73.50,1.51,2.28,614.01,24.78,3.20,2.87,235.12,15.33,2.25,1.93,-0.71,0.71
173,4.53,-73.50,2.77,1.02,0.0,0.0,0.0,4.53,-73.50,4.53,20.52,436.75,20.90,2.86,2.53,174.25,13.20,1.96,1.64,-0.95,0.30
174,16.83,-73.50,0.30,-1.22,1.0,0.0,0.0,16.83,-73.50,16.83,283.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,-0.04
175,20.01,-73.50,0.22,-1.52,0.0,1.0,0.0,20.01,-73.50,20.01,400.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.29
176,41.17,-73.50,1.00,0.00,0.0,0.0,0.0,41.17,-73.50,41.17,1694.98,810.42,28.47,3.48,3.14,181.58,13.48,2.00,1.68,0.70,-0.71
177,45.32,-73.50,1.09,0.09,0.0,0.0,0.0,45.32,-73.50,45.32,2053.75,200.00,14.14,2.09,1.77,557.69,23.62,3.11,2.77,0.53,-0.85
178,49.80,-73.50,1.20,0.18,0.0,0.0,0.0,49.80,-73.50,49.80,2480.01,200.00,14.14,2.09,1.77,904.83,30.08,3.59,3.25,0.58,-0.81
179,54.75,-73.50,1.07,0.07,0.0,0.0,0.0,54.75,-73.50,54.75,2997.53,200.00,14.14,2.09,1.77,1190.69,34.51,3.86,3.53,0.90,0.43
180,60.42,-73.50,0.85,-0.16,0.0,0.0,0.0,60.42,-73.50,60.42,3650.44,200.00,14.14,2.09,1.77,897.54,29.96,3.58,3.25,0.98,0.20
181,67.40,-73.50,0.62,-0.48,0.0,0.0,0.0,67.40,-73.50,67.40,4542.96,200.00,14.14,2.09,1.77,723.47,26.90,3.37,3.03,0.86,0.51
182,-67.40,-70.50,0.89,-0.12,0.0,0.0,0.0,-67.40,-70.50,67.40,4542.96,931.08,30.51,3.62,3.28,116.59,10.80,1.58,1.28,-0.93,0.36
183,-54.75,-70.50,2.07,0.73,1.0,0.0,0.0,-54.75,-70.50,54.75,2997.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.90,-0.44
184,-49.80,-70.50,2.31,0.84,0.0,0.0,1.0,-49.80,-70.50,49.80,2480.01,990.21,31.47,3.68,3.34,109.72,10.47,1.53,1.23,-0.98,-0.21
185,-45.32,-70.50,1.63,0.49,1.0,0.0,0.0,-45.32,-70.50,45.32,2053.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.74,-0.67
186,-37.27,-70.50,0.35,-1.06,0.0,0.0,0.0,-37.27,-70.50,37.27,1389.17,233.76,15.29,2.25,1.92,53.64,7.32,0.93,0.71,-0.83,0.56
187,-13.71,-70.50,1.61,0.48,0.0,0.0,0.0,-13.71,-70.50,13.71,187.84,1869.11,43.23,4.31,3.98,216.41,14.71,2.17,1.85,-0.74,-0.67
188,-10.62,-70.50,1.66,0.51,0.0,0.0,0.0,-10.62,-70.50,10.62,112.76,200.00,14.14,2.09,1.77,463.77,21.54,2.92,2.59,-0.58,-0.81
189,-7.56,-70.50,1.98,0.68,0.0,0.0,0.0,-7.56,-70.50,7.56,57.21,200.00,14.14,2.09,1.77,624.34,24.99,3.22,2.88,-0.79,-0.62
190,-4.53,-70.50,3.04,1.11,0.0,0.0,0.0,-4.53,-70.50,4.53,20.52,200.00,14.14,2.09,1.77,769.73,27.74,3.43,3.09,-0.93,-0.36
191,-1.51,-70.50,3.91,1.36,0.0,0.0,0.0,-1.51,-70.50,1.51,2.28,200.00,14.14,2.09,1.77,672.57,25.93,3.29,2.96,0.41,0.91
192,1.51,-70.50,3.63,1.29,1.0,0.0,0.0,1.51,-70.50,1.51,2.28,200.00,14.14,2.09,1.77,392.22,19.80,2.76,2.42,0.71,0.71
193,4.53,-70.50,2.94,1.08,0.0,0.0,0.0,4.53,-70.50,4.53,20.52,550.15,23.46,3.09,2.76,174.25,13.20,1.96,1.64,-0.95,0.30
194,16.83,-70.50,0.25,-1.40,1.0,1.0,0.0,16.83,-70.50,16.83,283.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.84
195,45.32,-70.50,1.14,0.13,0.0,0.0,0.0,45.32,-70.50,45.32,2053.75,200.00,14.14,2.09,1.77,379.94,19.49,2.73,2.39,0.75,-0.66
196,49.80,-70.50,1.32,0.27,0.0,0.0,0.0,49.80,-70.50,49.80,2480.01,200.00,14.14,2.09,1.77,767.97,27.71,3.43,3.09,0.57,-0.82
197,54.75,-70.50,1.22,0.20,0.0,0.0,0.0,54.75,-70.50,54.75,2997.53,200.00,14.14,2.09,1.77,1017.73,31.90,3.71,3.37,0.89,0.46
198,60.42,-70.50,0.90,-0.10,0.0,0.0,0.0,60.42,-70.50,60.42,3650.44,200.00,14.14,2.09,1.77,735.93,27.13,3.38,3.05,0.98,0.19
199,67.40,-70.50,0.69,-0.37,0.0,0.0,0.0,67.40,-70.50,67.40,4542.96,200.00,14.14,2.09,1.77,615.27,24.80,3.20,2.87,0.83,0.56
200,-67.40,-67.50,1.15,0.14,0.0,0.0,0.0,-67.40,-67.50,67.40,4542.96,1224.35,34.99,3.89,3.56,218.98,14.80,2.18,1.86,-0.72,0.69
201,-54.75,-67.50,1.21,0.19,1.0,0.0,0.0,-54.75,-67.50,54.75,2997.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.37,-0.93
202,-49.80,-67.50,1.29,0.25,0.0,0.0,0.0,-49.80,-67.50,49.80,2480.01,200.00,14.14,2.09,1.77,109.72,10.47,1.53,1.23,0.98,-0.21
203,-41.17,-67.50,0.93,-0.07,0.0,0.0,0.0,-41.17,-67.50,41.17,1694.98,200.00,14.14,2.09,1.77,207.61,14.41,2.13,1.81,0.20,-0.98
204,-37.27,-67.50,0.58,-0.55,0.0,0.0,0.0,-37.27,-67.50,37.27,1389.17,480.69,21.92,2.96,2.63,291.09,17.06,2.46,2.13,-0.74,-0.67
205,-33.57,-67.50,0.36,-1.02,0.0,0.0,0.0,-33.57,-67.50,33.57,1126.72,530.93,23.04,3.06,2.72,153.01,12.37,1.84,1.52,-0.91,0.41
206,-30.02,-67.50,0.19,-1.65,0.0,0.0,0.0,-30.02,-67.50,30.02,900.92,1335.39,36.54,3.98,3.64,144.44,12.02,1.78,1.47,-1.00,0.01
207,-26.59,-67.50,0.19,-1.68,0.0,1.0,0.0,-26.59,-67.50,26.59,706.89,1329.61,36.46,3.97,3.64,82.16,9.06,1.27,1.00,-0.61,0.79
208,-20.01,-67.50,0.64,-0.45,0.0,1.0,0.0,-20.01,-67.50,20.01,400.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,-0.03
209,-16.83,-67.50,1.02,0.02,0.0,0.0,0.0,-16.83,-67.50,16.83,283.35,1434.15,37.87,4.05,3.71,140.19,11.84,1.75,1.44,-0.38,-0.93
210,-13.71,-67.50,1.59,0.47,0.0,0.0,0.0,-13.71,-67.50,13.71,187.84,1445.15,38.02,4.06,3.72,370.53,19.25,2.70,2.37,-0.72,-0.69
211,-10.62,-67.50,1.52,0.42,0.0,0.0,0.0,-10.62,-67.50,10.62,112.76,200.00,14.14,2.09,1.77,656.61,25.62,3.27,2.93,-0.41,-0.91
212,-7.56,-67.50,1.88,0.63,0.0,0.0,0.0,-7.56,-67.50,7.56,57.21,200.00,14.14,2.09,1.77,907.29,30.12,3.59,3.26,-0.90,-0.43
213,-4.53,-67.50,2.84,1.04,1.0,0.0,0.0,-4.53,-67.50,4.53,20.52,200.00,14.14,2.09,1.77,950.08,30.82,3.64,3.30,-0.06,1.00
214,-1.51,-67.50,3.62,1.29,0.0,0.0,0.0,-1.51,-67.50,1.51,2.28,200.00,14.14,2.09,1.77,615.03,24.80,3.20,2.87,-0.09,1.00
215,1.51,-67.50,3.85,1.35,0.0,0.0,0.0,1.51,-67.50,1.51,2.28,200.00,14.14,2.09,1.77,282.55,16.81,2.43,2.10,-0.20,0.98
216,4.53,-67.50,2.86,1.05,0.0,1.0,0.0,4.53,-67.50,4.53,20.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.69,0.73
217,16.83,-67.50,0.21,-1.55,1.0,0.0,0.0,16.83,-67.50,16.83,283.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.21,0.98
218,37.27,-67.50,1.53,0.42,1.0,0.0,0.0,37.27,-67.50,37.27,1389.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.57,-0.82
219,45.32,-67.50,1.26,0.23,0.0,0.0,0.0,45.32,-67.50,45.32,2053.75,929.13,30.48,3.62,3.28,246.12,15.69,2.30,1.97,0.81,-0.58
220,49.80,-67.50,1.37,0.31,0.0,0.0,0.0,49.80,-67.50,49.80,2480.01,200.00,14.14,2.09,1.77,672.19,25.93,3.29,2.96,0.30,-0.95
221,54.75,-67.50,1.25,0.23,0.0,0.0,0.0,54.75,-67.50,54.75,2997.53,200.00,14.14,2.09,1.77,848.63,29.13,3.53,3.19,0.86,0.50
222,60.42,-67.50,0.88,-0.13,0.0,0.0,0.0,60.42,-67.50,60.42,3650.44,200.00,14.14,2.09,1.77,574.22,23.96,3.14,2.80,0.98,0.19
223,67.40,-67.50,0.66,-0.41,0.0,0.0,0.0,67.40,-67.50,67.40,4542.96,200.00,14.14,2.09,1.77,512.13,22.63,3.02,2.69,0.78,0.63
224,-67.40,-64.50,1.80,0.59,0.0,0.0,0.0,-67.40,-64.50,67.40,4542.96,723.51,26.90,3.37,3.03,198.92,14.10,2.09,1.77,0.98,0.19
225,-41.17,-64.50,0.64,-0.45,0.0,0.0,0.0,-41.17,-64.50,41.17,1694.98,200.00,14.14,2.09,1.77,210.37,14.50,2.14,1.82,1.00,0.08
226,-37.27,-64.50,0.60,-0.52,0.0,0.0,0.0,-37.27,-64.50,37.27,1389.17,200.00,14.14,2.09,1.77,223.66,14.96,2.20,1.88,0.99,0.12
227,-33.57,-64.50,0.52,-0.64,0.0,0.0,0.0,-33.57,-64.50,33.57,1126.72,200.00,14.14,2.09,1.77,354.00,18.81,2.66,2.32,0.64,-0.77
228,-30.02,-64.50,0.52,-0.65,0.0,1.0,0.0,-30.02,-64.50,30.02,900.92,602.17,24.54,3.18,2.85,433.28,20.82,2.86,2.52,-1.00,-0.02
229,-26.59,-64.50,0.52,-0.64,0.0,1.0,0.0,-26.59,-64.50,26.59,706.89,1321.23,36.35,3.97,3.63,354.96,18.84,2.66,2.33,-0.99,0.17
230,-23.26,-64.50,0.73,-0.32,0.0,0.0,0.0,-23.26,-64.50,23.26,541.01,1603.94,40.05,4.16,3.83,359.05,18.95,2.67,2.34,-1.00,0.07
231,-20.01,-64.50,1.06,0.06,0.0,1.0,0.0,-20.01,-64.50,20.01,400.54,1900.00,43.59,4.33,3.99,365.69,19.12,2.69,2.36,-1.00,-0.01
232,-16.83,-64.50,1.35,0.30,0.0,0.0,0.0,-16.83,-64.50,16.83,283.35,1735.05,41.65,4.24,3.90,393.35,19.83,2.76,2.43,-0.94,-0.34
233,-13.71,-64.50,1.44,0.36,0.0,0.0,0.0,-13.71,-64.50,13.71,187.84,200.00,14.14,2.09,1.77,605.76,24.61,3.19,2.85,-0.79,-0.61
234,-10.62,-64.50,1.48,0.39,0.0,0.0,0.0,-10.62,-64.50,10.62,112.76,200.00,14.14,2.09,1.77,843.74,29.05,3.52,3.18,-0.70,-0.72
235,-7.56,-64.50,1.92,0.65,1.0,0.0,0.0,-7.56,-64.50,7.56,57.21,200.00,14.14,2.09,1.77,1112.52,33.35,3.80,3.46,-0.53,-0.85
236,-4.53,-64.50,2.65,0.98,1.0,0.0,0.0,-4.53,-64.50,4.53,20.52,200.00,14.14,2.09,1.77,1025.06,32.02,3.71,3.38,-0.38,0.92
237,-1.51,-64.50,3.17,1.15,0.0,0.0,0.0,-1.51,-64.50,1.51,2.28,200.00,14.14,2.09,1.77,725.57,26.94,3.37,3.03,-0.54,0.84
238,1.51,-64.50,2.05,0.72,0.0,0.0,0.0,1.51,-64.50,1.51,2.28,813.07,28.51,3.48,3.15,477.22,21.85,2.95,2.62,-0.58,0.81
239,4.53,-64.50,1.76,0.56,0.0,0.0,0.0,4.53,-64.50,4.53,20.52,1357.96,36.85,4.00,3.66,281.92,16.79,2.43,2.10,-0.98,0.19
240,7.56,-64.50,0.80,-0.22,0.0,1.0,0.0,7.56,-64.50,7.56,57.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.66,0.75
241,13.71,-64.50,0.36,-1.01,1.0,0.0,0.0,13.71,-64.50,13.71,187.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.99
242,41.17,-64.50,1.40,0.34,1.0,0.0,0.0,41.17,-64.50,41.17,1694.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,-0.93
243,45.32,-64.50,1.38,0.33,0.0,0.0,0.0,45.32,-64.50,45.32,2053.75,200.00,14.14,2.09,1.77,151.83,12.32,1.83,1.52,0.26,-0.96
244,49.80,-64.50,1.31,0.27,0.0,0.0,0.0,49.80,-64.50,49.80,2480.01,200.00,14.14,2.09,1.77,646.01,25.42,3.25,2.92,0.06,-1.00
245,54.75,-64.50,1.18,0.17,0.0,0.0,0.0,54.75,-64.50,54.75,2997.53,200.00,14.14,2.09,1.77,686.69,26.20,3.31,2.98,0.81,0.58
246,60.42,-64.50,0.84,-0.17,0.0,0.0,0.0,60.42,-64.50,60.42,3650.44,200.00,14.14,2.09,1.77,412.86,20.32,2.81,2.47,0.98,0.21
247,67.40,-64.50,0.67,-0.41,0.0,0.0,0.0,67.40,-64.50,67.40,4542.96,200.00,14.14,2.09,1.77,418.11,20.45,2.82,2.49,0.68,0.73
248,-67.40,-61.50,0.93,-0.07,0.0,0.0,1.0,-67.40,-61.50,67.40,4542.96,200.00,14.14,2.09,1.77,78.55,8.86,1.23,0.97,0.83,0.56
249,-33.57,-61.50,0.80,-0.23,0.0,0.0,0.0,-33.57,-61.50,33.57,1126.72,200.00,14.14,2.09,1.77,274.40,16.56,2.40,2.08,-0.16,-0.99
250,-30.02,-61.50,0.77,-0.26,0.0,1.0,0.0,-30.02,-61.50,30.02,900.92,200.00,14.14,2.09,1.77,183.89,13.56,2.01,1.69,0.79,0.61
251,-26.59,-61.50,0.69,-0.38,0.0,1.0,0.0,-26.59,-61.50,26.59,706.89,200.00,14.14,2.09,1.77,215.96,14.70,2.17,1.85,0.68,-0.73
252,-23.26,-61.50,0.81,-0.21,0.0,0.0,0.0,-23.26,-61.50,23.26,541.01,200.00,14.14,2.09,1.77,466.86,21.61,2.93,2.60,0.75,-0.66
253,-20.01,-61.50,1.19,0.18,0.0,1.0,0.0,-20.01,-61.50,20.01,400.54,200.00,14.14,2.09,1.77,679.11,26.06,3.30,2.97,-1.00,-0.02
254,-16.83,-61.50,1.32,0.28,0.0,0.0,0.0,-16.83,-61.50,16.83,283.35,200.00,14.14,2.09,1.77,701.69,26.49,3.34,3.00,-0.98,-0.20
255,-13.71,-61.50,1.39,0.33,0.0,0.0,0.0,-13.71,-61.50,13.71,187.84,200.00,14.14,2.09,1.77,843.29,29.04,3.52,3.18,-0.82,-0.58
256,-10.62,-61.50,1.58,0.45,0.0,0.0,0.0,-10.62,-61.50,10.62,112.76,200.00,14.14,2.09,1.77,1076.32,32.81,3.76,3.43,-0.74,-0.67
257,-7.56,-61.50,1.98,0.68,0.0,0.0,0.0,-7.56,-61.50,7.56,57.21,200.00,14.14,2.09,1.77,1316.92,36.29,3.96,3.63,-0.69,-0.72
258,-4.53,-61.50,2.49,0.91,0.0,0.0,0.0,-4.53,-61.50,4.53,20.52,200.00,14.14,2.09,1.77,1192.05,34.53,3.86,3.53,-0.61,0.79
259,-1.51,-61.50,2.53,0.93,0.0,0.0,0.0,-1.51,-61.50,1.51,2.28,200.00,14.14,2.09,1.77,947.06,30.77,3.64,3.30,-0.76,0.65
260,1.51,-61.50,1.62,0.48,0.0,0.0,0.0,1.51,-61.50,1.51,2.28,1324.81,36.40,3.97,3.63,723.48,26.90,3.37,3.03,-0.84,0.54
261,4.53,-61.50,1.35,0.30,0.0,0.0,0.0,4.53,-61.50,4.53,20.52,1654.55,40.68,4.19,3.86,474.60,21.79,2.95,2.61,-0.58,0.81
262,7.56,-61.50,0.68,-0.39,1.0,0.0,0.0,7.56,-61.50,7.56,57.21,1221.65,34.95,3.89,3.55,168.94,13.00,1.93,1.61,-0.33,0.95
263,45.32,-61.50,1.43,0.35,0.0,0.0,0.0,45.32,-61.50,45.32,2053.75,200.00,14.14,2.09,1.77,151.83,12.32,1.83,1.52,-0.26,-0.96
264,49.80,-61.50,1.36,0.31,0.0,0.0,0.0,49.80,-61.50,49.80,2480.01,200.00,14.14,2.09,1.77,588.45,24.26,3.16,2.83,0.72,-0.69
265,54.75,-61.50,1.11,0.11,0.0,0.0,0.0,54.75,-61.50,54.75,2997.53,200.00,14.14,2.09,1.77,530.16,23.03,3.06,2.72,0.86,0.52
266,60.42,-61.50,0.94,-0.06,0.0,0.0,0.0,60.42,-61.50,60.42,3650.44,200.00,14.14,2.09,1.77,253.13,15.91,2.32,2.00,0.96,0.29
267,67.40,-61.50,0.66,-0.42,0.0,0.0,0.0,67.40,-61.50,67.40,4542.96,200.00,14.14,2.09,1.77,321.68,17.94,2.56,2.23,0.80,0.59
268,-37.27,-58.50,0.63,-0.46,0.0,0.0,0.0,-37.27,-58.50,37.27,1389.17,0.00,0.00,0.00,0.00,92.18,9.60,1.37,1.09,0.48,-0.88
269,-33.57,-58.50,0.51,-0.68,0.0,0.0,0.0,-33.57,-58.50,33.57,1126.72,200.00,14.14,2.09,1.77,78.30,8.85,1.23,0.96,0.60,0.80
270,-23.26,-58.50,0.83,-0.19,0.0,0.0,0.0,-23.26,-58.50,23.26,541.01,200.00,14.14,2.09,1.77,308.87,17.57,2.52,2.19,0.16,-0.99
271,-20.01,-58.50,1.14,0.13,0.0,0.0,0.0,-20.01,-58.50,20.01,400.54,200.00,14.14,2.09,1.77,667.64,25.84,3.29,2.95,0.07,-1.00
272,-16.83,-58.50,1.23,0.20,0.0,0.0,0.0,-16.83,-58.50,16.83,283.35,200.00,14.14,2.09,1.77,1016.12,31.88,3.71,3.37,-0.99,-0.15
273,-13.71,-58.50,1.50,0.40,0.0,0.0,0.0,-13.71,-58.50,13.71,187.84,200.00,14.14,2.09,1.77,1122.45,33.50,3.80,3.47,-0.90,-0.44
274,-10.62,-58.50,1.89,0.64,0.0,0.0,0.0,-10.62,-58.50,10.62,112.76,1045.73,32.34,3.73,3.40,1311.27,36.21,3.96,3.62,-0.77,-0.64
275,-7.56,-58.50,2.25,0.81,0.0,0.0,0.0,-7.56,-58.50,7.56,57.21,200.00,14.14,2.09,1.77,1220.63,34.94,3.89,3.55,0.87,0.50
276,-4.53,-58.50,2.56,0.94,0.0,0.0,0.0,-4.53,-58.50,4.53,20.52,200.00,14.14,2.09,1.77,1091.42,33.04,3.78,3.44,0.97,0.25
277,-1.51,-58.50,2.08,0.73,0.0,0.0,0.0,-1.51,-58.50,1.51,2.28,200.00,14.14,2.09,1.77,1022.71,31.98,3.71,3.38,0.38,0.93
278,1.51,-58.50,2.14,0.76,0.0,0.0,0.0,1.51,-58.50,1.51,2.28,802.25,28.32,3.47,3.13,723.45,26.90,3.37,3.03,0.53,0.85
279,4.53,-58.50,1.43,0.35,0.0,0.0,0.0,4.53,-58.50,4.53,20.52,933.10,30.55,3.62,3.28,419.99,20.49,2.82,2.49,0.39,0.92
280,7.56,-58.50,0.90,-0.10,0.0,0.0,0.0,7.56,-58.50,7.56,57.21,687.88,26.23,3.32,2.98,168.94,13.00,1.93,1.61,0.33,0.95
281,45.32,-58.50,1.17,0.16,0.0,0.0,0.0,45.32,-58.50,45.32,2053.75,54.64,7.39,0.95,0.72,52.82,7.27,0.92,0.70,0.74,-0.67
282,49.80,-58.50,1.20,0.18,0.0,0.0,0.0,49.80,-58.50,49.80,2480.01,200.00,14.14,2.09,1.77,461.72,21.49,2.92,2.59,0.42,-0.91
283,54.75,-58.50,0.99,-0.01,0.0,0.0,0.0,54.75,-58.50,54.75,2997.53,200.00,14.14,2.09,1.77,374.15,19.34,2.71,2.38,0.91,0.41
284,60.42,-58.50,0.65,-0.43,0.0,0.0,0.0,60.42,-58.50,60.42,3650.44,200.00,14.14,2.09,1.77,104.08,10.20,1.48,1.19,0.78,0.63
285,67.40,-58.50,0.52,-0.65,0.0,0.0,0.0,67.40,-58.50,67.40,4542.96,200.00,14.14,2.09,1.77,229.02,15.13,2.23,1.90,0.61,0.79
286,-41.17,-55.50,0.70,-0.36,0.0,1.0,0.0,-41.17,-55.50,41.17,1694.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,-1.00
287,-23.26,-55.50,0.94,-0.06,0.0,0.0,0.0,-23.26,-55.50,23.26,541.01,200.00,14.14,2.09,1.77,340.34,18.45,2.62,2.29,-0.44,-0.90
288,-20.01,-55.50,1.17,0.16,0.0,0.0,0.0,-20.01,-55.50,20.01,400.54,200.00,14.14,2.09,1.77,683.13,26.14,3.31,2.97,-0.22,-0.98
289,-16.83,-55.50,1.19,0.17,0.0,0.0,0.0,-16.83,-55.50,16.83,283.35,200.00,14.14,2.09,1.77,1031.05,32.11,3.72,3.38,-0.15,-0.99
290,-13.71,-55.50,1.52,0.42,0.0,0.0,0.0,-13.71,-55.50,13.71,187.84,1074.82,32.78,3.76,3.43,1376.03,37.09,4.01,3.67,-0.11,-0.99
291,-10.62,-55.50,2.03,0.71,0.0,0.0,0.0,-10.62,-55.50,10.62,112.76,952.75,30.87,3.64,3.31,1197.32,34.60,3.87,3.53,0.61,0.80
292,-7.56,-55.50,2.39,0.87,0.0,0.0,0.0,-7.56,-55.50,7.56,57.21,200.00,14.14,2.09,1.77,949.24,30.81,3.64,3.30,0.76,0.65
293,-4.53,-55.50,2.57,0.94,0.0,0.0,0.0,-4.53,-55.50,4.53,20.52,200.00,14.14,2.09,1.77,774.42,27.83,3.43,3.10,0.93,0.36
294,-1.51,-55.50,1.99,0.69,0.0,0.0,0.0,-1.51,-55.50,1.51,2.28,200.00,14.14,2.09,1.77,724.49,26.92,3.37,3.03,1.00,-0.08
295,1.51,-55.50,1.47,0.39,1.0,0.0,0.0,1.51,-55.50,1.51,2.28,200.00,14.14,2.09,1.77,571.26,23.90,3.13,2.80,0.48,0.87
296,4.53,-55.50,1.14,0.13,0.0,0.0,0.0,4.53,-55.50,4.53,20.52,200.00,14.14,2.09,1.77,280.20,16.74,2.42,2.10,0.20,0.98
297,7.56,-55.50,0.87,-0.14,1.0,0.0,0.0,7.56,-55.50,7.56,57.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.75
298,49.80,-55.50,1.29,0.26,0.0,0.0,0.0,49.80,-55.50,49.80,2480.01,200.00,14.14,2.09,1.77,361.86,19.02,2.68,2.35,0.52,-0.85
299,54.75,-55.50,0.96,-0.04,0.0,0.0,0.0,54.75,-55.50,54.75,2997.53,200.00,14.14,2.09,1.77,210.40,14.51,2.14,1.82,0.74,0.67
300,67.40,-55.50,0.53,-0.64,0.0,0.0,0.0,67.40,-55.50,67.40,4542.96,200.00,14.14,2.09,1.77,124.71,11.17,1.65,1.34,0.83,0.55
