region_id,centroid_x,centroid_y,Precipitation,Log Precipitation,Coal Deposits,Evaporites Deposits,Glacial Deposits,Latitude,Longitude,Abs Latitude,Squared Abs Latitude,Elevation,Sqrt Elevation,ASinh Elevation Sc50,ASinh Elevation Sc70,Dist to Shore,Sqrt Dist,ASinh Dist Sc50,ASinh Dist Sc70,Sin Angle Shore,Cos Angle Shore
491,64.52,58.00,0.64,-0.45,0.0,0.0,0.0,64.52,58.00,64.52,4162.45,200.00,14.14,2.09,1.77,189.33,13.76,2.04,1.72,-0.48,0.88
492,79.48,58.00,0.44,-0.82,0.0,0.0,0.0,79.48,58.00,79.48,6317.11,200.00,14.14,2.09,1.77,168.49,12.98,1.93,1.61,-0.91,0.41
493,-79.48,62.00,0.21,-1.55,0.0,0.0,0.0,-79.48,62.00,79.48,6317.11,200.00,14.14,2.09,1.77,1083.49,32.92,3.77,3.43,0.32,0.95
494,25.70,62.00,0.52,-0.65,0.0,0.0,0.0,25.70,62.00,25.70,660.40,0.00,0.00,0.00,0.00,77.63,8.81,1.22,0.96,-0.00,-1.00
495,30.02,62.00,0.44,-0.82,0.0,0.0,0.0,30.02,62.00,30.02,901.47,1028.66,32.07,3.72,3.38,558.70,23.64,3.11,2.77,0.00,-1.00
496,34.55,62.00,0.48,-0.72,0.0,0.0,0.0,34.55,62.00,34.55,1193.73,667.62,25.84,3.29,2.95,524.96,22.91,3.05,2.71,-0.67,0.74
497,39.34,62.00,0.10,-2.26,0.0,0.0,0.0,39.34,62.00,39.34,1547.64,200.00,14.14,2.09,1.77,176.51,13.29,1.97,1.66,-0.98,-0.20
498,44.49,62.00,0.13,-2.01,0.0,0.0,0.0,44.49,62.00,44.49,1979.22,200.00,14.14,2.09,1.77,320.95,17.92,2.56,2.23,-0.98,0.20
499,50.15,62.00,0.56,-0.59,0.0,0.0,0.0,50.15,62.00,50.15,2514.86,200.00,14.14,2.09,1.77,646.11,25.42,3.25,2.92,-0.49,-0.87
500,56.60,62.00,0.76,-0.27,0.0,0.0,0.0,56.60,62.00,56.60,3203.77,557.59,23.61,3.11,2.77,1091.84,33.04,3.78,3.44,-0.25,0.97
501,64.52,62.00,0.67,-0.39,0.0,0.0,0.0,64.52,62.00,64.52,4162.45,477.09,21.84,2.95,2.62,324.09,18.00,2.57,2.24,-0.84,0.55
502,79.48,62.00,0.43,-0.85,0.0,0.0,0.0,79.48,62.00,79.48,6317.11,200.00,14.14,2.09,1.77,98.03,9.90,1.43,1.14,0.79,0.62
503,21.52,66.00,1.09,0.09,0.0,1.0,0.0,21.52,66.00,21.52,463.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.89,-0.46
504,25.70,66.00,0.52,-0.65,0.0,0.0,0.0,25.70,66.00,25.70,660.40,1086.24,32.96,3.77,3.44,126.98,11.27,1.66,1.36,-0.79,-0.61
505,30.02,66.00,0.47,-0.76,0.0,0.0,0.0,30.02,66.00,30.02,901.47,612.09,24.74,3.20,2.86,567.33,23.82,3.12,2.79,-0.18,-0.98
506,34.55,66.00,0.60,-0.51,0.0,1.0,0.0,34.55,66.00,34.55,1193.73,1053.88,32.46,3.74,3.41,727.94,26.98,3.37,3.04,-0.71,0.70
507,39.34,66.00,0.16,-1.82,0.0,1.0,0.0,39.34,66.00,39.34,1547.64,718.74,26.81,3.36,3.02,463.11,21.52,2.92,2.59,-0.91,0.42
508,44.49,66.00,0.13,-2.05,0.0,0.0,0.0,44.49,66.00,44.49,1979.22,200.00,14.14,2.09,1.77,562.98,23.73,3.12,2.78,-0.75,-0.67
509,-79.48,70.00,0.19,-1.65,0.0,0.0,0.0,-79.48,70.00,79.48,6317.11,200.00,14.14,2.09,1.77,1054.53,32.47,3.74,3.41,0.04,1.00
510,9.60,70.00,2.65,0.97,0.0,0.0,0.0,9.60,70.00,9.60,92.15,194.76,13.96,2.07,1.75,66.67,8.17,1.10,0.85,0.00,-1.00
511,13.50,70.00,2.42,0.88,1.0,0.0,0.0,13.50,70.00,13.50,182.29,845.80,29.08,3.52,3.19,121.40,11.02,1.62,1.32,-0.89,0.46
512,21.52,70.00,1.19,0.17,0.0,0.0,0.0,21.52,70.00,21.52,463.31,200.00,14.14,2.09,1.77,391.93,19.80,2.76,2.42,-0.00,-1.00
513,25.70,70.00,0.57,-0.55,0.0,0.0,0.0,25.70,70.00,25.70,660.40,200.00,14.14,2.09,1.77,508.37,22.55,3.01,2.68,-0.99,-0.13
514,30.02,70.00,0.73,-0.32,0.0,0.0,0.0,30.02,70.00,30.02,901.47,2099.73,45.82,4.43,4.09,744.97,27.29,3.40,3.06,-0.68,-0.74
515,34.55,70.00,1.10,0.09,0.0,0.0,0.0,34.55,70.00,34.55,1193.73,2013.34,44.87,4.39,4.05,1017.98,31.91,3.71,3.37,-0.85,0.53
516,39.34,70.00,0.36,-1.01,0.0,0.0,0.0,39.34,70.00,39.34,1547.64,396.60,19.91,2.77,2.44,786.27,28.04,3.45,3.11,-0.96,0.28
517,44.49,70.00,0.17,-1.78,0.0,0.0,0.0,44.49,70.00,44.49,1979.22,200.00,14.14,2.09,1.77,830.36,28.82,3.50,3.17,-0.91,-0.42
518,50.15,70.00,0.43,-0.85,0.0,0.0,0.0,50.15,70.00,50.15,2514.86,200.00,14.14,2.09,1.77,1064.87,32.63,3.75,3.42,-0.88,-0.47
519,56.60,70.00,0.69,-0.36,0.0,0.0,0.0,56.60,70.00,56.60,3203.77,200.00,14.14,2.09,1.77,1278.67,35.76,3.94,3.60,-0.49,0.87
520,64.52,70.00,0.68,-0.39,0.0,0.0,0.0,64.52,70.00,64.52,4162.45,200.00,14.14,2.09,1.77,498.48,22.33,3.00,2.66,0.00,1.00
521,79.48,70.00,0.43,-0.85,0.0,0.0,0.0,79.48,70.00,79.48,6317.11,200.00,14.14,2.09,1.77,57.79,7.60,0.99,0.75,0.00,1.00
522,5.74,74.00,2.24,0.81,1.0,0.0,0.0,5.74,74.00,5.74,32.98,200.00,14.14,2.09,1.77,223.07,14.94,2.20,1.88,-0.99,0.13
523,9.60,74.00,2.05,0.72,0.0,0.0,0.0,9.60,74.00,9.60,92.15,200.00,14.14,2.09,1.77,282.73,16.81,2.43,2.10,0.78,-0.63
524,13.50,74.00,1.88,0.63,0.0,0.0,0.0,13.50,74.00,13.50,182.29,201.83,14.21,2.10,1.78,425.71,20.63,2.84,2.51,-0.75,0.66
525,17.47,74.00,1.64,0.50,0.0,0.0,0.0,17.47,74.00,17.47,305.15,200.00,14.14,2.09,1.77,323.18,17.98,2.57,2.23,-0.98,0.19
526,21.52,74.00,1.23,0.21,0.0,0.0,0.0,21.52,74.00,21.52,463.31,200.00,14.14,2.09,1.77,502.12,22.41,3.00,2.67,-0.63,-0.77
527,25.70,74.00,0.88,-0.13,0.0,0.0,0.0,25.70,74.00,25.70,660.40,1336.11,36.55,3.98,3.64,907.55,30.13,3.59,3.26,-1.00,-0.05
528,30.02,74.00,2.21,0.79,0.0,0.0,0.0,30.02,74.00,30.02,901.47,2100.00,45.83,4.43,4.09,1048.18,32.38,3.74,3.40,-0.87,-0.50
529,34.55,74.00,1.14,0.13,0.0,0.0,0.0,34.55,74.00,34.55,1193.73,2100.00,45.83,4.43,4.09,1339.68,36.60,3.98,3.65,-0.90,0.43
530,39.34,74.00,0.24,-1.41,0.0,0.0,0.0,39.34,74.00,39.34,1547.64,780.28,27.93,3.44,3.11,1118.80,33.45,3.80,3.47,-0.97,0.24
531,44.49,74.00,0.17,-1.77,0.0,1.0,0.0,44.49,74.00,44.49,1979.22,200.00,14.14,2.09,1.77,1128.70,33.60,3.81,3.47,-0.96,-0.27
532,-79.48,78.00,0.33,-1.10,0.0,0.0,1.0,-79.48,78.00,79.48,6317.11,200.00,14.14,2.09,1.77,1057.46,32.52,3.75,3.41,-0.11,0.99
533,9.60,78.00,2.56,0.94,1.0,0.0,0.0,9.60,78.00,9.60,92.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.93,-0.38
534,13.50,78.00,2.17,0.77,0.0,0.0,0.0,13.50,78.00,13.50,182.29,200.00,14.14,2.09,1.77,352.97,18.79,2.65,2.32,0.62,-0.79
535,17.47,78.00,1.61,0.48,0.0,0.0,0.0,17.47,78.00,17.47,305.15,200.00,14.14,2.09,1.77,656.47,25.62,3.27,2.93,0.66,-0.75
536,21.52,78.00,1.36,0.30,0.0,0.0,0.0,21.52,78.00,21.52,463.31,228.25,15.11,2.22,1.90,830.59,28.82,3.50,3.17,-0.89,-0.45
537,25.70,78.00,1.26,0.23,1.0,0.0,0.0,25.70,78.00,25.70,660.40,2100.00,45.83,4.43,4.09,1119.56,33.46,3.80,3.47,-0.66,-0.75
538,30.02,78.00,3.67,1.30,0.0,0.0,0.0,30.02,78.00,30.02,901.47,2100.00,45.83,4.43,4.09,1397.29,37.38,4.02,3.69,-0.94,-0.35
539,34.55,78.00,0.58,-0.54,0.0,0.0,0.0,34.55,78.00,34.55,1193.73,2058.52,45.37,4.41,4.07,1641.07,40.51,4.18,3.85,-0.80,-0.60
540,39.34,78.00,0.19,-1.67,0.0,0.0,0.0,39.34,78.00,39.34,1547.64,1179.93,34.35,3.85,3.52,1453.84,38.13,4.06,3.73,-0.98,0.22
541,44.49,78.00,0.11,-2.19,0.0,1.0,0.0,44.49,78.00,44.49,1979.22,200.00,14.14,2.09,1.77,1438.40,37.93,4.05,3.72,-0.99,-0.17
542,50.15,78.00,0.36,-1.03,0.0,0.0,0.0,50.15,78.00,50.15,2514.86,200.00,14.14,2.09,1.77,1599.77,40.00,4.16,3.82,-0.97,-0.23
543,56.60,78.00,0.63,-0.46,0.0,0.0,0.0,56.60,78.00,56.60,3203.77,200.00,14.14,2.09,1.77,1421.59,37.70,4.04,3.70,-0.20,0.98
544,64.52,78.00,0.69,-0.37,0.0,0.0,0.0,64.52,78.00,64.52,4162.45,200.00,14.14,2.09,1.77,584.72,24.18,3.15,2.82,-0.48,0.88
545,79.48,78.00,0.42,-0.86,0.0,0.0,0.0,79.48,78.00,79.48,6317.11,200.00,14.14,2.09,1.77,57.79,7.60,0.99,0.75,-0.00,1.00
546,-79.48,82.00,0.25,-1.40,0.0,0.0,0.0,-79.48,82.00,79.48,6317.11,200.00,14.14,2.09,1.77,1072.01,32.74,3.76,3.42,-0.25,0.97
547,13.50,82.00,1.90,0.64,0.0,0.0,0.0,13.50,82.00,13.50,182.29,200.00,14.14,2.09,1.77,55.76,7.47,0.96,0.73,0.00,-1.00
548,17.47,82.00,1.52,0.42,0.0,0.0,0.0,17.47,82.00,17.47,305.15,200.00,14.14,2.09,1.77,347.75,18.65,2.64,2.31,0.62,-0.79
549,21.52,82.00,1.34,0.29,0.0,0.0,0.0,21.52,82.00,21.52,463.31,1005.94,31.72,3.70,3.36,726.90,26.96,3.37,3.04,0.73,-0.68
550,25.70,82.00,1.83,0.60,0.0,0.0,0.0,25.70,82.00,25.70,660.40,2100.00,45.83,4.43,4.09,1035.37,32.18,3.72,3.39,0.71,-0.70
551,30.02,82.00,2.16,0.77,0.0,0.0,0.0,30.02,82.00,30.02,901.47,2100.00,45.83,4.43,4.09,1414.82,37.61,4.04,3.70,0.52,-0.85
552,34.55,82.00,0.51,-0.68,0.0,0.0,0.0,34.55,82.00,34.55,1193.73,2095.00,45.77,4.43,4.09,1862.10,43.15,4.31,3.97,0.40,-0.92
553,39.34,82.00,0.19,-1.65,0.0,1.0,0.0,39.34,82.00,39.34,1547.64,600.00,24.49,3.18,2.84,1789.49,42.30,4.27,3.93,-0.98,0.22
554,44.49,82.00,0.07,-2.72,0.0,0.0,0.0,44.49,82.00,44.49,1979.22,200.00,14.14,2.09,1.77,1752.93,41.87,4.25,3.91,-1.00,-0.09
555,50.15,82.00,0.66,-0.42,0.0,0.0,0.0,50.15,82.00,50.15,2514.86,200.00,14.14,2.09,1.77,1879.67,43.36,4.32,3.98,-0.99,-0.15
556,56.60,82.00,0.69,-0.38,0.0,0.0,0.0,56.60,82.00,56.60,3203.77,200.00,14.14,2.09,1.77,1482.33,38.50,4.08,3.75,-0.30,0.96
557,64.52,82.00,0.67,-0.40,0.0,1.0,0.0,64.52,82.00,64.52,4162.45,200.00,14.14,2.09,1.77,678.90,26.06,3.30,2.97,-0.39,0.92
558,79.48,82.00,0.43,-0.84,0.0,0.0,0.0,79.48,82.00,79.48,6317.11,200.00,14.14,2.09,1.77,57.79,7.60,0.99,0.75,-0.00,1.00
559,17.47,86.00,1.50,0.41,0.0,0.0,0.0,17.47,86.00,17.47,305.15,200.00,14.14,2.09,1.77,118.30,10.88,1.60,1.30,0.90,-0.44
560,21.52,86.00,1.31,0.27,0.0,0.0,0.0,21.52,86.00,21.52,463.31,1674.37,40.92,4.20,3.87,420.38,20.50,2.83,2.49,0.75,-0.66
561,25.70,86.00,1.86,0.62,0.0,0.0,0.0,25.70,86.00,25.70,660.40,2100.00,45.83,4.43,4.09,806.07,28.39,3.47,3.14,0.39,-0.92
562,30.02,86.00,2.49,0.91,1.0,0.0,0.0,30.02,86.00,30.02,901.47,2100.00,45.83,4.43,4.09,1262.71,35.53,3.92,3.59,0.25,-0.97
563,34.55,86.00,0.61,-0.50,0.0,0.0,0.0,34.55,86.00,34.55,1193.73,2100.00,45.83,4.43,4.09,1754.32,41.88,4.25,3.91,0.18,-0.98
564,39.34,86.00,0.28,-1.27,0.0,1.0,0.0,39.34,86.00,39.34,1547.64,600.00,24.49,3.18,2.84,2124.91,46.10,4.44,4.11,-0.97,0.23
565,44.49,86.00,0.06,-2.86,0.0,1.0,0.0,44.49,86.00,44.49,1979.22,600.00,24.49,3.18,2.84,2069.54,45.49,4.42,4.08,-1.00,-0.04
566,-79.48,90.00,0.28,-1.26,0.0,0.0,0.0,-79.48,90.00,79.48,6317.11,200.00,14.14,2.09,1.77,1133.50,33.67,3.81,3.48,-0.50,0.87
567,17.47,90.00,1.45,0.37,1.0,0.0,0.0,17.47,90.00,17.47,305.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.90,0.44
568,21.52,90.00,1.40,0.34,1.0,0.0,0.0,21.52,90.00,21.52,463.31,1191.33,34.52,3.86,3.53,299.48,17.31,2.49,2.16,-0.35,-0.94
569,25.70,90.00,1.53,0.43,0.0,0.0,0.0,25.70,90.00,25.70,660.40,2100.00,45.83,4.43,4.09,751.86,27.42,3.40,3.07,-0.14,-0.99
570,30.02,90.00,2.69,0.99,0.0,0.0,0.0,30.02,90.00,30.02,901.47,2100.00,45.83,4.43,4.09,1230.02,35.07,3.90,3.56,-0.09,-1.00
571,34.55,90.00,0.92,-0.08,0.0,0.0,0.0,34.55,90.00,34.55,1193.73,2100.00,45.83,4.43,4.09,1731.95,41.62,4.24,3.90,-0.06,-1.00
572,39.34,90.00,0.35,-1.04,0.0,1.0,0.0,39.34,90.00,39.34,1547.64,864.78,29.41,3.54,3.21,2263.76,47.58,4.51,4.17,-0.05,-1.00
573,44.49,90.00,0.06,-2.77,0.0,0.0,0.0,44.49,90.00,44.49,1979.22,631.66,25.13,3.23,2.90,2386.79,48.85,4.56,4.22,-1.00,0.01
574,50.15,90.00,0.41,-0.90,0.0,0.0,0.0,50.15,90.00,50.15,2514.86,245.27,15.66,2.29,1.97,2330.35,48.27,4.54,4.20,-0.33,0.95
575,56.60,90.00,0.77,-0.26,0.0,0.0,0.0,56.60,90.00,56.60,3203.77,200.00,14.14,2.09,1.77,1657.00,40.71,4.19,3.86,-0.34,0.94
576,64.52,90.00,0.73,-0.31,0.0,0.0,0.0,64.52,90.00,64.52,4162.45,200.00,14.14,2.09,1.77,883.01,29.72,3.57,3.23,-0.64,0.77
577,79.48,90.00,0.45,-0.79,0.0,0.0,0.0,79.48,90.00,79.48,6317.11,200.00,14.14,2.09,1.77,57.79,7.60,0.99,0.75,-0.00,1.00
578,13.50,94.00,1.92,0.65,0.0,0.0,0.0,13.50,94.00,13.50,182.29,200.00,14.14,2.09,1.77,121.40,11.02,1.62,1.32,0.89,0.46
579,17.47,94.00,1.53,0.43,0.0,0.0,0.0,17.47,94.00,17.47,305.15,200.00,14.14,2.09,1.77,163.30,12.78,1.90,1.58,0.00,-1.00
580,21.52,94.00,1.37,0.32,0.0,0.0,0.0,21.52,94.00,21.52,463.31,1944.89,44.10,4.35,4.02,573.36,23.94,3.13,2.80,-0.74,-0.67
581,25.70,94.00,1.58,0.46,1.0,0.0,0.0,25.70,94.00,25.70,660.40,2100.00,45.83,4.43,4.09,904.80,30.08,3.59,3.25,-0.58,-0.81
582,30.02,94.00,3.87,1.35,0.0,0.0,0.0,30.02,94.00,30.02,901.47,2100.00,45.83,4.43,4.09,1325.65,36.41,3.97,3.64,-0.40,-0.92
583,34.55,94.00,2.44,0.89,0.0,0.0,0.0,34.55,94.00,34.55,1193.73,2100.00,45.83,4.43,4.09,1798.21,42.41,4.28,3.94,-0.30,-0.96
584,39.34,94.00,0.50,-0.70,0.0,0.0,0.0,39.34,94.00,39.34,1547.64,600.00,24.49,3.18,2.84,2259.34,47.53,4.50,4.17,1.00,-0.08
585,44.49,94.00,0.12,-2.08,0.0,1.0,0.0,44.49,94.00,44.49,1979.22,424.49,20.60,2.84,2.50,2370.63,48.69,4.55,4.22,0.95,-0.31
586,-79.48,98.00,0.32,-1.14,0.0,0.0,0.0,-79.48,98.00,79.48,6317.11,200.00,14.14,2.09,1.77,1170.36,34.21,3.85,3.51,0.28,-0.96
587,5.74,98.00,2.84,1.04,1.0,0.0,0.0,5.74,98.00,5.74,32.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.97,-0.25
588,9.60,98.00,2.36,0.86,0.0,1.0,0.0,9.60,98.00,9.60,92.15,200.00,14.14,2.09,1.77,118.27,10.88,1.60,1.30,-0.93,0.38
589,13.50,98.00,1.94,0.66,0.0,0.0,0.0,13.50,98.00,13.50,182.29,200.00,14.14,2.09,1.77,223.01,14.93,2.20,1.88,-0.97,0.25
590,17.47,98.00,1.53,0.43,1.0,0.0,0.0,17.47,98.00,17.47,305.15,606.99,24.64,3.19,2.86,358.76,18.94,2.67,2.34,-0.89,-0.45
591,21.52,98.00,1.37,0.31,1.0,0.0,0.0,21.52,98.00,21.52,463.31,2100.00,45.83,4.43,4.09,685.86,26.19,3.31,2.98,0.92,-0.39
592,25.70,98.00,2.36,0.86,1.0,0.0,0.0,25.70,98.00,25.70,660.40,2100.00,45.83,4.43,4.09,966.84,31.09,3.66,3.32,0.65,-0.76
593,30.02,98.00,3.10,1.13,1.0,0.0,0.0,30.02,98.00,30.02,901.47,2100.00,45.83,4.43,4.09,1367.25,36.98,4.00,3.67,0.46,-0.89
594,34.55,98.00,2.31,0.84,0.0,0.0,0.0,34.55,98.00,34.55,1193.73,1827.93,42.75,4.29,3.96,1827.77,42.75,4.29,3.96,0.35,-0.94
595,39.34,98.00,0.45,-0.80,0.0,1.0,0.0,39.34,98.00,39.34,1547.64,600.00,24.49,3.18,2.84,1917.39,43.79,4.34,4.00,0.99,-0.14
596,44.49,98.00,0.18,-1.74,0.0,0.0,0.0,44.49,98.00,44.49,1979.22,830.89,28.83,3.50,3.17,2073.49,45.54,4.42,4.08,0.92,-0.40
597,50.15,98.00,0.59,-0.52,0.0,0.0,0.0,50.15,98.00,50.15,2514.86,1406.24,37.50,4.03,3.69,2391.21,48.90,4.56,4.22,0.80,-0.60
598,56.60,98.00,0.67,-0.40,0.0,0.0,0.0,56.60,98.00,56.60,3203.77,200.00,14.14,2.09,1.77,1850.27,43.01,4.30,3.97,0.12,0.99
599,64.52,98.00,0.56,-0.57,0.0,0.0,0.0,64.52,98.00,64.52,4162.45,200.00,14.14,2.09,1.77,982.93,31.35,3.67,3.34,0.23,0.97
600,79.48,98.00,0.39,-0.94,0.0,0.0,0.0,79.48,98.00,79.48,6317.11,200.00,14.14,2.09,1.77,57.79,7.60,0.99,0.75,0.00,1.00
601,-79.48,102.00,0.41,-0.89,0.0,0.0,0.0,-79.48,102.00,79.48,6317.11,200.00,14.14,2.09,1.77,1147.22,33.87,3.83,3.49,0.29,-0.96
602,1.91,102.00,2.26,0.82,0.0,0.0,0.0,1.91,102.00,1.91,3.65,200.00,14.14,2.09,1.77,150.41,12.26,1.82,1.51,-0.74,-0.67
603,5.74,102.00,3.08,1.12,1.0,0.0,0.0,5.74,102.00,5.74,32.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
604,9.60,102.00,2.40,0.87,1.0,0.0,0.0,9.60,102.00,9.60,92.15,200.00,14.14,2.09,1.77,282.73,16.81,2.43,2.10,0.78,-0.63
605,13.50,102.00,2.01,0.70,1.0,0.0,0.0,13.50,102.00,13.50,182.29,200.00,14.14,2.09,1.77,425.71,20.63,2.84,2.51,0.75,0.66
606,17.47,102.00,1.57,0.45,0.0,0.0,0.0,17.47,102.00,17.47,305.15,200.00,14.14,2.09,1.77,219.91,14.83,2.19,1.86,0.96,0.27
607,21.52,102.00,1.51,0.41,0.0,0.0,0.0,21.52,102.00,21.52,463.31,1116.06,33.41,3.80,3.46,349.75,18.70,2.64,2.31,0.60,-0.80
608,25.70,102.00,1.49,0.40,1.0,0.0,0.0,25.70,102.00,25.70,660.40,2100.00,45.83,4.43,4.09,772.63,27.80,3.43,3.10,0.27,-0.96
609,30.02,102.00,1.36,0.30,1.0,0.0,0.0,30.02,102.00,30.02,901.47,2071.39,45.51,4.42,4.08,1242.38,35.25,3.91,3.57,0.17,-0.99
610,34.55,102.00,1.20,0.18,0.0,0.0,0.0,34.55,102.00,34.55,1193.73,847.63,29.11,3.52,3.19,1551.63,39.39,4.13,3.79,0.99,0.12
611,39.34,102.00,0.68,-0.38,0.0,1.0,0.0,39.34,102.00,39.34,1547.64,735.41,27.12,3.38,3.05,1578.84,39.73,4.15,3.81,0.98,-0.22
612,44.49,102.00,0.35,-1.04,0.0,0.0,0.0,44.49,102.00,44.49,1979.22,786.71,28.05,3.45,3.11,1790.12,42.31,4.27,3.94,0.86,-0.50
613,50.15,102.00,0.62,-0.47,0.0,0.0,0.0,50.15,102.00,50.15,2514.86,743.77,27.27,3.39,3.06,2174.50,46.63,4.47,4.13,0.72,-0.70
614,56.60,102.00,0.65,-0.42,0.0,0.0,0.0,56.60,102.00,56.60,3203.77,200.00,14.14,2.09,1.77,1828.37,42.76,4.29,3.96,0.05,1.00
615,64.52,102.00,0.53,-0.63,0.0,0.0,0.0,64.52,102.00,64.52,4162.45,200.00,14.14,2.09,1.77,950.68,30.83,3.64,3.30,0.10,0.99
616,-1.91,106.00,2.41,0.88,1.0,0.0,0.0,-1.91,106.00,1.91,3.65,200.00,14.14,2.09,1.77,232.26,15.24,2.24,1.91,0.00,-1.00
617,1.91,106.00,2.31,0.84,1.0,0.0,0.0,1.91,106.00,1.91,3.65,200.00,14.14,2.09,1.77,121.06,11.00,1.62,1.32,-0.00,1.00
618,5.74,106.00,3.28,1.19,1.0,0.0,0.0,5.74,106.00,5.74,32.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
619,9.60,106.00,3.27,1.18,1.0,0.0,0.0,9.60,106.00,9.60,92.15,0.00,0.00,0.00,0.00,66.67,8.17,1.10,0.85,0.00,-1.00
620,13.50,106.00,2.77,1.02,1.0,0.0,0.0,13.50,106.00,13.50,182.29,200.00,14.14,2.09,1.77,198.44,14.09,2.09,1.76,0.54,0.84
621,21.52,106.00,1.41,0.34,1.0,0.0,0.0,21.52,106.00,21.52,463.31,401.38,20.03,2.78,2.45,280.73,16.76,2.43,2.10,-0.00,-1.00
622,25.70,106.00,1.42,0.35,1.0,0.0,0.0,25.70,106.00,25.70,660.40,2003.15,44.76,4.38,4.05,744.80,27.29,3.40,3.06,-0.00,-1.00
623,30.02,106.00,1.31,0.27,1.0,0.0,0.0,30.02,106.00,30.02,901.47,1782.63,42.22,4.27,3.93,1224.18,34.99,3.89,3.56,0.60,-0.80
624,34.55,106.00,1.07,0.07,0.0,0.0,0.0,34.55,106.00,34.55,1193.73,1149.30,33.90,3.83,3.49,1187.57,34.46,3.86,3.53,0.99,0.11
625,39.34,106.00,0.96,-0.05,0.0,0.0,0.0,39.34,106.00,39.34,1547.64,899.64,29.99,3.58,3.25,1247.35,35.32,3.91,3.57,0.95,-0.32
626,44.49,106.00,0.51,-0.68,0.0,0.0,0.0,44.49,106.00,44.49,1979.22,200.00,14.14,2.09,1.77,1528.95,39.10,4.11,3.78,0.78,-0.63
627,-79.48,110.00,0.37,-0.98,0.0,0.0,0.0,-79.48,110.00,79.48,6317.11,200.00,14.14,2.09,1.77,1099.21,33.15,3.78,3.45,0.38,-0.92
628,-1.91,110.00,2.53,0.93,1.0,0.0,0.0,-1.91,110.00,1.91,3.65,200.00,14.14,2.09,1.77,342.28,18.50,2.62,2.29,0.32,0.95
629,13.50,110.00,3.41,1.23,1.0,0.0,0.0,13.50,110.00,13.50,182.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,-0.17
630,21.52,110.00,1.73,0.55,1.0,0.0,0.0,21.52,110.00,21.52,463.31,200.00,14.14,2.09,1.77,268.29,16.38,2.38,2.05,0.78,-0.63
631,25.70,110.00,1.17,0.16,1.0,0.0,0.0,25.70,110.00,25.70,660.40,200.00,14.14,2.09,1.77,605.50,24.61,3.19,2.85,0.51,-0.86
632,30.02,110.00,1.12,0.12,0.0,0.0,0.0,30.02,110.00,30.02,901.47,200.00,14.14,2.09,1.77,1008.39,31.76,3.70,3.36,0.81,0.58
633,34.55,110.00,1.29,0.26,0.0,0.0,0.0,34.55,110.00,34.55,1193.73,987.86,31.43,3.68,3.34,823.26,28.69,3.50,3.16,0.99,0.11
634,39.34,110.00,1.20,0.18,0.0,0.0,0.0,39.34,110.00,39.34,1547.64,1024.74,32.01,3.71,3.38,931.41,30.52,3.62,3.28,0.88,-0.48
635,44.49,110.00,0.73,-0.31,0.0,0.0,0.0,44.49,110.00,44.49,1979.22,200.00,14.14,2.09,1.77,1304.08,36.11,3.95,3.62,0.63,-0.78
636,50.15,110.00,0.72,-0.33,0.0,0.0,0.0,50.15,110.00,50.15,2514.86,391.53,19.79,2.76,2.42,1715.65,41.42,4.23,3.89,0.91,-0.42
637,56.60,110.00,0.86,-0.15,1.0,0.0,0.0,56.60,110.00,56.60,3203.77,686.52,26.20,3.31,2.98,1724.77,41.53,4.23,3.90,0.93,0.36
638,64.52,110.00,0.51,-0.66,0.0,0.0,0.0,64.52,110.00,64.52,4162.45,200.00,14.14,2.09,1.77,943.26,30.71,3.63,3.30,0.00,1.00
639,-44.49,114.00,0.97,-0.03,0.0,0.0,0.0,-44.49,114.00,44.49,1979.22,200.00,14.14,2.09,1.77,56.88,7.54,0.98,0.74,0.00,-1.00
640,-39.34,114.00,0.91,-0.10,0.0,0.0,0.0,-39.34,114.00,39.34,1547.64,200.00,14.14,2.09,1.77,314.68,17.74,2.54,2.21,-0.80,-0.60
641,-34.55,114.00,0.88,-0.13,0.0,0.0,0.0,-34.55,114.00,34.55,1193.73,200.00,14.14,2.09,1.77,368.72,19.20,2.70,2.36,-0.99,-0.16
642,-30.02,114.00,0.85,-0.16,0.0,0.0,0.0,-30.02,114.00,30.02,901.47,200.00,14.14,2.09,1.77,113.92,10.67,1.56,1.26,0.00,1.00
643,-5.74,114.00,4.05,1.40,1.0,0.0,0.0,-5.74,114.00,5.74,32.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.97,0.25
644,-1.91,114.00,2.40,0.87,1.0,0.0,0.0,-1.91,114.00,1.91,3.65,200.00,14.14,2.09,1.77,253.02,15.91,2.32,2.00,0.88,-0.48
645,1.91,114.00,2.71,1.00,0.0,0.0,0.0,1.91,114.00,1.91,3.65,581.99,24.12,3.15,2.81,111.57,10.56,1.54,1.25,-1.00,0.09
